回答者(or No.),問１　お子さんとあなた（回答者）との関係は、以下のどれになりますか。お子さんからみた続き柄で、お答えください。,問１　５　その他,問２　あなたの年齢を教えてください。,問２　あなたの年齢を教えてください。,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　３　祖父／人数,問３　４　祖母／人数,問３　５　兄／人数,問３　６　姉／人数,問３　７　弟／人数,問３　８　妹／人数,問３　９　その他の親戚／人数,問３　10　その他／人数,問４　現在のあなたの婚姻状況を教えてください。,問５　離婚相手と子どもの養育費の取り決めをしていますか。また、養育費を現在受け取っていますか。,問６　お子さんと同居しているご家族の中に、高齢であったり障がいがあったりするなど、介護が必要な方はいますか。,問７　お子さんが病気のときや、ご自身の用事のときなどに頼れる親族や友人などがいますか。,問８　両親の国籍／A　母親,問８　両親の国籍／B　父親,問９　両親の就労状況／A　母親,問９　両親の就労状況／B　父親,問９1　働いていない最も主な理由／A　母親,問９1　働いていない最も主な理由／B　父親,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親,問９3　平日の日中以外の勤務／A　母親（複数回答１）,問９3　平日の日中以外の勤務／A　母親（複数回答２）,問９3　平日の日中以外の勤務／A　母親（複数回答３）,問９3　平日の日中以外の勤務／A　母親（複数回答４）,問９3　平日の日中以外の勤務／A　母親（複数回答５）,問９3　平日の日中以外の勤務／A　母親　６　その他,問９3　平日の日中以外の勤務／B　父親（複数回答１）,問９3　平日の日中以外の勤務／B　父親（複数回答２）,問９3　平日の日中以外の勤務／B　父親（複数回答３）,問９3　平日の日中以外の勤務／B　父親（複数回答４）,問９3　平日の日中以外の勤務／B　父親（複数回答５）,問９3　平日の日中以外の勤務／B　父親（複数回答６）,問９3　平日の日中以外の勤務／B　父親　６　その他,問10　昨年１年間（2022年１月～12月）の収入（税込）／A　母親,問10　昨年１年間（2022年１月～12月）の収入（税込）／B　父親,問10　昨年１年間（2022年１月～12月）の収入（税込）／C　その他生計を一にする家族,問11　お子さんに、どの段階までの教育を受けさせたいと考えていますか,問111　問11で回答した理由を教えてください。（複数回答１）,問111　問11で回答した理由を教えてください。（複数回答２）,問111　問11で回答した理由を教えてください。（複数回答３）,問111　問11で回答した理由を教えてください。（複数回答４）,問111　問11で回答した理由を教えてください。（複数回答５）,問111　５　その他,問12　健康状態／①　あなた（回答者）,問12　健康状態／②　お子さん,問13　全体として、あなたは最近の生活に、どのくらい満足していますか。,問14　あなたのご家庭では、このお子さんのために就学援助費を受け取っていますか。,問141　受け取っていない理由を教えてください。,問141　７　その他,問15　あなたは、平日（お子さんの学校のある日）に毎日、朝ごはんを食べますか。,問16　A　お子さんの勉強をみる,問16　B　お子さんと外でからだを動かして遊ぶ（スポーツなど）,問16　C　お子さんと室内でゲーム等で遊ぶ（テレビゲーム・携帯ゲーム・将棋・トランプ・ボードゲームなど）,問16　D　お子さんと学校生活、ニュース、テレビ番組等の話をする,問16　E　お子さんと一緒に家事など（料理等）をする,問16　F　お子さんと一緒に買い物等外出をする,問17　A　海水浴・登山などに行く,問17　B　博物館・科学館・美術館などに行く,問17　C　キャンプやバーベキューなどに行く,問17　D　スポーツ観戦や映画・コンサートなどに行く,問17　E　遊園地やテーマパークなどに行く,問18　あなたは、お子さんの将来（夢・進路・職業等）について、お子さんと一緒に考えたり、話したりすることがありますか。,問19　買えなかったこと／①食料,問19　買えなかったこと／②衣類,問20　Ａ　電話料金,問20　Ｂ　電気料金,問20　Ｃ　ガス料金,問20　Ｄ　水道料金,問20　Ｅ　家賃,問20　Ｆ　住宅ローン,問20　Ｇ　その他の債務,問21　Ａ　毎月お小遣いを渡す,問21　Ｂ　毎年新しい洋服・靴を買う,問21　Ｃ　習い事(音楽、スポーツ、習字等)に通わせる,問21　Ｄ　学習塾に通わせる（または家庭教師に来てもらう）,問21　Ｅ　お誕生日のお祝いをする,問21　Ｆ　１年に１回くらい家族旅行に行く,問21　Ｇ　クリスマスのプレゼントや正月のお年玉をあげる,問21　Ｈ　子どもの学校行事などに親が参加する,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答１）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答２）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答３）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答４）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答５）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答６）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答７）,問23　最後に通った学校／A　母親,問23　最後に通った学校／B　父親,問231　学校を卒業したか／A　母親,問231　学校を卒業したか／A　母親　3　その他,問231　学校を卒業したか／B　父親,問231　学校を卒業したか／B　父親　3　その他,問24　あなたが15歳前後当時の、あなたのご家庭の暮らしの状況について、最も近いものを教えてください。,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答１）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答２）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答３）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答４）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答５）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答１）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答２）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答３）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答４）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答５）,問27　A　現在の受け取り方法（複数回答１）,問27　A　現在の受け取り方法（複数回答２）,問27　A　現在の受け取り方法（複数回答３）,問27　A　現在の受け取り方法（複数回答４）,問27　A　現在の受け取り方法（複数回答５）,問27　A　現在の受け取り方法（複数回答６）,問27　A　現在の受け取り方法（複数回答７）,問27　A　７　その他,問27　B　今後、受け取りたい方法（複数回答１）,問27　B　今後、受け取りたい方法（複数回答２）,問27　B　今後、受け取りたい方法（複数回答３）,問27　B　今後、受け取りたい方法（複数回答４）,問27　B　今後、受け取りたい方法（複数回答５）,問27　B　今後、受け取りたい方法（複数回答６）,問27　B　今後、受け取りたい方法（複数回答７）,問27　B　７　その他,問28　あなたは、本当に困ったときや悩みがあるとき、相談できる人（家族、友人、親戚、同僚など）がいますか。,問29　Ａ　市役所の窓口,問29　Ｂ　子ども家庭支援センター,問29　Ｃ　学校・保育所・幼稚園の先生、スクールカウンセラーなど,問29　Ｄ　民生委員・児童委員,問29　Ｅ　児童相談所,問29　Ｆ　ハローワーク,問29　Ｇ　上記以外の公的機関,問30　あなたは「子どもの権利条約」について知っていますか。,問31　あなたが狛江市に期待することなどがありましたら、ご自由にお書きください。,学年,生活困難度,世帯タイプ,生活困難度（統合）,世帯タイプ（統合）,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親
141,2,,42,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,2,1,1,2,1,,,30,60,7,,,,,,4,5,,,,,,4,8,,4,2,,,,,,1,1,3,2,1,,4,4,4,4,1,3,2,1,4,1,1,1,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,2,2,1,,1,,4,1,,,,,2,4,5,6,,2,3,4,5,,,,,2,3,4,5,,,,,1,2,1,1,2,4,2,2,4,・公園の整備　・ブランコが少ない　・住民の保養所があると嬉しい。,1,3,1,2,1,4,7
142,2,,46,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,2,1,1,3,4,,,12,50,4,5,,,,,4,5,,,,,,2,8,,4,2,,,,,,3,3,3,2,4,,1,1,3,1,1,4,3,1,4,1,4,1,2,4,4,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,,,,,,,,1,3,1,,2,,4,8,,,,,7,,,,,4,5,6,,,,,,4,5,6,,,,,,2,2,2,2,2,2,2,2,4,,1,3,1,2,1,2,6
143,2,,48,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,2,1,1,3,1,,,20,55,7,,,,,,2,3,4,5,,,,3,8,,4,1,2,5,,,子どもの将来の選択肢が広がると思うから。,2,1,4,2,1,,1,3,3,3,1,3,3,3,3,1,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,3,,,,,,,6,8,1,,1,,4,8,,,,,7,,,,,3,4,6,,,,,,3,4,6,,,,,,1,2,3,3,2,2,2,3,2,①子育て支援の拡充（給食費無料等）物価は上昇したが、給料が増えず、生活が厳しいため。　②市立図書館の拡充　書店の閉店が続き、遂になくなってしまったため。,1,2,1,1,1,3,6
144,2,,41,2,1,2,8,,,,,1,2,8,,,,,,,,,,2,,,1,,2,1,1,1,4,4,,,15,45,7,,,,,,2,4,5,,,,,3,9,,4,2,,,,,,1,1,2,,,,,,,,,,,,,,,,,4,4,2,2,2,2,2,2,2,1,1,1,3,1,3,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,2,4,,,,,,,2,3,4,,,,,,1,2,2,1,2,2,3,2,3,,1,,1,,1,2,5
145,2,,42,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,2,2,2,1,1,,,40,45,7,,,,,,4,5,,,,,,8,10,,4,2,,,,,,3,1,4,2,4,,1,1,3,4,1,3,3,3,1,3,1,3,1,4,4,2,2,2,2,3,2,3,1,1,2,1,1,1,1,1,8,,,,,,,8,8,1,,1,,4,8,,,,,4,,,,,5,6,,,,,,,6,,,,,,,,1,2,2,4,2,2,2,,4,,1,3,1,2,1,5,5
146,2,,35,1,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,2,1,1,3,4,,,14,48,4,,,,,,1,2,4,5,,,,3,11,,3,1,2,3,,,,1,1,5,2,4,,2,3,3,2,1,1,2,1,1,4,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,2,2,1,,1,,5,5,6,,,,5,,,,,2,3,4,5,6,,,,2,3,5,6,,,,,1,5,1,1,5,1,2,5,4,,1,3,1,2,1,2,5
147,2,,46,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,5,1,6,,,50,,,,,,,7,,,,,,,,8,,4,2,,,,,,4,3,2,2,4,,1,3,4,4,2,4,4,1,1,4,1,1,3,4,4,2,2,2,2,3,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,7,1,,1,,3,8,,,,,7,,,,,4,5,,,,,,,4,5,,,,,,,1,2,2,2,2,2,1,2,4,,1,3,1,2,1,,6
148,1,,41,2,1,7,,,,,,1,7,,,,,,,,,,1,,,,3,,2,1,1,1,7,1,,,,50,,,,,,,7,,,,,,,,12,,4,2,,,,,,3,1,3,2,4,,1,1,3,2,1,2,3,3,3,3,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,7,,,,,4,5,,,,,,,4,5,,,,,,,1,2,2,2,2,2,2,2,3,特にありません。,1,3,3,2,2,,6
149,2,,49,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,1,1,1,1,5,1,2,,,40,,,,,,,6,,,,,,通常は平日の日中以外の勤務はありませんが、年に数回、忙しい時期に深夜まで働く日があります。,1,12,,5,5,,,,,子供自身の将来の希望が、まだはっきりとわからない為。,2,1,3,2,4,,1,2,4,4,1,3,3,3,4,3,1,1,2,4,4,2,2,2,2,3,2,3,1,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,2,4,6,,,,,,2,4,6,,,,,,1,1,1,1,2,2,2,2,4,歩きタバコをしている人を時々見かけます。歩きタバコがなくなるような対策をしていただけると有り難いです。,1,3,1,2,1,,5
150,2,,41,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,4,1,,,40,40,7,,,,,,7,,,,,,,9,9,,4,1,2,3,,,,1,1,5,2,4,,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,1,8,,,,,7,,,,,2,3,4,5,6,,,,1,2,3,,,,,,1,2,2,2,2,2,2,,1,,1,3,1,2,1,5,5
151,1,,42,2,1,6,,,,,,1,6,,,,,,,,,1,,,,,3,,2,1,,1,,1,,,,60,,,,,,,2,4,5,,,,,,10,,5,,,,,,,3,2,3,2,,,4,4,4,2,2,4,3,4,4,4,1,1,3,4,4,2,2,2,2,2,2,2,2,1,,,1,,1,1,,,,,,,,11,7,,,2,,2,5,,,,,7,,,,,8,,,,,,,,1,2,3,4,5,6,7,,1,1,1,,,,1,,4,,1,,3,,2,,7
152,2,,48,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,3,1,,,16,45,7,,,,,,4,,,,,,,3,7,,5,3,4,,,,,3,3,3,2,1,,1,4,4,4,1,4,3,1,1,4,1,4,3,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,7,,,,,,,7,2,1,,1,,3,8,,,,,5,,,,,2,4,6,,,,,,2,4,5,6,,,,,1,2,2,2,2,2,2,2,2,,1,3,1,2,1,2,5
153,2,,47,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,3,1,,,16,45,1,4,,,,,7,,,,,,,3,12,,4,1,2,,,,,1,1,4,2,4,,1,2,4,3,1,3,2,4,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,6,9,1,,1,,3,8,,,,,7,,,,,1,4,6,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,3,,1,3,1,2,1,2,5
154,1,,41,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,2,1,1,3,1,,,2,60,7,,,,,,6,,,,,,不定期,2,12,,4,1,,,,,,1,1,4,2,4,,2,4,3,3,2,4,3,3,1,1,1,1,2,4,4,2,2,2,2,2,3,3,2,1,2,1,1,1,1,1,8,,,,,,,8,9,1,,1,,2,8,,,,,7,,,,,3,,,,,,,,3,,,,,,,,1,2,1,1,2,2,2,2,3,LINEを活用しているので、さらなるデジタル化、DXの推進を進めてほしい。小さな自治体だからこそ、デジタル化と子供に優しい自治体であることをフットワーク軽くやってもらえると思うので期待しています。,1,3,1,2,1,1,7
155,2,,31,1,2,8,,,,,,2,8,,,,,,,,,,,1,,,2,1,2,1,1,,1,,,,43,,1,4,,,,,,,,,,,,7,,,4,3,,,,,,1,1,4,1,,,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,6,7,,,,,,6,,1,,,,4,8,,,,,1,,,,,4,,,,,,,,3,4,,,,,,,1,1,3,3,5,2,1,,1,,1,2,3,1,2,5,
156,2,,42,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,1,1,,,50,80,4,,,,,,7,,,,,,,6,9,,4,2,,,,,,1,1,4,2,1,,1,3,4,4,2,3,3,1,3,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,8,,,,,,,8,8,1,,1,,2,1,2,,,,7,,,,,3,4,,,,,,,3,4,,,,,,,1,2,2,2,2,2,2,2,3,,1,3,1,2,1,6,8
157,2,,46,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,4,4,4,3,3,3,3,1,1,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,4,5,6,,5,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,,,1,,1,,1,,
158,2,,47,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,5,1,2,,,50,,,,,,,7,,,,,,,,9,,4,2,,,,,,3,3,3,2,7,対象外,1,1,4,2,1,3,3,4,4,4,1,4,2,4,4,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,8,,,,,,,8,7,1,,1,,3,8,,,,,7,,,,,1,,,,,,,,3,,,,,,,,1,2,2,2,2,2,2,2,4,・安心して通行できる歩道の整備（庭木が追出している所が多い。注意・指導して欲しい）。,1,3,1,2,1,,6
159,2,,47,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,2,1,1,3,4,,,10,60,7,,,,,,2,4,5,,,,,,,,5,5,,,,,将来のことはまだわからないから。,4,4,2,2,,,1,2,4,2,1,3,2,1,1,2,2,1,2,3,3,2,2,2,2,2,2,2,,1,1,3,1,1,1,1,8,,,,,,,8,8,1,,1,,4,1,,,,,4,5,6,,,3,4,,,,,,,3,4,,,,,,,2,1,5,1,5,3,1,1,1,,1,,1,,1,2,7
160,2,,44,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,1,1,,,8.5,10,7,,,,,,2,5,,,,,,6,7,,4,5,,,,,就職の選択肢が広がると思うから。,3,2,3,2,4,,1,2,3,2,1,2,2,4,1,4,1,1,3,4,4,2,2,2,2,2,2,2,1,2,1,3,1,3,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,4,,,,,1,4,,,,,,,1,5,,,,,,,1,1,1,1,2,2,2,2,2,・講演で声を出すこともボール遊びをすることも大人にうとまれて自由にできない子供たちです。（今の時代、大人と老人の心がせまいと感じます。）そこへきて学校の体育が充分でないと感じます。（特にプールは何回入れたかわかりません）習い事はできる家庭とできない家庭があります。子供たちの運動能力向上を図ってほしいです。,1,3,1,2,1,1,2
161,2,,47,2,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,2,1,1,3,1,,,11,50,7,,,,,,2,,,,,,,3,10,,4,2,4,5,,,社会に出る前に幅広い知見を身につけて欲しいから。,1,1,3,2,5,,1,2,2,4,1,3,2,1,1,1,1,1,1,4,4,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,3,,,,,,,6,8,1,,1,,2,8,,,,,4,5,,,,1,4,,,,,,,1,2,3,4,,,,,1,2,1,1,2,2,5,2,1,狛江市の小中学校は、部活などが無い、または少なく、スポーツを通して学ぶ機会を増やして欲しいです。,1,3,1,2,1,2,6
162,2,,41,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,5,1,2,,,50,,,,,,,3,4,,,,,,,13,,5,5,,,,,子どもの希望と能力に応じて進学先を考えるだろうから。,1,1,5,2,1,,1,3,4,3,1,4,3,1,4,4,1,1,1,4,4,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,8,,,,,,,8,5,1,,1,,4,8,,,,,4,5,,,,1,3,4,5,6,,,,1,5,,,,,,,1,,,,,,,1,3,子どもの遊び場所がわりとたくさんあるので有難いです。わがままではありますが、もう少しあるとうれしいです。昔、ワンオペ孤育て中に、児童館のスタッフさんに助けてもらい、狛江の様々な子育て支援につなげて頂いたことがありました。必要な時に必要なお声がけや手助けをして頂いたと思ってます。こういったスタッフの方々が生き生きと働いて、子育て支援が続いていくことを願っております。,1,,1,,1,,6
163,2,,46,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,50,50,1,,,,,,7,,,,,,,9,8,,5,5,,,,,子どものやりたい事をやってもらいたい為。,3,3,4,2,4,,1,4,3,2,1,3,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,1,4,5,6,,,,,4,5,,,,,,,1,2,2,2,2,2,2,2,1,高齢者ではなく、子どもの為の政策を考えてほしい。,1,3,1,2,1,6,6
164,2,,43,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,2,4,4,1,3,2,1,1,3,1,3,2,4,4,2,2,2,2,3,2,3,2,1,1,2,1,1,1,1,8,,,,,,,9,7,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,4,5,7,,,,,行政機関からのメールやSNS。,1,1,1,1,,,,,3,1.KOKOAとこまっこ児童館の飽きさせない運営　2.朝食を食べる場の提供（食品持参）（教室などで）もしほかの家庭もニーズがあれば、ぜひ実現してほしいです。　3.高額納税者（住民税）のごみ袋の配布などの優遇。,1,,1,,1,,
165,2,,45,2,1,,,,,,,1,,,,,,,,,,,,,,,1,,2,1,1,1,4,4,,,,,,,,,,,,,,,,,,2,11,,4,2,,,,,,3,3,3,2,4,,1,2,3,3,1,2,2,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,9,9,1,,1,,3,8,,,,,7,,,,,1,4,5,,,,,,1,4,5,,,,,,1,2,2,1,2,2,2,2,2,道路の整備や、植木、雑草等、町がもう少しきれいであると良いなと思います。,1,,,,,,
166,2,,43,2,1,2,6,7,,,,1,2,6,7,,,,,,,1,1,,,,1,,2,2,1,1,3,1,,,7,50,7,,,,,,1,2,3,4,,,,2,12,,4,1,2,,,,,1,1,4,2,4,,1,4,4,3,1,2,3,4,4,4,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,4,5,,,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,1,6
167,2,,44,2,1,6,,,,,,1,6,,,,,,,,,1,,,,,1,,2,1,1,1,3,1,,,16,50,5,,,,,,1,2,3,4,5,,,3,8,,4,1,,,,,,1,1,3,2,4,,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,1,2,4,5,,,,,1,2,4,5,,,,,1,2,2,2,2,2,2,2,3,,1,,,,,2,6
168,2,,46,2,1,5,8,,,,,1,5,8,,,,,,,1,,,1,,,1,,2,2,1,1,3,4,,,6,10,4,,,,,,1,2,4,,,,,3,6,,5,3,4,,,,,3,3,2,1,,,1,1,4,3,1,1,2,1,1,,1,1,2,3,3,2,2,2,2,2,3,3,1,1,1,1,1,3,1,1,6,7,,,,,,2,5,1,,1,,4,,,,,,4,,,,,3,4,5,6,,,,,3,5,6,,,,,,1,,,,,,,,4,子供がのびのび遊べる場。公園。広い図書館。,1,,,,,1,2
169,2,,40,2,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,2,1,1,5,1,1,,,50,,,,,,,7,,,,,,,1,9,,4,1,2,,,,,3,1,4,2,,,2,3,4,3,1,3,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,,,,,,,,6,8,1,,1,,3,8,,,,,4,5,,,,7,,,,,,,,4,5,,,,,,,1,2,1,1,2,2,1,2,2,,1,3,1,2,1,,6
170,1,,51,3,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,1,1,,,40,40,1,2,3,4,5,,1,2,3,4,5,,,9,12,,4,6,,,,,,1,1,3,2,7,申請要件を満たしていないから。,1,2,2,2,1,2,2,3,1,3,1,1,2,4,4,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,8,,,,,,,7,8,1,,1,,3,,,,,,7,,,,,1,2,3,4,5,,,,1,2,3,4,5,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,5,5
171,2,,40,2,1,2,5,6,,,,1,2,5,6,,,,,,2,1,,,,,1,,2,1,1,1,1,1,,,48,50,4,5,6,,,10:3019、169（夜勤）。,7,,,,,,,8,12,,4,2,,,,,,1,1,5,2,5,,1,2,2,2,2,2,2,1,4,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,7,8,1,,1,,2,8,,,,,7,,,,,3,4,5,6,,,,,3,4,5,6,,,,,1,2,2,1,2,2,2,2,4,子どもの手当ての親の収入制限をやめてほしい。,1,3,1,2,1,5,6
172,2,,50,3,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,5,1,2,,,50,,,,,,,1,4,,,,,,,10,,4,1,3,4,,,,4,3,5,2,,,1,1,3,2,1,2,2,1,1,3,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,2,7,1,,2,,3,8,,,,,7,,,,,2,4,5,,,,,,2,5,,,,,,,1,1,1,2,2,2,4,2,2,,1,3,1,2,1,,6
173,2,,46,2,1,,,,,,,1,,,,,,,,,,,,,,,1,,2,1,1,1,1,4,,,40,40,4,,,,,,1,2,3,4,5,,,6,6,,4,6,,,,,,3,2,2,2,4,,1,1,2,2,1,3,2,1,1,1,3,1,2,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,8,1,,1,,2,8,,,,,4,6,,,,1,4,5,,,,,,5,,,,,,,,1,1,1,1,2,2,2,2,4,,1,,,,,5,5
174,2,,44,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,1,1,,,9,9,7,,,,,,4,,,,,,,7,7,,4,1,,,,,,3,3,3,1,,,1,2,4,4,2,3,3,1,1,3,1,1,2,3,3,2,2,2,1,3,2,1,2,1,1,1,1,1,1,1,,,,,,,,8,2,1,,2,,3,8,,,,,4,,,,,1,4,6,,,,,,1,2,3,4,5,6,,,1,2,1,1,2,2,2,2,2,,1,2,1,1,1,1,1
175,2,,49,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,5,4,2,,,45,,,,,,,4,5,,,,,,,12,,5,5,,,,,どの道に向かうか次第の為。,3,1,4,2,4,,1,3,2,3,1,3,2,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,7,7,1,,1,,3,8,,,,,7,,,,,1,3,4,5,6,,,,3,5,6,,,,,,1,2,2,1,2,2,2,2,2,・安心・安全に暮らせる町作り。防犯カメラの設置数を増やして欲しい。　・子供も大人も球技がのびのび出来るスペースを作って欲しい。将来、MLB、NBAなどで活躍できる可能性がある子供たちが狛江市から現れるかもしれません!!　・学校の放課後に勉強教室があると、とてもありがたいです。,1,3,1,2,1,,5
