X,Y,GAIRONO
"-33,416.02","-51,752.32",A06661
"-33,408.35","-51,782.79",A06624
"-33,481.83","-51,768.56",A5332
"-33,505.55","-51,831.99",A0557
"-33,438.35","-51,977.03",A5681
"-33,394.07","-51,953.65",A0970
"-33,340.00","-52,075.30",A3427
"-33,371.68","-52,056.61",A2183
"-33,312.87","-52,064.26",A0594
"-33,421.89","-52,014.42",A5461
"-33,464.96","-52,079.96",A4955
"-33,334.46","-52,145.29",A03417
"-33,302.93","-52,145.39",A03416
"-33,364.54","-52,145.35",A00547
"-33,408.42","-52,142.53",A2181
"-33,576.86","-51,946.31",A4927
"-32,533.75","-49,181.26",A3705
"-32,522.42","-49,189.37",A1882
"-32,474.70","-49,180.57",A1881
"-32,408.93","-49,176.44",A1880
"-32,294.82","-49,162.49",A1879
"-32,290.96","-49,201.17",A1886
"-32,273.28","-49,237.75",A1885
"-32,361.74","-49,217.72",A1887
"-32,396.24","-49,248.76",A1888
"-32,476.64","-49,248.84",A1890
"-32,513.42","-49,263.08",A1891
"-32,438.32","-49,240.18",A1846
"-32,320.07","-49,282.46",A1849
"-32,447.03","-49,173.38",A1845
"-32,366.46","-49,180.03",A3608
"-32,228.98","-49,150.47",A1878
"-32,187.10","-49,159.91",A1827
"-32,172.64","-49,277.73",A1825
"-32,179.99","-49,221.71",A1826
"-32,183.31","-49,191.42",A4355
"-32,429.94","-49,311.55",A1847
"-32,423.66","-49,363.52",A1848
"-32,451.67","-49,375.46",A1896
"-32,388.31","-49,409.01",A50147
"-32,264.74","-49,393.87",A50011
"-32,205.98","-49,341.93",A1889
"-32,273.19","-49,355.21",A3951
"-32,213.09","-49,282.33",A4828
"-32,360.33","-49,338.82",A02811
"-32,357.72","-49,366.91",A02812
"-32,353.29","-49,396.16",A02813
"-32,325.72","-49,401.28",A5002
"-32,200.11","-49,385.83",A5259
"-32,246.24","-49,352.06",A5387
"-32,424.64","-49,414.47",A5258
"-32,407.81","-49,292.93",A3786
"-32,291.28","-49,316.69",A03774
"-32,347.35","-49,325.68",A2135
"-32,369.91","-49,288.30",A4351
"-32,407.77","-49,332.81",A2065
"-32,403.86","-49,370.03",A2078
"-32,469.04","-49,310.52",A3609
"-32,511.45","-49,305.84",A1893
"-32,525.18","-49,347.28",A1894
"-32,516.21","-49,383.76",A1897
"-32,497.52","-49,441.25",A50145
"-32,452.99","-49,422.25",A50146
"-32,362.44","-49,452.73",A2041
"-32,356.17","-49,493.87",A2042
"-32,337.77","-49,534.08",A2043
"-32,331.50","-49,575.52",A2044
"-32,269.10","-49,525.55",A2038
"-32,268.50","-49,567.89",A2039
"-32,309.21","-49,445.61",A2036
"-32,412.88","-49,453.18",A2049
"-32,495.81","-49,492.41",A2051
"-32,448.06","-49,565.23",A2052
"-32,404.03","-49,522.81",A2050
"-32,395.92","-49,587.06",A2053
"-32,499.28","-49,543.37",A2060
"-32,460.94","-49,474.22",A3780
"-32,467.81","-49,551.14",A03995
"-32,347.99","-49,561.22",A3781
"-32,326.64","-49,490.61",A3664
"-32,309.63","-49,420.38",A4974
"-32,203.26","-49,441.96",A2034
"-32,239.40","-49,437.31",A2035
"-32,255.66","-49,481.74",A2037
"-32,192.48","-49,558.48",A2032
"-32,194.55","-49,511.73",A2033
"-32,275.87","-49,441.92",A4888
"-32,339.91","-49,627.15",A2045
"-32,238.81","-49,614.54",A2040
"-32,311.67","-49,623.70",A3663
"-32,181.92","-49,616.57",A3352
"-32,429.88","-49,628.33",A2059
"-32,443.81","-49,601.06",A4825
"-32,542.53","-49,599.81",A0099
"-32,493.54","-49,625.98",A2071
"-32,490.76","-49,612.11",A4771
"-32,530.00","-49,623.94",A2070
"-32,136.27","-49,142.92",A3710
"-32,173.04","-49,184.83",A05759
"-32,110.59","-49,179.60",A1978
"-32,003.85","-49,165.36",A1995
"-31,997.84","-49,204.08",A1992
"-32,043.80","-49,249.37",A1991
"-32,049.44","-49,286.72",A1987
"-31,989.36","-49,282.31",A1988
"-32,101.57","-49,252.87",A1979
"-31,967.59","-49,169.34",A1994
"-31,957.72","-49,238.94",A1990
"-32,093.04","-49,321.09",A1980
"-31,939.28","-49,218.54",A1993
"-31,893.51","-49,173.30",A01999
"-31,923.96","-49,268.69",A1989
"-31,933.11","-49,313.59",A1985
"-32,011.73","-49,323.25",A1986
"-32,045.68","-49,366.92",A1982
"-31,986.97","-49,359.89",A1983
"-31,898.86","-49,348.88",A1984
"-31,959.17","-49,403.40",A2001
"-31,909.78","-49,385.14",A2000
"-32,033.74","-49,411.49",A2002
"-32,077.64","-49,441.77",A2003
"-32,105.90","-49,374.29",A1981
"-32,165.97","-49,335.59",A1824
"-31,953.90","-49,445.70",A2006
"-31,975.01","-49,489.29",A2005
"-31,898.70","-49,476.37",A2007
"-32,009.45","-49,537.44",A2008
"-31,899.65","-49,535.60",A2009
"-32,022.90","-49,501.14",A02004
"-32,069.30","-49,544.02",A2012
"-32,149.55","-49,468.32",A1822
"-32,142.19","-49,529.98",A1821
"-32,049.97","-49,623.65",A2013
"-31,963.99","-49,574.11",A2010
"-31,922.54","-49,581.62",A2015
"-32,004.78","-49,623.29",A2011
"-32,134.16","-49,595.56",A1820
"-31,941.50","-49,528.92",A2134
"-32,157.87","-49,400.27",A1823
"-32,063.30","-49,170.22",A3956
"-31,916.95","-49,149.38",A3610
"-31,922.21","-49,220.61",A06412
"-31,904.97","-49,196.26",A06413
"-31,960.51","-49,198.74",A4921
"-31,928.79","-49,242.99",A6111
"-32,101.37","-49,262.82",A05506
"-32,164.86","-49,253.97",A05760
"-32,157.85","-49,310.89",A05761
"-31,919.77","-49,304.71",A3611
"-32,150.91","-49,369.48",A05762
"-32,043.11","-49,333.61",A4920
"-32,085.31","-49,386.64",A4437
"-32,142.85","-49,435.97",A05763
"-32,135.60","-49,497.21",A05764
"-32,027.66","-49,463.71",A3357
"-32,069.07","-49,520.19",A3351
"-32,122.19","-49,557.04",A03361
"-32,012.49","-49,575.85",A3356
"-32,126.89","-49,568.30",A05765
"-32,119.36","-49,628.23",A05766
"-31,967.35","-49,616.90",A5505
"-31,851.17","-49,517.93",A4164
"-31,860.17","-49,580.32",A6113
"-31,878.43","-49,598.07",A3809
"-33,251.26","-51,655.13",A00856
"-33,288.20","-51,696.34",A5450
"-33,201.02","-51,763.10",A03533
"-33,204.02","-51,799.42",A3532
"-33,212.15","-51,850.29",A3531
"-33,254.05","-51,887.26",A3530
"-33,050.63","-51,787.57",A3450
"-33,292.68","-51,881.86",A01040
"-33,109.34","-51,758.96",A01271
"-33,076.72","-51,755.76",A04697
"-33,064.99","-51,733.07",A05415
"-33,033.83","-51,738.04",A04743
"-33,149.36","-51,741.54",A03615
"-32,950.57","-51,722.11",A2399
"-32,938.25","-51,768.63",A2397
"-32,935.76","-51,849.44",A3929
"-33,013.60","-52,004.88",A03447
"-33,037.79","-52,005.12",A00754
"-33,061.62","-52,005.49",A00753
"-33,006.92","-51,988.37",A06584
"-33,055.75","-52,076.16",A03443
"-33,039.79","-52,075.91",A03444
"-33,181.36","-52,036.72",A3429
"-33,270.19","-52,047.08",A3428
"-33,279.50","-52,078.01",A3424
"-33,237.49","-52,143.82",A03415
"-33,207.63","-52,144.05",A03414
"-33,226.77","-52,038.05",A0278
"-33,071.18","-52,157.00",A00595
"-32,956.18","-52,100.56",A04521
"-32,999.80","-52,039.69",A03927
"-33,285.22","-52,053.18",A0311
"-33,287.48","-51,958.58",A5414
"-33,247.11","-51,910.20",A01172
"-33,063.64","-52,040.21",A00745
"-33,032.27","-52,040.14",A00755
"-33,159.26","-52,073.75",A00733
"-33,079.98","-51,791.16",A3451
"-32,894.02","-51,703.75",A0876
"-32,872.82","-51,737.81",A0890
"-32,854.36","-51,673.07",A0886
"-32,824.83","-51,864.40",A2732
"-32,729.29","-51,965.76",A02776
"-32,689.08","-52,041.41",A02756
"-32,744.71","-51,731.70",A2416
"-32,864.09","-51,706.84",A2417
"-32,716.33","-51,836.79",A2419
"-32,635.32","-51,790.38",A4012
"-32,635.97","-51,980.72",A02371
"-32,906.06","-51,801.54",A4317
"-32,884.73","-51,884.23",A5447
"-32,620.03","-51,943.93",A05638
"-32,570.90","-51,980.77",A05640
"-32,786.74","-51,855.32",A5154
"-32,801.07","-51,875.15",A3964
"-32,599.38","-51,652.49",A03218
"-32,544.24","-51,661.95",A03883
"-32,560.15","-51,698.73",A6067
"-32,548.20","-51,808.30",A0901
"-32,662.83","-52,013.60",A02757
"-32,778.42","-52,079.07",A01580
"-32,892.76","-52,133.45",A05262
"-32,880.06","-52,121.83",A05153
"-32,877.82","-52,129.91",A04585
"-32,517.08","-51,654.75",A03214
"-32,522.19","-51,689.56",A3217
"-32,423.92","-51,749.28",A3212
"-32,473.91","-51,748.85",A3213
"-32,335.14","-51,834.01",A3210
"-32,392.93","-51,827.40",A3207
"-32,470.83","-51,702.53",A3211
"-32,281.75","-51,724.75",A3019
"-32,217.43","-51,723.81",A03020
"-32,289.44","-51,760.81",A3025
"-32,219.77","-51,768.91",A03024
"-32,384.27","-51,745.98",A3028
"-32,248.32","-51,690.51",A2977
"-32,178.52","-51,703.56",A2924
"-32,340.88","-51,676.15",A3029
"-32,428.07","-51,700.85",A3031
"-32,181.82","-51,773.86",A03023
"-32,237.09","-51,648.17",A50004
"-32,281.46","-51,805.57",A3243
"-32,228.30","-51,808.03",A03242
"-32,195.59","-51,843.52",A03246
"-32,183.27","-51,879.74",A03247
"-32,240.06","-51,857.07",A03245
"-32,168.57","-52,083.92",A02889
"-32,273.03","-52,111.81",A03551
"-32,458.14","-52,103.94",A03578
"-32,512.31","-52,024.56",A05642
"-32,450.40","-52,145.16",A04807
"-32,535.85","-52,097.29",A02759
"-32,348.64","-52,039.87",A04679
"-32,368.50","-52,054.99",A05493
"-32,282.29","-52,020.64",A00051
"-32,418.07","-52,006.85",A04017
"-32,336.08","-52,015.21",A06572
"-32,307.14","-51,955.35",A06075
"-32,365.23","-51,892.83",A06076
"-32,341.42","-51,911.02",A06077
"-32,321.93","-51,926.49",A06078
"-32,302.45","-51,941.69",A06079
"-32,349.02","-51,884.32",A04015
"-32,230.00","-52,017.87",A04028
"-32,262.07","-51,900.42",A04319
"-32,221.66","-51,954.21",A04318
"-32,179.39","-51,998.09",A03687
"-32,196.53","-52,013.62",A00552
"-32,173.42","-52,015.68",A00049
"-32,265.81","-51,958.41",A00283
"-32,359.43","-51,850.72",A03330
"-32,428.18","-51,975.52",A00325
"-32,283.16","-51,923.45",A3795
"-32,180.05","-51,937.25",A00262
"-32,337.61","-51,867.80",A00907
"-32,258.59","-51,806.80",A6418
"-32,183.74","-51,809.50",A03777
"-32,365.86","-51,762.57",A6145
"-32,179.92","-51,737.87",A06385
"-32,423.99","-51,805.57",A3208
"-32,441.25","-51,670.48",A3032
"-32,476.95","-51,649.86",A03035
"-32,494.57","-51,678.39",A06071
"-32,168.82","-51,650.93",A3111
"-32,177.01","-51,667.52",A5083
"-32,438.96","-51,734.31",A6074
"-32,497.77","-51,719.92",A2427
"-32,513.81","-51,757.89",A6069
"-32,417.06","-51,769.38",A5983
"-32,460.78","-51,823.19",A6072
"-32,434.97","-52,040.91",A04025
"-32,224.30","-52,140.88",A02780
"-32,245.29","-52,079.84",A02736
"-32,205.80","-52,097.85",A04520
"-32,170.53","-52,114.94",A04519
"-32,210.72","-52,124.12",A04154
"-32,387.10","-51,787.37",A3209
"-32,017.23","-51,651.85",A3104
"-32,009.42","-51,690.27",A3105
"-32,021.51","-51,745.90",A50114
"-32,089.82","-51,733.46",A03022
"-32,157.40","-51,730.47",A03021
"-32,142.64","-51,766.82",A03098
"-32,066.40","-51,770.26",A03097
"-32,068.06","-51,814.99",A03099
"-32,058.54","-51,872.20",A03096
"-32,047.55","-51,843.87",A03000
"-31,989.73","-51,908.96",A02999
"-32,033.18","-51,874.10",A50115
"-32,144.48","-51,811.55",A03150
"-32,105.84","-51,813.59",A03149
"-32,153.92","-51,863.40",A03249
"-32,117.14","-51,893.02",A03250
"-31,971.51","-51,789.95",A04444
"-31,980.97","-51,832.76",A02987
"-31,947.32","-51,888.10",A02986
"-31,938.77","-51,822.04",A02985
"-32,072.68","-51,989.50",A01448
"-32,004.20","-51,979.72",A01447
"-31,938.87","-51,971.41",A01446
"-31,874.29","-51,974.25",A01445
"-31,795.57","-51,978.44",A1444
"-32,116.98","-52,020.38",A01449
"-32,105.34","-51,999.75",A02748
"-32,165.03","-52,055.36",A00050
"-31,955.20","-52,009.27",A01559
"-31,904.97","-52,004.06",A01558
"-31,862.40","-52,037.54",A01557
"-31,841.26","-52,079.15",A01555
"-31,896.70","-52,064.10",A01554
"-31,954.80","-52,069.66",A01560
"-31,822.14","-52,058.47",A01556
"-31,914.55","-52,136.89",A01553
"-31,962.17","-52,141.87",A01552
"-31,953.70","-52,040.45",A01550
"-31,887.10","-52,117.97",A01338
"-31,925.45","-52,067.25",A06849
"-31,986.36","-52,072.60",A06848
"-32,002.37","-52,107.15",A02228
"-32,047.84","-52,113.87",A02141
"-32,084.47","-52,101.29",A03941
"-32,076.52","-52,033.61",A03940
"-31,974.35","-51,972.56",A04108
"-31,812.51","-52,012.89",A2570
"-31,867.38","-52,007.64",A05919
"-31,957.37","-52,106.54",A02229
"-31,914.81","-52,103.78",A02230
"-31,862.45","-52,100.66",A02901
"-32,037.60","-52,076.97",A03930
"-32,044.33","-52,063.28",A01304
"-31,908.64","-51,972.85",A03685
"-31,832.78","-51,977.60",A04280
"-31,797.11","-52,004.46",A6233
"-31,855.43","-52,059.71",A02569
"-31,816.07","-52,099.91",A02145
"-31,802.65","-52,112.35",A01341
"-32,004.69","-52,075.16",A04346
"-32,145.08","-52,144.30",A01565
"-32,093.80","-52,064.33",A01568
"-32,125.26","-52,058.85",A01302
"-32,090.33","-51,985.43",A03686
"-32,046.76","-51,928.26",A05082
"-32,117.85","-51,870.89",A06570
"-32,078.05","-51,865.68",A03251
"-32,146.01","-51,843.77",A06144
"-32,042.13","-51,816.38",A05036
"-32,014.03","-51,798.90",A05079
"-31,943.80","-51,793.78",A02848
"-31,964.43","-51,683.65",A02936
"-31,970.48","-51,760.60",A02937
"-31,910.85","-51,800.16",A06237
"-31,877.07","-51,780.47",A06236
"-31,864.66","-51,760.70",A06235
"-31,847.97","-51,739.32",A06234
"-31,831.86","-51,720.21",A06099
"-31,817.32","-51,702.20",A06098
"-31,855.15","-51,811.39",A05903
"-31,821.21","-51,809.39",A05904
"-31,792.17","-51,654.28",A06366
"-32,042.91","-51,657.14",A3109
"-32,100.16","-51,654.39",A3110
"-32,135.74","-51,652.24",A6304
"-32,081.27","-51,655.01",A6305
"-32,112.96","-51,695.81",A2923
"-32,052.55","-51,699.17",A2922
"-32,156.95","-51,693.72",A6383
"-32,065.64","-51,734.86",A06384
"-32,055.42","-51,754.90",A06569
"-31,940.95","-51,858.61",A05339
"-32,060.80","-52,015.99",A05334
"-32,037.78","-51,987.98",A02888
"-32,050.81","-51,981.33",A03939
"-31,932.06","-52,040.80",A06886
"-33,280.34","-50,678.32",A2146
"-33,290.54","-50,745.57",A2156
"-33,147.53","-50,834.09",A2172
"-33,233.45","-50,896.15",A2178
"-33,232.23","-50,784.45",A04516
"-33,189.11","-50,769.26",A04876
"-33,101.81","-50,862.66",A4890
"-33,240.20","-50,985.86",A2961
"-33,201.49","-50,993.45",A6167
"-32,973.32","-50,896.24",A5385
"-32,684.00","-50,749.34",A3306
"-32,573.67","-50,855.24",A50039
"-32,562.45","-50,857.90",A03934
"-32,570.30","-50,820.87",A50038
"-32,569.38","-50,800.59",A50037
"-32,574.29","-50,770.79",A50036
"-32,576.75","-50,753.59",A50035
"-32,588.42","-50,672.12",A50033
"-32,584.29","-50,702.13",A50034
"-32,763.96","-50,859.54",A5851
"-32,869.23","-51,076.21",A3185
"-32,704.96","-51,110.26",A4155
"-32,843.67","-50,994.64",A5108
"-32,582.03","-50,904.00",A50040
"-31,655.07","-51,654.37",A03732
"-31,648.17","-51,672.73",A05532
"-31,621.83","-51,693.50",A00321
"-31,576.42","-51,733.61",A00227
"-31,512.48","-51,744.99",A00228
"-31,549.07","-51,632.46",A06265
"-31,638.04","-51,734.39",A04805
"-31,650.05","-51,746.72",A03753
"-31,701.29","-51,787.92",A03754
"-31,628.96","-51,715.81",A00210
"-31,543.58","-51,713.02",A05386
"-31,544.50","-51,737.80",A01165
"-31,468.80","-51,672.25",A01392
"-31,498.12","-51,704.76",A01393
"-31,648.71","-51,807.02",A03759
"-31,649.19","-51,829.41",A03760
"-31,647.95","-51,854.05",A03761
"-31,647.34","-51,877.54",A03762
"-31,646.16","-51,898.66",A03763
"-31,645.66","-51,916.64",A03764
"-31,623.34","-51,806.21",A03758
"-31,644.90","-51,937.49",A03765
"-31,608.29","-51,937.24",A03766
"-31,614.85","-51,959.17",A00223
"-31,748.74","-51,976.91",A2902
"-31,756.02","-52,083.72",A01437
"-31,759.46","-52,040.26",A1439
"-31,679.49","-52,036.77",A1440
"-31,782.63","-52,116.41",A01438
"-31,525.88","-52,065.52",A05667
"-31,538.46","-52,055.07",A5668
"-31,553.30","-52,069.61",A05669
"-31,553.83","-52,107.59",A05670
"-31,672.26","-52,081.70",A01436
"-31,698.36","-52,113.99",A04474
"-31,679.65","-52,117.16",A01435
"-31,693.95","-52,080.78",A02900
"-31,725.39","-52,039.05",A6108
"-31,669.09","-52,019.50",A4780
"-31,684.61","-52,014.26",A4781
"-31,718.53","-52,014.46",A4782
"-31,729.74","-52,004.23",A4783
"-31,687.38","-51,974.09",A1443
"-31,524.66","-51,967.52",A1344
"-31,496.16","-52,038.18",A1441
"-31,524.66","-52,088.64",A01345
"-31,583.83","-52,027.65",A1194
"-31,594.86","-52,100.95",A01195
"-31,550.22","-52,027.33",A2571
"-31,635.64","-52,055.21",A3931
"-31,642.52","-52,090.24",A04105
"-31,626.64","-52,017.55",A1343
"-31,502.68","-52,087.31",A03349
"-31,454.39","-52,106.79",A03350
"-31,535.37","-52,115.58",A00430
"-31,500.37","-52,136.01",A02348
"-31,484.43","-52,086.31",A01395
"-31,450.40","-52,135.07",A01396
"-31,517.10","-52,030.40",A4813
"-31,785.11","-52,096.44",A03715
"-31,779.72","-52,140.71",A03683
"-31,792.49","-52,042.99",A1342
"-31,788.64","-52,068.21",A03476
"-31,721.48","-51,975.80",A4107
"-31,625.89","-51,971.79",A1442
"-31,655.36","-51,972.98",A4345
"-31,599.65","-51,970.82",A4344
"-31,575.05","-51,968.49",A2542
"-31,556.65","-51,967.99",A3684
"-31,504.39","-52,004.68",A4106
"-31,406.76","-51,655.63",A1384
"-33,906.36","-50,126.64",A05660
"-33,908.83","-50,093.82",A05659
"-33,911.89","-50,071.43",A05658
"-33,812.67","-50,087.16",A01130
"-33,927.60","-49,933.31",A02204
"-33,750.44","-49,969.72",A05504
"-33,759.37","-49,914.86",A04278
"-33,747.58","-49,675.57",A04275
"-33,683.97","-49,644.29",A06081
"-33,703.10","-49,704.44",A06080
"-33,692.01","-49,673.35",A04277
"-33,723.87","-50,106.51",A05930
"-33,596.46","-49,671.08",A03992
"-33,581.34","-49,700.24",A03991
"-33,569.10","-49,739.57",A03990
"-33,567.12","-49,776.69",A03502
"-33,558.98","-49,820.71",A3501
"-33,659.92","-49,755.30",B7066
"-33,554.06","-49,884.07",A3500
"-33,552.29","-49,928.28",A3499
"-33,480.28","-49,877.16",A05971
"-33,483.01","-49,917.33",A05972
"-33,470.03","-49,945.22",A02719
"-33,468.11","-50,003.46",A2720
"-33,514.23","-50,006.24",A2721
"-33,518.21","-49,946.45",A02718
"-33,549.04","-49,947.58",A02717
"-33,545.56","-50,026.29",A02715
"-33,544.11","-50,062.02",A02714
"-33,499.48","-50,038.81",A02722
"-33,467.61","-50,038.50",A02723
"-33,466.83","-50,074.74",A2724
"-33,503.33","-50,075.80",A2725
"-33,542.95","-50,098.29",A02713
"-33,541.09","-50,141.19",A02712
"-33,499.66","-50,117.04",A2726
"-33,579.34","-50,121.66",A02701
"-33,381.02","-50,016.14",A05862
"-33,427.35","-50,011.41",A04871
"-33,400.61","-50,104.86",A04608
"-33,319.85","-50,094.71",A6123
"-33,349.98","-50,123.76",A02875
"-33,349.31","-50,094.11",A07674
"-33,389.47","-50,090.70",A02457
"-33,411.85","-50,037.00",A2203
"-33,359.35","-50,061.16",A05928
"-33,405.79","-50,063.53",A4862
"-33,461.84","-49,875.23",A04609
"-33,467.72","-49,802.32",B02547
"-33,428.94","-49,798.57",B02548
"-33,451.56","-49,784.69",B02549
"-33,524.46","-50,134.94",A04831
"-34,227.09","-50,231.15",B07109
"-34,092.48","-50,238.63",A00340
"-34,071.97","-50,158.05",A00197
"-34,152.50","-50,207.39",A06486
"-34,079.08","-50,267.85",A03796
"-34,065.51","-50,343.32",A05195
"-34,050.17","-50,356.18",A05194
"-34,123.16","-50,328.32",A5010
"-34,099.63","-50,355.45",A5009
"-34,099.03","-50,337.37",A6117
"-34,185.70","-50,365.09",A00504
"-34,145.92","-50,516.54",A00507
"-34,082.26","-50,485.82",A0989
"-34,098.59","-50,497.58",A00987
"-34,090.05","-50,606.14",A00984
"-32,525.61","-51,161.07",A3045
"-32,542.28","-51,205.13",A3047
"-32,482.89","-51,197.88",A3048
"-32,435.92","-51,189.99",A3049
"-32,433.02","-51,147.39",A3050
"-32,521.15","-51,252.19",A3051
"-32,445.43","-51,245.16",A3052
"-32,400.89","-51,220.16",A3056
"-32,359.12","-51,175.60",A3055
"-32,328.56","-51,150.25",A3058
"-32,299.37","-51,161.59",A3059
"-32,484.82","-51,163.88",A3079
"-32,358.40","-51,233.83",A3057
"-32,320.74","-51,229.91",A3060
"-32,237.14","-51,151.94",A3042
"-32,433.37","-51,215.96",A4970
"-32,377.51","-51,212.11",A1014
"-32,326.48","-51,173.11",A6683
"-32,341.83","-51,270.20",A5074
"-32,167.53","-51,459.84",A05057
"-32,166.92","-51,434.19",A05056
"-32,175.36","-51,412.13",A05055
"-32,185.17","-51,390.62",A05054
"-32,199.10","-51,372.32",A05053
"-32,212.49","-51,351.93",A05052
"-32,224.93","-51,325.58",A05051
"-32,229.20","-51,306.32",A05050
"-32,222.16","-51,179.41",A6857
"-32,268.36","-51,167.86",A6179
"-32,205.30","-51,220.19",A6856
"-32,256.70","-51,190.00",A2946
"-32,170.43","-51,252.97",A04938
"-32,191.55","-51,268.18",A50066
"-32,172.89","-51,287.86",A05058
"-32,275.23","-51,310.72",A03994
"-32,265.66","-51,351.54",A2988
"-32,231.20","-51,283.87",A05049
"-32,215.07","-51,196.16",A3043
"-32,355.06","-51,403.33",A3081
"-32,251.10","-51,503.34",A3006
"-32,260.01","-51,463.08",A3007
"-32,335.75","-51,470.21",A3008
"-32,400.52","-51,476.21",A3009
"-32,452.15","-51,482.06",A3010
"-32,372.70","-51,517.30",A3012
"-32,280.15","-51,510.55",A3013
"-32,427.96","-51,410.60",A3080
"-32,268.43","-51,622.17",A3003
"-32,243.87","-51,596.12",A3002
"-32,288.83","-51,586.31",A3004
"-32,400.07","-51,564.89",A3016
"-32,359.36","-51,585.99",A3017
"-32,316.57","-51,600.17",A3018
"-32,251.96","-51,546.17",A3005
"-32,207.68","-51,545",A3001
"-32,211.54","-51,619.06",A3026
"-32,205.02","-51,471.98",A2991
"-32,225.77","-51,413.95",A2989
"-32,290.00","-51,428.12",A2990
"-32,169.32","-51,525.97",A2941
"-32,172.54","-51,597.95",A2940
"-32,292.38","-51,642.62",A3113
"-32,365.05","-51,619.90",A3114
"-32,422.37","-51,585.42",A3115
"-32,468.09","-51,536.19",A3117
"-32,499.26","-51,571.07",A03037
"-32,527.88","-51,542.61",A2982
"-32,446.94","-51,558.93",A6299
"-32,490.51","-51,517.47",A6298
"-32,395.69","-51,605.84",A6300
"-32,450.74","-51,510.60",A5847
"-32,469.83","-51,600.17",A04529
"-32,498.39","-51,451.41",A4621
"-32,441.61","-51,442.54",A1174
"-32,253.49","-51,424.70",A6382
"-32,151.19","-51,247.46",A6952
"-32,131.30","-51,250.80",A6953
"-32,116.74","-51,249.01",A6954
"-32,091.04","-51,247.20",A6955
"-32,051.25","-51,243.39",A6956
"-32,034.09","-51,241.84",A6957
"-32,006.53","-51,239.94",A6958
"-31,987.84","-51,248.63",A6959
"-31,985.89","-51,222.69",A6960
"-32,135.76","-51,224.65",A06576
"-32,125.02","-51,212.97",A06577
"-32,121.44","-51,162.21",A05335
"-32,130.85","-51,181.02",A05336
"-32,166.76","-51,266.67",A04939
"-32,160.46","-51,306.31",A05059
