全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_英字,分別区分,備考
133035,133035GMLT001407,瑞穂町,全域,枝類（剪定枝） 長さ50cm未満かつ太さ10cm未満のもの,Branches (pruned branches) Less than 50 cm in length and less than 10 cm in thickness,燃やせるごみ,葉を落とし、1束直径30㎝以内にし、ひもで束ねる（1回につき3束まで）
133035,133035GMLT001409,瑞穂町,全域,絵の具,Paints,燃やせるごみ,町指定収集袋（クリーム色） ※紙やボロ布にしみ込ませてから
133035,133035GMLT001410,瑞穂町,全域,絵の具のチューブの容器,Container of tubes of paint,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001411,瑞穂町,全域,絵本,Picture book,雑誌,ひもで束ねる
133035,133035GMLT001412,瑞穂町,全域,MO・MD・LD,"MO, MD, LD",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001413,瑞穂町,全域,MO・MD・LDのケース,"MO, MD, and LD cases",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001418,瑞穂町,全域,エレクトーン,Electronic organ,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001419,瑞穂町,全域,園芸肥料・園芸腐葉土,Horticultural fertilizers and humus,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001420,瑞穂町,全域,園芸用の土等の袋,Bags for gardening soil,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001421,瑞穂町,全域,エンジン,Engine,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001422,瑞穂町,全域,エンジンオイル,Engine oil,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001423,瑞穂町,全域,縁台,Bench,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001424,瑞穂町,全域,延長コード,Extension cord,金属,バケツ・カゴなどに入れる
133035,133035GMLT001426,瑞穂町,全域,煙突 50cm以上のもの,Chimney 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001425,瑞穂町,全域,煙突 50cm未満のもの,Chimney Less than 50 cm,金属,バケツ・カゴなどに入れる
133035,133035GMLT001427,瑞穂町,全域,鉛筆,Pencil,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001428,瑞穂町,全域,鉛筆削り,Pencil sharpener,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001429,瑞穂町,全域,オアシス・フローラルフォーム（吸水性スポンジ）,Oasis Floral Foam (water absorbent sponge),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001430,瑞穂町,全域,オイル（自動車用）,Oil (automotive),処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001431,瑞穂町,全域,オイル（食用）,Oil (edible),燃やせるごみ,町指定収集袋（クリーム色） ※紙やボロ布にしみ込ませるか、凝固剤で固める
133035,133035GMLT001432,瑞穂町,全域,オイルエレメント,Oil element,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001433,瑞穂町,全域,オイル缶（食用・自動車用・ジッポー用等）,"Oil cans (for food, automobiles, zippo, etc.)",カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001434,瑞穂町,全域,オイルタンク,Oil tank,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001435,瑞穂町,全域,オイルの容器 ガラス,Oil container Glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001436,瑞穂町,全域,オイルの容器 金属,Oil Container Metal,カン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001438,瑞穂町,全域,オイルの容器のふた 金属,Oil container lid Metal,金属,きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001439,瑞穂町,全域,オイルの容器のふた プラスチック,Oil container lid Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001437,瑞穂町,全域,オイルの容器 プラスチック,Oil containers Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001441,瑞穂町,全域,オイルヒーター 50cm以上のもの,Oil heater 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001440,瑞穂町,全域,オイルヒーター 50cm未満のもの,Oil heater Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001442,瑞穂町,全域,王冠（キャップ）,Crown (cap),金属,バケツ・カゴなどに入れる
133035,133035GMLT001444,瑞穂町,全域,大型金庫,Large-size safe,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001459,瑞穂町,全域,お菓子の袋・容器 紙（外箱）,Bags and containers of confectionery Paper (outer box),雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001461,瑞穂町,全域,お菓子の袋・容器 金属,Candy bags and containers Metal,カン,バケツ・カゴなどに入れる
133035,133035GMLT001460,瑞穂町,全域,お菓子の袋・容器 紙（コーティングされているもの）,Candy bags/containers Paper (coated),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001458,瑞穂町,全域,お菓子の袋・容器 ビニール・プラスチック,Candy bags/containers Vinyl/plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001465,瑞穂町,全域,桶 50cm以上のもの,Tubs 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001464,瑞穂町,全域,桶 木,Wooden bucket,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001462,瑞穂町,全域,桶 金属,Tub Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001463,瑞穂町,全域,桶 プラスチック・複合素材,Tubs Plastic and composite materials,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001467,瑞穂町,全域,おしぼり 紙,Hand towel Paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001468,瑞穂町,全域,おしぼり 布,Cloth,布,透明又は半透明の袋に入れる
133035,133035GMLT001466,瑞穂町,全域,おしぼり ビニール（外装）,Hand towel Vinyl (exterior),容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001469,瑞穂町,全域,おしゃぶり,Pacifier,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001470,瑞穂町,全域,お新香の容器 プラスチック,Container for oshinko (incense) Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001471,瑞穂町,全域,お玉（しゃくし） 金属,Ladle Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001472,瑞穂町,全域,お玉（しゃくし） 竹・木,"Ladle (Shakushi) Bamboo, wood",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001473,瑞穂町,全域,お玉（しゃくし） プラスチック,Ladle (Shakushi) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001474,瑞穂町,全域,お茶の葉のパック プラスチック,Pack of tea leaves Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001476,瑞穂町,全域,落とし蓋 金属,Drop lid Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001475,瑞穂町,全域,落とし蓋 木・ゴム,"Drop lid, wood, rubber",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001477,瑞穂町,全域,おにぎりの外装フィルム プラスチック,Rice ball outer film Plastic,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001478,瑞穂町,全域,帯（おび）,Obi,布,透明又は半透明の袋に入れる
133035,133035GMLT001479,瑞穂町,全域,汚物入れ（サニタリーボックス） 金属,Sanitary bin Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001480,瑞穂町,全域,汚物入れ（サニタリーボックス） プラスチック,"Sanitary box, plastic",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001481,瑞穂町,全域,おぼん 木,Lantern Festival,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001482,瑞穂町,全域,おぼん 金属,Tray,金属,バケツ・カゴなどに入れる
133035,133035GMLT001483,瑞穂町,全域,おぼん プラスチック,Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001485,瑞穂町,全域,おまる 50cm以上のもの,Potty 50cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001484,瑞穂町,全域,おまる 50cm未満のもの,Potty less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001489,瑞穂町,全域,おむつカバー 布,Diaper Cover Cloth,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001486,瑞穂町,全域,おむつ 紙,Diapers Paper,燃やせるごみ,透明又は半透明の袋に入れる ※汚物は取り除く（他のごみは混ぜないで紙おむつだけ入れてください）
133035,133035GMLT001487,瑞穂町,全域,おむつ 布,Diapers Cloth,燃やせるごみ,町指定収集袋（クリーム色） ※汚物は取り除く
133035,133035GMLT001488,瑞穂町,全域,おむつ ペット用,Diapers For Pets,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000504,瑞穂町,全域,玩具（おもちゃ） 50cm以上のもの,Toys (toys) 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001492,瑞穂町,全域,おもちゃ 50cm以上のもの,Toys 50 cm or larger,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001490,瑞穂町,全域,おもちゃ 木,Toys Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000502,瑞穂町,全域,玩具（おもちゃ） 金属,Toys (toys) Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT000501,瑞穂町,全域,玩具（おもちゃ） プラスチック,Toys (toys) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001491,瑞穂町,全域,おもちゃ プラスチック・複合素材,Toys Plastics and composite materials,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001493,瑞穂町,全域,折込チラシ,Leaflet,新聞,ひもで束ねる
133035,133035GMLT001497,瑞穂町,全域,折りたたみいす・机 50cm以上のもの,Folding chair/desk 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001494,瑞穂町,全域,折りたたみいす・机 木,Folding chair/desk Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001496,瑞穂町,全域,折りたたみいす・机 金属,"Folding chairs, desks, metal",金属,バケツ・カゴなどに入れる
133035,133035GMLT001495,瑞穂町,全域,折りたたみいす・机 プラスチック・複合素材,Folding chairs and desks Plastic and composite materials,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001498,瑞穂町,全域,折りたたみ傘,Folding umbrella,金属,バケツ・カゴなどに入れる
133035,133035GMLT001499,瑞穂町,全域,オルガン,Organ (musical instrument),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001500,瑞穂町,全域,おろしがね 金属,(vegetable) grater,金属,バケツ・カゴなどに入れる
133035,133035GMLT001501,瑞穂町,全域,おろしがね プラスチック,Grate plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001503,瑞穂町,全域,おわん 木,Owan Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001502,瑞穂町,全域,おわん プラスチック,Oyabatake Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001504,瑞穂町,全域,温室器 ガラスケース,Greenhouse vessel Glass case,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001506,瑞穂町,全域,温水洗浄便座 50cm以上のもの,Toilet seat with warm-water wash basin 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
