品目階層,品目コード,品目,製造品出荷額等区分階層,製造品出荷額等区分コード,製造品出荷額等区分,産出事業所数,製造品出荷額等(その他収入を除く)(万円)
2,262117,基礎工事用機械,1,1,製造品出荷額,2,x
2,262118,せん孔機,1,1,製造品出荷額,1,x
2,262121,建設用トラクタ,1,1,製造品出荷額,-,-
2,262122,ショベルトラック,1,1,製造品出荷額,-,-
2,262131,さく岩機,1,1,製造品出荷額,-,-
2,262132,破砕機,1,1,製造品出荷額,1,x
2,262133,摩砕機、選別機,1,1,製造品出荷額,-,-
2,262134,破砕機・摩砕機・選別機の補助機,1,1,製造品出荷額,3,546347
2,262139,その他の建設機械・鉱山機械,1,1,製造品出荷額,3,13416
2,262141,建設機械・鉱山機械の部分品・取付具・附属品,1,1,製造品出荷額,32,863993
2,262142,建設用トラクタの部分品・取付具・附属品,1,1,製造品出荷額,3,77725
2,262191,建設機械・鉱山機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,17,110690
2,263111,化学繊維機械,1,1,製造品出荷額,-,-
2,263119,その他の紡績関連機械,1,1,製造品出荷額,-,-
2,263191,化学繊維機械・紡績機械（賃加工）,1,2,加工賃収入額,-,-
2,263211,エアジェットルーム織機、ウォータージェットルーム織機,1,1,製造品出荷額,-,-
2,263219,その他の織機,1,1,製造品出荷額,-,-
2,263221,ニット機械,1,1,製造品出荷額,-,-
2,263229,その他の編組機械,1,1,製造品出荷額,-,-
2,263231,織物用準備機,1,1,製造品出荷額,-,-
2,263291,製織機械・編組機械（賃加工）,1,2,加工賃収入額,-,-
2,263311,染色機、なっ染機,1,1,製造品出荷額,-,-
2,263312,仕上機械,1,1,製造品出荷額,-,-
2,263319,その他の染色整理仕上機械,1,1,製造品出荷額,-,-
2,263391,染色・整理仕上機械（賃加工）,1,2,加工賃収入額,-,-
2,263411,化学繊維機械・紡績機械の部分品・取付具・附属品,1,1,製造品出荷額,2,x
2,263412,製織機械・編組機械の部分品・取付具・附属品,1,1,製造品出荷額,3,20570
2,263413,染色整理仕上機械の部分品・取付具・附属品,1,1,製造品出荷額,-,-
2,263491,繊維機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,6955
2,263511,家庭用ミシン,1,1,製造品出荷額,1,x
2,263512,工業用ミシン,1,1,製造品出荷額,-,-
2,263519,その他の縫製機械,1,1,製造品出荷額,-,-
2,263521,縫製機械の部分品・取付具・附属品,1,1,製造品出荷額,9,92579
2,263591,縫製機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,-,-
2,264111,穀物処理機械、同装置,1,1,製造品出荷額,2,x
2,264112,製パン・製菓機械、同装置,1,1,製造品出荷額,6,242846
2,264113,醸造用機械,1,1,製造品出荷額,-,-
2,264114,牛乳加工・乳製品製造機械、同装置,1,1,製造品出荷額,1,x
2,264115,肉製品・水産製品製造機械,1,1,製造品出荷額,3,40365
2,264119,その他の食品機械、同装置,1,1,製造品出荷額,14,300783
2,264121,食品機械、同装置の部分品・取付具・附属品,1,1,製造品出荷額,50,607835
2,264191,食品機械・同装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,14,24871
2,264211,製材機械,1,1,製造品出荷額,-,-
2,264212,木材加工機械,1,1,製造品出荷額,-,-
2,264213,合板機械（繊維板機械を含む）,1,1,製造品出荷額,-,-
2,264214,製材・木材加工・合板機械の部分品・取付具・附属品,1,1,製造品出荷額,1,x
2,264291,木材加工機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,264311,パルプ製造機械、同装置,1,1,製造品出荷額,-,-
2,264312,抄紙機,1,1,製造品出荷額,-,-
2,264319,その他の製紙機械,1,1,製造品出荷額,-,-
2,264321,パルプ装置・製紙機械の部分品・取付具・附属品,1,1,製造品出荷額,5,28172
2,264391,パルプ装置・製紙機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,264411,印刷機械,1,1,製造品出荷額,4,215694
2,264412,製本機械,1,1,製造品出荷額,2,x
2,264413,紙工機械,1,1,製造品出荷額,3,238042
2,264414,製版機械（活字鋳造機を含む）,1,1,製造品出荷額,2,x
2,264415,印刷・製本・紙工機械の部分品・取付具・附属品,1,1,製造品出荷額,37,538875
2,264491,印刷・製本・紙工機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,10,68734
2,264511,個装・内装機械,1,1,製造品出荷額,23,1127510
2,264512,外装・荷造機械,1,1,製造品出荷額,5,172251
2,264513,包装・荷造機械の部分品・取付具・附属品,1,1,製造品出荷額,37,256791
2,264591,包装・荷造機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,10,23845
2,265111,ダイカストマシン,1,1,製造品出荷額,-,-
2,265119,その他の鋳造装置,1,1,製造品出荷額,2,x
2,265121,鋳型、鋳型定盤（製鉄、製鋼用に限る）,1,1,製造品出荷額,-,-
2,265122,鋳造装置の部分品・取付具・附属品,1,1,製造品出荷額,3,64557
2,265191,鋳造装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,24317
2,265211,ろ過機器,1,1,製造品出荷額,2,x
2,265212,分離機器,1,1,製造品出荷額,3,52464
2,265213,熱交換器（分縮機、熱換器を含む）,1,1,製造品出荷額,2,x
2,265214,混合機、かくはん機、ねつ和機、溶解機、造粒機、乳化機、粉砕機,1,1,製造品出荷額,3,58586
2,265215,反応機、発生炉、乾留炉、電解槽,1,1,製造品出荷額,3,44030
2,265216,蒸発機器、蒸留機器、蒸煮機器、晶出機器,1,1,製造品出荷額,-,-
2,265217,乾燥機器,1,1,製造品出荷額,2,x
2,265218,集じん機器,1,1,製造品出荷額,3,28817
2,265221,化学装置用タンク,1,1,製造品出荷額,1,x
2,265222,環境装置（化学的処理を行うもの）,1,1,製造品出荷額,4,416911
2,265229,その他の化学機械、同装置,1,1,製造品出荷額,17,224239
2,265231,化学機械、同装置の部分品・取付具・附属品,1,1,製造品出荷額,39,331507
2,265291,化学機械・同装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,13,41352
2,265311,射出成形機,1,1,製造品出荷額,-,-
2,265312,押出成形機,1,1,製造品出荷額,1,x
2,265319,その他のプラスチック加工機械、同附属装置（手動式を含む）,1,1,製造品出荷額,16,211471
2,265321,プラスチック加工機械・同附属装置の部分品・取付具・附属品,1,1,製造品出荷額,16,117696
2,265391,プラスチック加工機械・同附属装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,5,25929
2,266111,数値制御旋盤,1,1,製造品出荷額,1,x
2,266119,その他の旋盤,1,1,製造品出荷額,4,28169
2,266121,ボール盤,1,1,製造品出荷額,1,x
2,266122,中ぐり盤,1,1,製造品出荷額,-,-
2,266123,フライス盤,1,1,製造品出荷額,2,x
2,266124,研削盤,1,1,製造品出荷額,4,36237
2,266125,歯切り盤、歯車仕上機械,1,1,製造品出荷額,-,-
2,266126,専用機,1,1,製造品出荷額,5,305725
2,266127,マシニングセンタ,1,1,製造品出荷額,2,x
2,266129,その他の金属工作機械,1,1,製造品出荷額,27,944520
2,266191,金属工作機械（賃加工）,1,2,加工賃収入額,12,243636
2,266211,圧延機械、同附属装置,1,1,製造品出荷額,1,x
2,266212,精整仕上装置,1,1,製造品出荷額,3,35296
2,266213,ベンディングマシン,1,1,製造品出荷額,-,-
2,266214,液圧プレス,1,1,製造品出荷額,1,x
2,266215,機械プレス,1,1,製造品出荷額,-,-
2,266216,せん断機（シャーリングマシン）,1,1,製造品出荷額,-,-
2,266217,鍛造機械,1,1,製造品出荷額,2,x
2,266218,ワイヤフォーミングマシン,1,1,製造品出荷額,1,x
2,266221,ガス溶接・溶断機,1,1,製造品出荷額,-,-
2,266229,その他の金属加工機械,1,1,製造品出荷額,8,938863
2,266291,金属加工機械（賃加工）,1,2,加工賃収入額,5,4453
2,266311,金属工作機械の部分品・取付具・附属品,1,1,製造品出荷額,108,1409107
2,266312,金属圧延用ロール,1,1,製造品出荷額,2,x
2,266313,金属加工機械の部分品・取付具・附属品,1,1,製造品出荷額,82,921721
2,266391,金属工作機械用・金属加工機械用の部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,82,461502
2,266411,特殊鋼切削工具,1,1,製造品出荷額,14,136679
2,266412,超硬工具（粉末や金製を除く）,1,1,製造品出荷額,15,146294
2,266413,ダイヤモンド工具,1,1,製造品出荷額,11,161872
2,266414,空気動工具,1,1,製造品出荷額,1,x
2,266415,電動工具,1,1,製造品出荷額,4,58101
2,266416,治具、金属加工用附属品,1,1,製造品出荷額,23,305245
2,266419,その他の機械工具,1,1,製造品出荷額,12,194383
2,266491,機械工具（賃加工）,1,2,加工賃収入額,22,138666
2,267111,ウェーハプロセス（電子回路形成）用処理装置,1,1,製造品出荷額,12,5549986
2,267112,組立用装置,1,1,製造品出荷額,10,2412582
2,267119,その他の半導体製造装置,1,1,製造品出荷額,13,1319677
2,267121,半導体製造装置の部分品・取付具・附属品,1,1,製造品出荷額,147,2898724
2,267191,半導体製造装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,49,728587
2,267211,フラットパネルディスプレイ製造装置,1,1,製造品出荷額,9,346906
2,267212,フラットパネルディスプレイ製造装置の部分品・取付具・附属品,1,1,製造品出荷額,10,174887
2,267291,フラットパネルディスプレイ製造装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,6,93220
2,269111,プレス用金型,1,1,製造品出荷額,60,368164
2,269112,鍛造用金型,1,1,製造品出荷額,9,57816
2,269113,鋳造用金型（ダイカスト用を含む）,1,1,製造品出荷額,8,45546
2,269119,その他の金属用金型、同部分品・附属品,1,1,製造品出荷額,17,123099
2,269191,金属用金型・同部分品・附属品（賃加工）,1,2,加工賃収入額,24,169321
2,269211,プラスチック用金型,1,1,製造品出荷額,101,1675412
2,269212,ゴム・ガラス用金型,1,1,製造品出荷額,26,401709
2,269219,その他の非金属用金型、同部分品・附属品,1,1,製造品出荷額,24,339495
2,269291,非金属用金型・同部分品・附属品（賃加工）,1,2,加工賃収入額,16,53833
2,269311,真空ポンプ,1,1,製造品出荷額,5,329446
2,269312,真空装置・真空機器（真空ポンプを除く）,1,1,製造品出荷額,9,184951
2,269313,真空装置・真空機器の部分品・取付具・附属品,1,1,製造品出荷額,58,768523
2,269391,真空装置・真空機器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,16,64282
2,269411,数値制御ロボット,1,1,製造品出荷額,1,x
2,269419,その他のロボット,1,1,製造品出荷額,7,749840
2,269421,ロボット、同装置の部分品・取付具・附属品,1,1,製造品出荷額,24,283121
2,269491,ロボット・同装置の部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,13747
2,269911,ゴム工業用機械器具,1,1,製造品出荷額,2,x
2,269912,ガラス工業用特殊機械,1,1,製造品出荷額,1,x
2,269919,その他の生産用機械器具,1,1,製造品出荷額,51,2021088
2,269929,他に分類されない生産用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,80,1767137
2,269991,他に分類されない生産用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,41,203971
2,766600,製造工程からでたくず・廃物,1,3,くず・廃物出荷額,9,1981
1,270000,業務用機械器具,0,0,総数,1007,29818404
1,270000,業務用機械器具,1,1,製造品出荷額,847,29202583
1,270000,業務用機械器具,1,2,加工賃収入額,159,x
1,270000,業務用機械器具,1,3,くず・廃物出荷額,1,x
2,271111,デジタル式複写機,1,1,製造品出荷額,-,-
2,271112,フルカラー複写機,1,1,製造品出荷額,-,-
2,271119,その他の複写機,1,1,製造品出荷額,-,-
2,271121,複写機の部分品・取付具・附属品,1,1,製造品出荷額,22,494534
2,271191,複写機・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,5,35965
2,271911,金銭登録機（レジスタ）,1,1,製造品出荷額,2,x
2,271919,他に分類されない事務用機械器具,1,1,製造品出荷額,7,1685700
2,271921,その他の事務用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,9,93882
2,271991,その他の事務用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,272111,業務用洗濯装置,1,1,製造品出荷額,3,6563
2,272112,自動車整備・サービス機器,1,1,製造品出荷額,6,134588
2,272119,その他のサービス用機械器具,1,1,製造品出荷額,8,347617
2,272121,サービス用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,6,52491
2,272191,サービス用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,272211,パチンコ、スロットマシン,1,1,製造品出荷額,1,x
2,272212,ゲームセンター用娯楽機器,1,1,製造品出荷額,-,-
2,272213,遊園地用娯楽機器,1,1,製造品出荷額,-,-
2,272219,その他の娯楽用機械,1,1,製造品出荷額,1,x
2,272221,娯楽用機械の部分品・取付具・附属品,1,1,製造品出荷額,15,182095
2,272291,娯楽用機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,7,10879
2,272311,自動販売機,1,1,製造品出荷額,2,x
2,272312,自動販売機の部分品・取付具・附属品,1,1,製造品出荷額,5,38682
2,272391,自動販売機・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,272911,自動改札機、自動入場機,1,1,製造品出荷額,1,x
2,272919,他に分類されないサービス用・娯楽用機械器具,1,1,製造品出荷額,7,597300
2,272929,その他のサービス用・娯楽用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,5,115921
2,272991,その他のサービス用・娯楽用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,273111,積算体積計,1,1,製造品出荷額,2,x
2,273119,その他の体積計,1,1,製造品出荷額,1,x
2,273121,体積計の部分品・取付具・附属品,1,1,製造品出荷額,4,66873
2,273191,体積計・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,273211,はかり,1,1,製造品出荷額,9,150258
2,273212,はかりの部分品・取付具・附属品,1,1,製造品出荷額,5,22277
2,273291,はかり・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,4978
2,273311,圧力計,1,1,製造品出荷額,13,230624
2,273312,金属温度計,1,1,製造品出荷額,8,36786
2,273313,流量計,1,1,製造品出荷額,10,266244
2,273314,液面計（レベル計）,1,1,製造品出荷額,8,67568
2,273315,圧力計・流量計・液面計等の部分品・取付具・附属品,1,1,製造品出荷額,16,109529
2,273391,圧力計・流量計・液面計等・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,12,33194
2,273411,工業用長さ計,1,1,製造品出荷額,7,109915
2,273412,精密測定器,1,1,製造品出荷額,21,381337
2,273413,精密測定器の部分品・取付具・附属品,1,1,製造品出荷額,25,200397
2,273491,精密測定器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,17,70526
2,273511,光分析装置,1,1,製造品出荷額,8,387110
2,273519,その他の分析装置,1,1,製造品出荷額,14,3216594
2,273521,分析機器の部分品・取付具・附属品,1,1,製造品出荷額,33,781672
2,273591,分析機器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,15,48662
2,273611,材料試験機,1,1,製造品出荷額,17,380810
2,273619,その他の試験機,1,1,製造品出荷額,14,1295175
