スポット名,カテゴリ,緯度,経度,地域,クリック数
花園神社,寺社,139.7053349,35.69353487,香川,8
皆中稲荷神社,寺社,139.699434,35.70103677,群馬,8
皆中稲荷神社,寺社,139.699434,35.70103677,広島,8
金沢浴場,銭湯,139.7103077,35.7000653,長野,8
金沢浴場,銭湯,139.7103077,35.7000653,和歌山,8
三の輪湯,銭湯,139.682005,35.7137213,栃木,8
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,大阪,8
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,北海道,8
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,岩手,8
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,千葉,8
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,徳島,8
松の湯,銭湯,139.6839416,35.71083348,千葉,8
松の湯,銭湯,139.6839416,35.71083348,新潟,8
松井須磨子の墓,史跡,139.7271574,35.70304499,埼玉,8
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,千葉,8
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,香川,8
水道碑記,史跡,139.7151035,35.68747445,北海道,8
水道碑記,史跡,139.7151035,35.68747445,京都,8
世界湯,銭湯,139.6996003,35.71467517,埼玉,8
成子天神社,寺社,139.6923852,35.69616627,青森,8
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,北海道,8
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,千葉,8
西迎寺,寺社,139.7208917,35.69128677,三重,8
西條八十旧居跡,史跡,139.6941394,35.6983968,京都,8
泉鏡花旧居跡,史跡,139.7297591,35.70202128,千葉,8
大星湯,銭湯,139.7173727,35.69448462,栃木,8
大星湯,銭湯,139.7173727,35.69448462,埼玉,8
竹の湯,銭湯,139.7345924,35.70659956,千葉,8
鏑木清方旧居跡,史跡,139.7313094,35.70328023,青森,8
島崎藤村旧居跡,史跡,139.7061718,35.69792631,山梨,8
東福院,寺社,139.7236276,35.68604969,山形,8
東福院,寺社,139.7236276,35.68604969,香川,8
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,千葉,8
馬水槽,史跡,139.701156,35.6921712,茨城,8
俳句文学館,文化施設・博物館,139.695459,35.70468726,北海道,8
柏湯,銭湯,139.6933293,35.70671282,千葉,8
柏湯,銭湯,139.6933293,35.70671282,京都,8
毘沙門天 善國寺,寺社,139.7394741,35.70152467,青森,8
美術愛住館,文化施設・博物館,139.7187352,35.68833279,京都,8
美術愛住館,文化施設・博物館,139.7187352,35.68833279,香川,8
福の湯,銭湯,139.6948797,35.72174828,栃木,8
文学座アトリエ,史跡,139.7191429,35.68351816,千葉,8
文学座アトリエ,史跡,139.7191429,35.68351816,愛媛,8
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,福島,8
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,大阪,8
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,愛媛,8
弁天湯,銭湯,139.7148782,35.69540823,栃木,8
弁天湯,銭湯,139.7148782,35.69540823,千葉,8
弁天湯,銭湯,139.7148782,35.69540823,神奈川,8
法善寺,寺社,139.7125554,35.69661064,大阪,8
万年湯,銭湯,139.7035056,35.70084944,北海道,8
万年湯,銭湯,139.7035056,35.70084944,大阪,8
万年湯,銭湯,139.7035056,35.70084944,兵庫,8
万年湯,銭湯,139.7035056,35.70084944,和歌山,8
木組み博物館,文化施設・博物館,139.71726,35.70792813,埼玉,8
薬王院,寺社,139.6972239,35.71814647,栃木,8
有島武郎旧居跡,史跡,139.7229195,35.70236978,京都,8
洋菓子店シュマーレ,飲食,139.6739799,35.7193137,千葉,8
雷電稲荷神社,寺社,139.7047985,35.68958759,栃木,8
雷電稲荷神社,寺社,139.7047985,35.68958759,埼玉,8
鈴木三重吉終焉の地（「赤い鳥」社跡）,史跡,139.7043371,35.69547793,京都,8
elm green coffee,飲食,139.7346354,35.70484844,千葉,7
elm green coffee,飲食,139.7346354,35.70484844,大阪,7
elm green coffee,飲食,139.7346354,35.70484844,愛媛,7
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,岡山,7
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,岐阜,7
鰻坂,史跡,139.7357672,35.69680233,埼玉,7
塩湯,銭湯,139.7273666,35.68736553,埼玉,7
夏目漱石誕生の地,史跡,139.7203177,35.70569787,北海道,7
夏目漱石誕生の地,史跡,139.7203177,35.70569787,富山,7
花園神社,寺社,139.7053349,35.69353487,鹿児島,7
皆中稲荷神社,寺社,139.699434,35.70103677,和歌山,7
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,群馬,7
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,徳島,7
金泉湯,銭湯,139.7123516,35.7099449,京都,7
金沢浴場,銭湯,139.7103077,35.7000653,愛知,7
経王寺,寺社,139.7253656,35.69925066,福岡,7
厳嶋神社,寺社,139.7132742,35.69756036,栃木,7
玄国寺,寺社,139.7070301,35.70913907,埼玉,7
高麗博物館,文化施設・博物館,139.7036719,35.69847522,北海道,7
合羽坂,史跡,139.7244591,35.69280729,福岡,7
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,三重,7
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,北海道,7
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,千葉,7
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,京都,7
松井須磨子の墓,史跡,139.7271574,35.70304499,千葉,7
松井須磨子の墓,史跡,139.7271574,35.70304499,京都,7
消防博物館,文化施設・博物館,139.7199476,35.68816722,香川,7
消防博物館,文化施設・博物館,139.7199476,35.68816722,愛媛,7
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,千葉,7
新宿御苑,文化施設・博物館,139.7065312,35.68895148,兵庫,7
新宿御苑,文化施設・博物館,139.7065312,35.68895148,福岡,7
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,北海道,7
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,京都,7
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,栃木,7
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,岡山,7
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,北海道,7
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,千葉,7
諏訪神社,寺社,139.7076738,35.70904324,京都,7
諏訪神社,寺社,139.7076738,35.70904324,大阪,7
世界湯,銭湯,139.6996003,35.71467517,岩手,7
世界湯,銭湯,139.6996003,35.71467517,栃木,7
西迎寺,寺社,139.7208917,35.69128677,千葉,7
西向天神社,寺社,139.7112572,35.69627083,香川,7
西向天神社,寺社,139.7112572,35.69627083,福岡,7
西念寺,寺社,139.7254407,35.68463797,山梨,7
西念寺,寺社,139.7254407,35.68463797,京都,7
西念寺,寺社,139.7254407,35.68463797,島根,7
西條八十旧居跡,史跡,139.6941394,35.6983968,群馬,7
西條八十旧居跡,史跡,139.6941394,35.6983968,大阪,7
赤城神社,寺社,139.7360301,35.70481794,茨城,7
泉鏡花旧居跡,史跡,139.7297591,35.70202128,埼玉,7
泉鏡花旧居跡,史跡,139.7297591,35.70202128,山梨,7
泉鏡花旧居跡,史跡,139.7297591,35.70202128,香川,7
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,三重,7
太宗寺,寺社,139.7093475,35.68985772,大阪,7
太宗寺,寺社,139.7093475,35.68985772,香川,7
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,栃木,7
第三玉乃湯,銭湯,139.7384763,35.70285332,北海道,7
第三玉乃湯,銭湯,139.7384763,35.70285332,神奈川,7
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,北海道,7
竹の湯,銭湯,139.7345924,35.70659956,北海道,7
追分だんご本舗,飲食,139.7053993,35.69039797,栃木,7
追分だんご本舗,飲食,139.7053993,35.69039797,京都,7
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,北海道,7
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,千葉,7
鶴巻湯,銭湯,139.7227532,35.70778003,千葉,7
鶴巻湯,銭湯,139.7227532,35.70778003,島根,7
鶴巻湯,銭湯,139.7227532,35.70778003,愛媛,7
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,北海道,7
鏑木清方旧居跡,史跡,139.7313094,35.70328023,奈良,7
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,新潟,7
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,茨城,7
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,愛媛,7
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,千葉,7
東福院,寺社,139.7236276,35.68604969,北海道,7
東福院,寺社,139.7236276,35.68604969,広島,7
東宝湯,銭湯,139.7120619,35.69835324,埼玉,7
禿坂,史跡,139.713757,35.69014963,北海道,7
禿坂,史跡,139.713757,35.69014963,広島,7
熱海湯,銭湯,139.7405523,35.70055757,愛知,7
馬水槽,史跡,139.701156,35.6921712,福岡,7
柏湯,銭湯,139.6933293,35.70671282,徳島,7
毘沙門天 善國寺,寺社,139.7394741,35.70152467,京都,7
氷おばけ,飲食,139.7003299,35.69528624,北海道,7
服部半蔵の墓,史跡,139.7252905,35.6847774,広島,7
服部半蔵の墓,史跡,139.7252905,35.6847774,香川,7
文学座アトリエ,史跡,139.7191429,35.68351816,北海道,7
文学座アトリエ,史跡,139.7191429,35.68351816,京都,7
弁天湯,銭湯,139.7148782,35.69540823,京都,7
法善寺,寺社,139.7125554,35.69661064,栃木,7
法善寺,寺社,139.7125554,35.69661064,群馬,7
法善寺,寺社,139.7125554,35.69661064,千葉,7
木組み博物館,文化施設・博物館,139.71726,35.70792813,千葉,7
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,北海道,7
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,青森,7
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,千葉,7
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,鳥取,7
薬王院,寺社,139.6972239,35.71814647,埼玉,7
薬王院,寺社,139.6972239,35.71814647,千葉,7
柳湯,銭湯,139.7265351,35.69899799,千葉,7
柳湯,銭湯,139.7265351,35.69899799,大阪,7
雷電稲荷神社,寺社,139.7047985,35.68958759,香川,7
elm green coffee,飲食,139.7346354,35.70484844,青森,6
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,群馬,6
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,新潟,6
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,岐阜,6
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,香川,6
め乃惣,飲食,139.7398603,35.70181654,北海道,6
め乃惣,飲食,139.7398603,35.70181654,青森,6
ゆ〜ザ中井,銭湯,139.689011,35.71609071,埼玉,6
稲荷鬼王神社,寺社,139.7053134,35.69775205,青森,6
稲荷鬼王神社,寺社,139.7053134,35.69775205,岩手,6
稲荷鬼王神社,寺社,139.7053134,35.69775205,兵庫,6
永井荷風旧居跡,史跡,139.7169274,35.69533417,栃木,6
塩湯,銭湯,139.7273666,35.68736553,青森,6
塩湯,銭湯,139.7273666,35.68736553,兵庫,6
夏目漱石終焉の地,史跡,139.7252691,35.70383346,千葉,6
夏目漱石終焉の地,史跡,139.7252691,35.70383346,大阪,6
夏目漱石誕生の地,史跡,139.7203177,35.70569787,千葉,6
夏目漱石誕生の地,史跡,139.7203177,35.70569787,神奈川,6
花園神社,寺社,139.7053349,35.69353487,愛知,6
皆中稲荷神社,寺社,139.699434,35.70103677,青森,6
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,北海道,6
金泉湯,銭湯,139.7123516,35.7099449,徳島,6
金沢浴場,銭湯,139.7103077,35.7000653,青森,6
金沢浴場,銭湯,139.7103077,35.7000653,栃木,6
金沢浴場,銭湯,139.7103077,35.7000653,埼玉,6
金沢浴場,銭湯,139.7103077,35.7000653,新潟,6
玄国寺,寺社,139.7070301,35.70913907,愛知,6
高麗博物館,文化施設・博物館,139.7036719,35.69847522,京都,6
合羽坂,史跡,139.7244591,35.69280729,千葉,6
合羽坂,史跡,139.7244591,35.69280729,広島,6
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,北海道,6
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,広島,6
三の輪湯,銭湯,139.682005,35.7137213,島根,6
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,埼玉,6
山文,飲食,139.681769,35.72189635,新潟,6
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,埼玉,6
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,大阪,6
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,北海道,6
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,大阪,6
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,大阪,6
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,福岡,6
小泉八雲旧居跡,史跡,139.7172332,35.69138698,栃木,6
松の湯,銭湯,139.6839416,35.71083348,北海道,6
松の湯,銭湯,139.6839416,35.71083348,埼玉,6
松の湯,銭湯,139.6839416,35.71083348,京都,6
松井須磨子の墓,史跡,139.7271574,35.70304499,大阪,6
消防博物館,文化施設・博物館,139.7199476,35.68816722,京都,6
消防博物館,文化施設・博物館,139.7199476,35.68816722,鳥取,6
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,北海道,6
新宿御苑,文化施設・博物館,139.7065312,35.68895148,岩手,6
新宿御苑,文化施設・博物館,139.7065312,35.68895148,和歌山,6
新宿御苑,文化施設・博物館,139.7065312,35.68895148,広島,6
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,群馬,6
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,山梨,6
世界湯,銭湯,139.6996003,35.71467517,愛知,6
世界湯,銭湯,139.6996003,35.71467517,兵庫,6
成子天神社,寺社,139.6923852,35.69616627,北海道,6
成子天神社,寺社,139.6923852,35.69616627,群馬,6
成子天神社,寺社,139.6923852,35.69616627,新潟,6
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,不明,6
西向天神社,寺社,139.7112572,35.69627083,三重,6
西念寺,寺社,139.7254407,35.68463797,大阪,6
西條八十旧居跡,史跡,139.6941394,35.6983968,青森,6
赤城神社,寺社,139.7360301,35.70481794,大阪,6
泉鏡花旧居跡,史跡,139.7297591,35.70202128,京都,6
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,大阪,6
太宗寺,寺社,139.7093475,35.68985772,不明,6
太宗寺,寺社,139.7093475,35.68985772,島根,6
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,神奈川,6
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,京都,6
大星湯,銭湯,139.7173727,35.69448462,神奈川,6
大星湯,銭湯,139.7173727,35.69448462,愛媛,6
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,島根,6
地蔵坂,史跡,139.7387123,35.70128507,京都,6
地蔵坂,史跡,139.7387123,35.70128507,徳島,6
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,京都,6
追分だんご本舗,飲食,139.7053993,35.69039797,茨城,6
追分だんご本舗,飲食,139.7053993,35.69039797,島根,6
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,岩手,6
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,群馬,6
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,大阪,6
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,愛媛,6
鶴巻湯,銭湯,139.7227532,35.70778003,埼玉,6
鶴巻湯,銭湯,139.7227532,35.70778003,山梨,6
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,広島,6
鏑木清方旧居跡,史跡,139.7313094,35.70328023,北海道,6
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,岩手,6
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,香川,6
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,島根,6
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,大阪,6
島崎藤村旧居跡,史跡,139.7061718,35.69792631,栃木,6
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,北海道,6
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,愛媛,6
東福院,寺社,139.7236276,35.68604969,大阪,6
東福院,寺社,139.7236276,35.68604969,島根,6
東宝湯,銭湯,139.7120619,35.69835324,栃木,6
東宝湯,銭湯,139.7120619,35.69835324,千葉,6
東宝湯,銭湯,139.7120619,35.69835324,京都,6
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,千葉,6
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,愛媛,6
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,香川,6
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,不明,6
馬水槽,史跡,139.701156,35.6921712,岩手,6
馬水槽,史跡,139.701156,35.6921712,栃木,6
馬水槽,史跡,139.701156,35.6921712,山梨,6
馬水槽,史跡,139.701156,35.6921712,広島,6
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,千葉,6
毘沙門天 善國寺,寺社,139.7394741,35.70152467,愛知,6
毘沙門天 善國寺,寺社,139.7394741,35.70152467,広島,6
福の湯,銭湯,139.6948797,35.72174828,埼玉,6
福の湯,銭湯,139.6948797,35.72174828,千葉,6
