地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,従業者規模／１～４人／事業所数（事業所）,従業者規模／５～９人／事業所数（事業所）,従業者規模／10～19人／事業所数（事業所）,従業者規模／20～29人／事業所数（事業所）,従業者規模／30～49人／事業所数（事業所）,従業者規模／50～99人／事業所数（事業所）,従業者規模／100～199人／事業所数（事業所）,従業者規模／200～299人／事業所数（事業所）,従業者規模／300～499人／事業所数（事業所）,従業者規模／500人以上／事業所数（事業所）,従業者規模／出向・派遣従業者のみ／事業所数（事業所）
4,1311200304,世田谷区,太子堂,太子堂４丁目,太子堂４丁目,336,139,87,64,14,14,9,6,-,1,2,-
4,1311200305,世田谷区,太子堂,太子堂５丁目,太子堂５丁目,130,100,19,8,-,2,-,1,-,-,-,-
3,1311200400,世田谷区,三軒茶屋,,三軒茶屋,874,480,182,108,41,32,13,9,2,-,1,6
4,1311200401,世田谷区,三軒茶屋,三軒茶屋１丁目,三軒茶屋１丁目,402,219,93,54,18,8,6,2,1,-,-,1
4,1311200402,世田谷区,三軒茶屋,三軒茶屋２丁目,三軒茶屋２丁目,472,261,89,54,23,24,7,7,1,-,1,5
3,1311200500,世田谷区,若林,,若林,526,362,82,46,16,6,3,7,2,-,-,2
4,1311200501,世田谷区,若林,若林１丁目,若林１丁目,114,69,16,16,3,4,1,3,2,-,-,-
4,1311200502,世田谷区,若林,若林２丁目,若林２丁目,59,41,13,3,1,-,-,1,-,-,-,-
4,1311200503,世田谷区,若林,若林３丁目,若林３丁目,100,62,20,10,4,1,1,1,-,-,-,1
4,1311200504,世田谷区,若林,若林４丁目,若林４丁目,174,127,26,12,6,1,-,2,-,-,-,-
4,1311200505,世田谷区,若林,若林５丁目,若林５丁目,79,63,7,5,2,-,1,-,-,-,-,1
3,1311200600,世田谷区,世田谷,,世田谷,652,423,128,63,12,10,6,7,-,-,1,2
4,1311200601,世田谷区,世田谷,世田谷１丁目,世田谷１丁目,264,180,47,21,5,5,3,3,-,-,-,-
4,1311200602,世田谷区,世田谷,世田谷２丁目,世田谷２丁目,98,67,14,12,2,1,-,2,-,-,-,-
4,1311200603,世田谷区,世田谷,世田谷３丁目,世田谷３丁目,132,73,38,13,3,1,2,1,-,-,-,1
4,1311200604,世田谷区,世田谷,世田谷４丁目,世田谷４丁目,158,103,29,17,2,3,1,1,-,-,1,1
3,1311200700,世田谷区,桜,,桜,188,101,46,19,11,7,3,-,-,1,-,-
4,1311200701,世田谷区,桜,桜１丁目,桜１丁目,35,20,9,4,2,-,-,-,-,-,-,-
4,1311200702,世田谷区,桜,桜２丁目,桜２丁目,25,17,4,1,1,1,-,-,-,1,-,-
4,1311200703,世田谷区,桜,桜３丁目,桜３丁目,128,64,33,14,8,6,3,-,-,-,-,-
3,1311200800,世田谷区,弦巻,,弦巻,398,260,68,34,22,8,4,1,1,-,-,-
4,1311200801,世田谷区,弦巻,弦巻１丁目,弦巻１丁目,105,77,12,9,5,2,-,-,-,-,-,-
4,1311200802,世田谷区,弦巻,弦巻２丁目,弦巻２丁目,59,37,13,6,2,-,1,-,-,-,-,-
4,1311200803,世田谷区,弦巻,弦巻３丁目,弦巻３丁目,76,46,17,9,3,1,-,-,-,-,-,-
4,1311200804,世田谷区,弦巻,弦巻４丁目,弦巻４丁目,100,57,17,8,8,5,3,1,1,-,-,-
4,1311200805,世田谷区,弦巻,弦巻５丁目,弦巻５丁目,58,43,9,2,4,-,-,-,-,-,-,-
3,1311200900,世田谷区,経堂,,経堂,832,489,166,103,37,16,15,3,1,1,-,1
4,1311200901,世田谷区,経堂,経堂１丁目,経堂１丁目,345,199,77,44,14,5,4,1,-,1,-,-
4,1311200902,世田谷区,経堂,経堂２丁目,経堂２丁目,248,144,48,36,11,5,2,1,-,-,-,1
4,1311200903,世田谷区,経堂,経堂３丁目,経堂３丁目,40,28,9,1,1,1,-,-,-,-,-,-
4,1311200904,世田谷区,経堂,経堂４丁目,経堂４丁目,111,74,19,8,5,3,2,-,-,-,-,-
4,1311200905,世田谷区,経堂,経堂５丁目,経堂５丁目,88,44,13,14,6,2,7,1,1,-,-,-
3,1311201000,世田谷区,宮坂,,宮坂,419,247,82,49,21,9,8,-,-,-,-,3
4,1311201001,世田谷区,宮坂,宮坂１丁目,宮坂１丁目,59,40,10,3,4,-,2,-,-,-,-,-
4,1311201002,世田谷区,宮坂,宮坂２丁目,宮坂２丁目,112,62,23,13,5,8,-,-,-,-,-,1
4,1311201003,世田谷区,宮坂,宮坂３丁目,宮坂３丁目,248,145,49,33,12,1,6,-,-,-,-,2
3,1311201100,世田谷区,桜丘,,桜丘,456,275,95,43,19,10,8,3,-,-,1,2
4,1311201101,世田谷区,桜丘,桜丘１丁目,桜丘１丁目,38,23,2,6,1,2,2,1,-,-,1,-
4,1311201102,世田谷区,桜丘,桜丘２丁目,桜丘２丁目,185,120,41,16,4,2,1,-,-,-,-,1
4,1311201103,世田谷区,桜丘,桜丘３丁目,桜丘３丁目,60,36,9,9,4,-,1,1,-,-,-,-
4,1311201104,世田谷区,桜丘,桜丘４丁目,桜丘４丁目,62,34,13,4,4,5,2,-,-,-,-,-
4,1311201105,世田谷区,桜丘,桜丘５丁目,桜丘５丁目,111,62,30,8,6,1,2,1,-,-,-,1
3,1311201200,世田谷区,下馬,,下馬,543,364,95,55,8,12,7,2,-,-,-,-
4,1311201201,世田谷区,下馬,下馬１丁目,下馬１丁目,131,91,23,12,-,2,1,2,-,-,-,-
4,1311201202,世田谷区,下馬,下馬２丁目,下馬２丁目,110,65,22,14,4,4,1,-,-,-,-,-
4,1311201203,世田谷区,下馬,下馬３丁目,下馬３丁目,108,79,17,7,2,2,1,-,-,-,-,-
4,1311201204,世田谷区,下馬,下馬４丁目,下馬４丁目,46,33,5,6,-,1,1,-,-,-,-,-
4,1311201205,世田谷区,下馬,下馬５丁目,下馬５丁目,53,38,7,8,-,-,-,-,-,-,-,-
4,1311201206,世田谷区,下馬,下馬６丁目,下馬６丁目,95,58,21,8,2,3,3,-,-,-,-,-
3,1311201300,世田谷区,野沢,,野沢,339,225,54,28,19,6,6,1,-,-,-,-
4,1311201301,世田谷区,野沢,野沢１丁目,野沢１丁目,46,37,3,3,2,1,-,-,-,-,-,-
4,1311201302,世田谷区,野沢,野沢２丁目,野沢２丁目,98,62,14,9,9,2,2,-,-,-,-,-
4,1311201303,世田谷区,野沢,野沢３丁目,野沢３丁目,113,67,24,10,7,2,3,-,-,-,-,-
4,1311201304,世田谷区,野沢,野沢４丁目,野沢４丁目,82,59,13,6,1,1,1,1,-,-,-,-
3,1311201400,世田谷区,上馬,,上馬,518,318,97,62,15,14,9,3,-,-,-,-
4,1311201401,世田谷区,上馬,上馬１丁目,上馬１丁目,125,92,20,8,2,3,-,-,-,-,-,-
4,1311201402,世田谷区,上馬,上馬２丁目,上馬２丁目,108,65,13,18,3,3,5,1,-,-,-,-
4,1311201403,世田谷区,上馬,上馬３丁目,上馬３丁目,69,32,17,11,3,5,1,-,-,-,-,-
4,1311201404,世田谷区,上馬,上馬４丁目,上馬４丁目,142,79,35,15,6,2,3,2,-,-,-,-
4,1311201405,世田谷区,上馬,上馬５丁目,上馬５丁目,74,50,12,10,1,1,-,-,-,-,-,-
3,1311201500,世田谷区,駒沢,,駒沢,630,358,141,88,17,15,7,1,2,-,1,-
4,1311201501,世田谷区,駒沢,駒沢１丁目,駒沢１丁目,141,65,37,26,3,5,3,-,1,-,1,-
4,1311201502,世田谷区,駒沢,駒沢２丁目,駒沢２丁目,196,107,45,29,8,4,2,1,-,-,-,-
4,1311201503,世田谷区,駒沢,駒沢３丁目,駒沢３丁目,102,69,17,11,2,2,-,-,1,-,-,-
4,1311201504,世田谷区,駒沢,駒沢４丁目,駒沢４丁目,95,58,25,9,2,-,1,-,-,-,-,-
4,1311201505,世田谷区,駒沢,駒沢５丁目,駒沢５丁目,96,59,17,13,2,4,1,-,-,-,-,-
3,1311201600,世田谷区,代田,,代田,523,348,85,54,18,9,8,1,-,-,-,-
4,1311201601,世田谷区,代田,代田１丁目,代田１丁目,102,64,14,12,6,4,2,-,-,-,-,-
4,1311201602,世田谷区,代田,代田２丁目,代田２丁目,61,39,10,7,3,1,1,-,-,-,-,-
4,1311201603,世田谷区,代田,代田３丁目,代田３丁目,81,58,10,7,1,2,3,-,-,-,-,-
4,1311201604,世田谷区,代田,代田４丁目,代田４丁目,87,67,11,6,2,1,-,-,-,-,-,-
4,1311201605,世田谷区,代田,代田５丁目,代田５丁目,80,43,18,13,3,1,1,1,-,-,-,-
4,1311201606,世田谷区,代田,代田６丁目,代田６丁目,112,77,22,9,3,-,1,-,-,-,-,-
3,1311201700,世田谷区,梅丘,,梅丘,342,244,54,26,8,5,4,1,-,-,-,-
4,1311201701,世田谷区,梅丘,梅丘１丁目,梅丘１丁目,277,196,45,19,7,5,4,1,-,-,-,-
4,1311201702,世田谷区,梅丘,梅丘２丁目,梅丘２丁目,39,27,7,5,-,-,-,-,-,-,-,-
4,1311201703,世田谷区,梅丘,梅丘３丁目,梅丘３丁目,26,21,2,2,1,-,-,-,-,-,-,-
3,1311201800,世田谷区,豪徳寺,,豪徳寺,303,203,58,33,3,5,1,-,-,-,-,-
4,1311201801,世田谷区,豪徳寺,豪徳寺１丁目,豪徳寺１丁目,256,169,52,27,3,4,1,-,-,-,-,-
4,1311201802,世田谷区,豪徳寺,豪徳寺２丁目,豪徳寺２丁目,47,34,6,6,-,1,-,-,-,-,-,-
3,1311201900,世田谷区,代沢,,代沢,515,336,93,52,17,10,4,1,-,-,1,1
4,1311201901,世田谷区,代沢,代沢１丁目,代沢１丁目,33,24,6,-,2,-,-,1,-,-,-,-
4,1311201902,世田谷区,代沢,代沢２丁目,代沢２丁目,122,83,26,9,2,2,-,-,-,-,-,-
4,1311201903,世田谷区,代沢,代沢３丁目,代沢３丁目,53,29,6,11,2,3,2,-,-,-,-,-
4,1311201904,世田谷区,代沢,代沢４丁目,代沢４丁目,128,93,18,14,1,2,-,-,-,-,-,-
4,1311201905,世田谷区,代沢,代沢５丁目,代沢５丁目,179,107,37,18,10,3,2,-,-,-,1,1
3,1311202000,世田谷区,羽根木,,羽根木,135,87,25,13,4,5,1,-,-,-,-,-
4,1311202001,世田谷区,羽根木,羽根木１丁目,羽根木１丁目,77,42,16,12,3,3,1,-,-,-,-,-
4,1311202002,世田谷区,羽根木,羽根木２丁目,羽根木２丁目,58,45,9,1,1,2,-,-,-,-,-,-
3,1311202100,世田谷区,大原,,大原,315,228,49,23,8,3,1,2,-,-,-,1
4,1311202101,世田谷区,大原,大原１丁目,大原１丁目,146,112,19,9,3,2,-,1,-,-,-,-
4,1311202102,世田谷区,大原,大原２丁目,大原２丁目,169,116,30,14,5,1,1,1,-,-,-,1
3,1311202200,世田谷区,北沢,,北沢,1376,829,282,181,43,22,11,3,-,-,-,5
4,1311202201,世田谷区,北沢,北沢１丁目,北沢１丁目,112,72,20,7,5,6,2,-,-,-,-,-
4,1311202202,世田谷区,北沢,北沢２丁目,北沢２丁目,948,519,214,150,34,16,8,2,-,-,-,5
4,1311202203,世田谷区,北沢,北沢３丁目,北沢３丁目,189,143,30,12,3,-,1,-,-,-,-,-
4,1311202204,世田谷区,北沢,北沢４丁目,北沢４丁目,51,34,10,7,-,-,-,-,-,-,-,-
4,1311202205,世田谷区,北沢,北沢５丁目,北沢５丁目,76,61,8,5,1,-,-,1,-,-,-,-
3,1311202300,世田谷区,松原,,松原,925,509,217,120,34,22,10,6,1,2,-,4
4,1311202301,世田谷区,松原,松原１丁目,松原１丁目,191,102,43,29,9,3,2,2,-,1,-,-
4,1311202302,世田谷区,松原,松原２丁目,松原２丁目,298,157,69,37,15,12,3,3,1,-,-,1
4,1311202303,世田谷区,松原,松原３丁目,松原３丁目,153,72,45,28,3,1,2,-,-,1,-,1
4,1311202304,世田谷区,松原,松原４丁目,松原４丁目,18,13,3,1,-,-,1,-,-,-,-,-
4,1311202305,世田谷区,松原,松原５丁目,松原５丁目,173,113,36,16,3,4,-,1,-,-,-,-
4,1311202306,世田谷区,松原,松原６丁目,松原６丁目,92,52,21,9,4,2,2,-,-,-,-,2
3,1311202400,世田谷区,赤堤,,赤堤,519,324,113,58,17,5,1,-,-,-,-,1
4,1311202401,世田谷区,赤堤,赤堤１丁目,赤堤１丁目,64,41,13,6,3,1,-,-,-,-,-,-
4,1311202402,世田谷区,赤堤,赤堤２丁目,赤堤２丁目,78,53,15,7,3,-,-,-,-,-,-,-
4,1311202403,世田谷区,赤堤,赤堤３丁目,赤堤３丁目,85,59,13,10,2,1,-,-,-,-,-,-
4,1311202404,世田谷区,赤堤,赤堤４丁目,赤堤４丁目,205,119,57,20,5,2,1,-,-,-,-,1
4,1311202405,世田谷区,赤堤,赤堤５丁目,赤堤５丁目,87,52,15,15,4,1,-,-,-,-,-,-
3,1311202500,世田谷区,桜上水,,桜上水,176,90,40,24,4,7,5,4,-,-,1,1
4,1311202501,世田谷区,桜上水,桜上水１丁目,桜上水１丁目,30,14,11,3,1,-,1,-,-,-,-,-
4,1311202502,世田谷区,桜上水,桜上水２丁目,桜上水２丁目,29,17,3,6,1,1,1,-,-,-,-,-
4,1311202503,世田谷区,桜上水,桜上水３丁目,桜上水３丁目,18,7,4,1,-,3,-,1,-,-,1,1
4,1311202504,世田谷区,桜上水,桜上水４丁目,桜上水４丁目,44,25,11,6,-,1,1,-,-,-,-,-
4,1311202505,世田谷区,桜上水,桜上水５丁目,桜上水５丁目,55,27,11,8,2,2,2,3,-,-,-,-
3,1311202600,世田谷区,東玉川,,東玉川,136,97,23,9,2,1,2,-,-,-,1,1
4,1311202601,世田谷区,東玉川,東玉川１丁目,東玉川１丁目,52,39,9,3,1,-,-,-,-,-,-,-
4,1311202602,世田谷区,東玉川,東玉川２丁目,東玉川２丁目,84,58,14,6,1,1,2,-,-,-,1,1
3,1311202700,世田谷区,奥沢,,奥沢,1171,744,236,129,27,21,7,3,-,-,-,4
4,1311202701,世田谷区,奥沢,奥沢１丁目,奥沢１丁目,71,56,8,5,-,2,-,-,-,-,-,-
4,1311202702,世田谷区,奥沢,奥沢２丁目,奥沢２丁目,120,81,19,14,3,1,-,1,-,-,-,1
4,1311202703,世田谷区,奥沢,奥沢３丁目,奥沢３丁目,180,119,26,18,5,7,3,2,-,-,-,-
4,1311202704,世田谷区,奥沢,奥沢４丁目,奥沢４丁目,88,58,17,10,1,2,-,-,-,-,-,-
4,1311202705,世田谷区,奥沢,奥沢５丁目,奥沢５丁目,313,180,80,38,8,4,1,-,-,-,-,2
4,1311202706,世田谷区,奥沢,奥沢６丁目,奥沢６丁目,182,108,43,20,6,3,1,-,-,-,-,1
4,1311202707,世田谷区,奥沢,奥沢７丁目,奥沢７丁目,143,90,27,19,4,2,1,-,-,-,-,-
4,1311202708,世田谷区,奥沢,奥沢８丁目,奥沢８丁目,74,52,16,5,-,-,1,-,-,-,-,-
3,1311202800,世田谷区,玉川田園調布,,玉川田園調布,75,45,14,4,2,4,4,-,-,-,-,2
4,1311202801,世田谷区,玉川田園調布,玉川田園調布１丁目,玉川田園調布１丁目,33,18,7,2,1,3,1,-,-,-,-,1
4,1311202802,世田谷区,玉川田園調布,玉川田園調布２丁目,玉川田園調布２丁目,42,27,7,2,1,1,3,-,-,-,-,1
3,1311202900,世田谷区,玉堤,,玉堤,121,54,18,31,8,6,2,-,-,2,-,-
4,1311202901,世田谷区,玉堤,玉堤１丁目,玉堤１丁目,94,41,13,25,5,6,2,-,-,2,-,-
4,1311202902,世田谷区,玉堤,玉堤２丁目,玉堤２丁目,27,13,5,6,3,-,-,-,-,-,-,-
3,1311203000,世田谷区,等々力,,等々力,748,449,141,86,29,21,11,6,1,3,-,1
4,1311203001,世田谷区,等々力,等々力１丁目,等々力１丁目,36,14,11,6,-,3,2,-,-,-,-,-
4,1311203002,世田谷区,等々力,等々力２丁目,等々力２丁目,162,99,33,20,4,3,1,2,-,-,-,-
4,1311203003,世田谷区,等々力,等々力３丁目,等々力３丁目,155,88,35,19,10,2,1,-,-,-,-,-
4,1311203004,世田谷区,等々力,等々力４丁目,等々力４丁目,135,95,18,12,5,2,2,1,-,-,-,-
4,1311203005,世田谷区,等々力,等々力５丁目,等々力５丁目,76,44,15,8,4,4,-,1,-,-,-,-
4,1311203006,世田谷区,等々力,等々力６丁目,等々力６丁目,69,44,9,5,2,4,1,1,1,1,-,1
4,1311203007,世田谷区,等々力,等々力７丁目,等々力７丁目,75,42,13,11,4,2,2,-,-,1,-,-
4,1311203008,世田谷区,等々力,等々力８丁目,等々力８丁目,40,23,7,5,-,1,2,1,-,1,-,-
3,1311203100,世田谷区,尾山台,,尾山台,223,153,42,18,3,6,-,1,-,-,-,-
4,1311203101,世田谷区,尾山台,尾山台１丁目,尾山台１丁目,32,23,5,-,1,2,-,1,-,-,-,-
4,1311203102,世田谷区,尾山台,尾山台２丁目,尾山台２丁目,50,37,6,6,-,1,-,-,-,-,-,-
4,1311203103,世田谷区,尾山台,尾山台３丁目,尾山台３丁目,141,93,31,12,2,3,-,-,-,-,-,-
3,1311203200,世田谷区,上野毛,,上野毛,334,203,72,38,8,6,4,1,1,-,-,1
4,1311203201,世田谷区,上野毛,上野毛１丁目,上野毛１丁目,199,136,33,21,6,1,2,-,-,-,-,-
4,1311203202,世田谷区,上野毛,上野毛２丁目,上野毛２丁目,52,24,16,10,-,2,-,-,-,-,-,-
4,1311203203,世田谷区,上野毛,上野毛３丁目,上野毛３丁目,27,12,7,4,2,-,-,1,-,-,-,1
4,1311203204,世田谷区,上野毛,上野毛４丁目,上野毛４丁目,56,31,16,3,-,3,2,-,1,-,-,-
3,1311203300,世田谷区,野毛,,野毛,85,61,16,6,-,-,1,-,-,1,-,-
4,1311203301,世田谷区,野毛,野毛１丁目,野毛１丁目,35,29,4,2,-,-,-,-,-,-,-,-
4,1311203302,世田谷区,野毛,野毛２丁目,野毛２丁目,33,23,7,1,-,-,1,-,-,1,-,-
4,1311203303,世田谷区,野毛,野毛３丁目,野毛３丁目,17,9,5,3,-,-,-,-,-,-,-,-
3,1311203400,世田谷区,中町,,中町,289,196,48,25,11,6,3,-,-,-,-,-
4,1311203401,世田谷区,中町,中町１丁目,中町１丁目,27,21,5,-,1,-,-,-,-,-,-,-
4,1311203402,世田谷区,中町,中町２丁目,中町２丁目,73,44,12,9,6,1,1,-,-,-,-,-
4,1311203403,世田谷区,中町,中町３丁目,中町３丁目,35,21,4,4,2,4,-,-,-,-,-,-
4,1311203404,世田谷区,中町,中町４丁目,中町４丁目,52,40,7,4,1,-,-,-,-,-,-,-
4,1311203405,世田谷区,中町,中町５丁目,中町５丁目,102,70,20,8,1,1,2,-,-,-,-,-
3,1311203500,世田谷区,上用賀,,上用賀,281,144,59,34,10,15,11,2,-,1,1,4
4,1311203501,世田谷区,上用賀,上用賀１丁目,上用賀１丁目,47,26,10,3,3,2,2,1,-,-,-,-
4,1311203502,世田谷区,上用賀,上用賀２丁目,上用賀２丁目,32,9,7,6,2,4,3,-,-,-,-,1
4,1311203503,世田谷区,上用賀,上用賀３丁目,上用賀３丁目,39,23,8,6,1,-,1,-,-,-,-,-
4,1311203504,世田谷区,上用賀,上用賀４丁目,上用賀４丁目,33,26,3,2,1,-,1,-,-,-,-,-
4,1311203505,世田谷区,上用賀,上用賀５丁目,上用賀５丁目,64,30,15,6,1,5,4,1,-,1,-,1
4,1311203506,世田谷区,上用賀,上用賀６丁目,上用賀６丁目,66,30,16,11,2,4,-,-,-,-,1,2
3,1311203600,世田谷区,用賀,,用賀,800,413,180,102,40,26,14,10,7,2,2,4
4,1311203601,世田谷区,用賀,用賀１丁目,用賀１丁目,49,31,6,3,3,3,1,2,-,-,-,-
4,1311203602,世田谷区,用賀,用賀２丁目,用賀２丁目,246,112,68,27,10,12,7,2,3,1,-,4
4,1311203603,世田谷区,用賀,用賀３丁目,用賀３丁目,135,88,25,14,4,2,2,-,-,-,-,-
4,1311203604,世田谷区,用賀,用賀４丁目,用賀４丁目,370,182,81,58,23,9,4,6,4,1,2,-
3,1311203700,世田谷区,玉川,,玉川,1249,478,343,216,75,58,31,15,6,4,2,21
4,1311203701,世田谷区,玉川,玉川１丁目,玉川１丁目,84,28,12,11,10,2,8,5,4,2,1,1
4,1311203702,世田谷区,玉川,玉川２丁目,玉川２丁目,440,145,132,74,27,29,13,6,2,2,-,10
4,1311203703,世田谷区,玉川,玉川３丁目,玉川３丁目,640,251,185,119,37,24,10,4,-,-,1,9
4,1311203704,世田谷区,玉川,玉川４丁目,玉川４丁目,85,54,14,12,1,3,-,-,-,-,-,1
3,1311203800,世田谷区,瀬田,,瀬田,251,134,53,38,13,8,2,2,-,-,1,-
4,1311203801,世田谷区,瀬田,瀬田１丁目,瀬田１丁目,39,18,14,2,3,1,-,1,-,-,-,-
4,1311203802,世田谷区,瀬田,瀬田２丁目,瀬田２丁目,56,30,13,10,2,1,-,-,-,-,-,-
4,1311203803,世田谷区,瀬田,瀬田３丁目,瀬田３丁目,43,21,7,8,5,1,1,-,-,-,-,-
4,1311203804,世田谷区,瀬田,瀬田４丁目,瀬田４丁目,75,45,11,15,-,3,-,-,-,-,1,-
4,1311203805,世田谷区,瀬田,瀬田５丁目,瀬田５丁目,38,20,8,3,3,2,1,1,-,-,-,-
3,1311203900,世田谷区,玉川台,,玉川台,214,108,53,25,14,6,2,3,2,-,-,1
4,1311203901,世田谷区,玉川台,玉川台１丁目,玉川台１丁目,74,40,16,10,2,3,1,2,-,-,-,-
4,1311203902,世田谷区,玉川台,玉川台２丁目,玉川台２丁目,140,68,37,15,12,3,1,1,2,-,-,1
3,1311204000,世田谷区,駒沢公園,,駒沢公園,6,-,3,3,-,-,-,-,-,-,-,-
3,1311204100,世田谷区,新町,,新町,193,105,35,23,13,7,5,4,-,-,-,1
4,1311204101,世田谷区,新町,新町１丁目,新町１丁目,30,19,4,3,1,1,1,1,-,-,-,-
4,1311204102,世田谷区,新町,新町２丁目,新町２丁目,109,64,21,9,9,3,1,1,-,-,-,1
4,1311204103,世田谷区,新町,新町３丁目,新町３丁目,54,22,10,11,3,3,3,2,-,-,-,-
3,1311204200,世田谷区,桜新町,,桜新町,439,215,96,63,23,23,10,3,2,1,1,2
4,1311204201,世田谷区,桜新町,桜新町１丁目,桜新町１丁目,245,126,59,31,10,10,4,2,-,-,1,2
4,1311204202,世田谷区,桜新町,桜新町２丁目,桜新町２丁目,194,89,37,32,13,13,6,1,2,1,-,-
3,1311204300,世田谷区,深沢,,深沢,524,329,109,39,20,17,5,-,1,1,-,3
4,1311204301,世田谷区,深沢,深沢１丁目,深沢１丁目,71,41,14,6,5,4,-,-,-,-,-,1
4,1311204302,世田谷区,深沢,深沢２丁目,深沢２丁目,36,22,7,2,-,4,1,-,-,-,-,-
4,1311204303,世田谷区,深沢,深沢３丁目,深沢３丁目,65,47,11,5,2,-,-,-,-,-,-,-
4,1311204304,世田谷区,深沢,深沢４丁目,深沢４丁目,97,63,19,9,2,3,1,-,-,-,-,-
4,1311204305,世田谷区,深沢,深沢５丁目,深沢５丁目,133,87,29,11,3,-,1,-,1,-,-,1
4,1311204306,世田谷区,深沢,深沢６丁目,深沢６丁目,51,33,12,3,2,1,-,-,-,-,-,-
4,1311204307,世田谷区,深沢,深沢７丁目,深沢７丁目,33,16,9,1,3,2,-,-,-,1,-,1
4,1311204308,世田谷区,深沢,深沢８丁目,深沢８丁目,38,20,8,2,3,3,2,-,-,-,-,-
3,1311204400,世田谷区,成城,,成城,727,322,178,108,48,41,16,6,-,2,1,5
4,1311204401,世田谷区,成城,成城１丁目,成城１丁目,63,28,15,7,4,5,3,1,-,-,-,-
4,1311204402,世田谷区,成城,成城２丁目,成城２丁目,186,79,49,30,12,13,2,-,-,-,-,1
4,1311204403,世田谷区,成城,成城３丁目,成城３丁目,28,16,4,5,-,1,-,2,-,-,-,-
4,1311204404,世田谷区,成城,成城４丁目,成城４丁目,14,9,4,-,-,-,-,-,-,-,-,1
4,1311204405,世田谷区,成城,成城５丁目,成城５丁目,40,22,11,2,2,1,1,-,-,-,-,1
4,1311204406,世田谷区,成城,成城６丁目,成城６丁目,285,102,74,53,26,16,8,2,-,1,1,2
4,1311204407,世田谷区,成城,成城７丁目,成城７丁目,24,18,5,-,-,1,-,-,-,-,-,-
4,1311204408,世田谷区,成城,成城８丁目,成城８丁目,44,21,8,7,3,2,1,1,-,1,-,-
4,1311204409,世田谷区,成城,成城９丁目,成城９丁目,43,27,8,4,1,2,1,-,-,-,-,-
3,1311204500,世田谷区,祖師谷,,祖師谷,550,341,122,53,21,11,1,1,-,-,-,-
4,1311204501,世田谷区,祖師谷,祖師谷１丁目,祖師谷１丁目,153,103,31,12,5,2,-,-,-,-,-,-
4,1311204502,世田谷区,祖師谷,祖師谷２丁目,祖師谷２丁目,29,16,9,3,1,-,-,-,-,-,-,-
4,1311204503,世田谷区,祖師谷,祖師谷３丁目,祖師谷３丁目,229,124,59,27,11,6,1,1,-,-,-,-
4,1311204504,世田谷区,祖師谷,祖師谷４丁目,祖師谷４丁目,63,38,13,9,2,1,-,-,-,-,-,-
4,1311204505,世田谷区,祖師谷,祖師谷５丁目,祖師谷５丁目,43,34,6,2,1,-,-,-,-,-,-,-
4,1311204506,世田谷区,祖師谷,祖師谷６丁目,祖師谷６丁目,33,26,4,-,1,2,-,-,-,-,-,-
3,1311204600,世田谷区,千歳台,,千歳台,263,135,46,44,16,13,6,2,1,-,-,-
4,1311204601,世田谷区,千歳台,千歳台１丁目,千歳台１丁目,26,12,7,2,1,2,1,-,1,-,-,-
4,1311204602,世田谷区,千歳台,千歳台２丁目,千歳台２丁目,70,43,9,11,3,3,1,-,-,-,-,-
4,1311204603,世田谷区,千歳台,千歳台３丁目,千歳台３丁目,65,30,13,12,5,2,1,2,-,-,-,-
4,1311204604,世田谷区,千歳台,千歳台４丁目,千歳台４丁目,21,9,-,7,2,3,-,-,-,-,-,-
4,1311204605,世田谷区,千歳台,千歳台５丁目,千歳台５丁目,66,35,13,11,3,2,2,-,-,-,-,-
4,1311204606,世田谷区,千歳台,千歳台６丁目,千歳台６丁目,15,6,4,1,2,1,1,-,-,-,-,-
3,1311204700,世田谷区,船橋,,船橋,594,352,104,61,35,16,15,5,-,1,-,5
4,1311204701,世田谷区,船橋,船橋１丁目,船橋１丁目,308,195,53,33,16,6,3,-,-,-,-,2
4,1311204702,世田谷区,船橋,船橋２丁目,船橋２丁目,33,19,5,3,1,-,2,-,-,1,-,2
4,1311204703,世田谷区,船橋,船橋３丁目,船橋３丁目,26,18,6,-,2,-,-,-,-,-,-,-
4,1311204704,世田谷区,船橋,船橋４丁目,船橋４丁目,41,24,7,4,4,1,1,-,-,-,-,-
4,1311204705,世田谷区,船橋,船橋５丁目,船橋５丁目,75,44,12,7,4,1,4,2,-,-,-,1
4,1311204706,世田谷区,船橋,船橋６丁目,船橋６丁目,80,39,16,10,4,5,4,2,-,-,-,-
4,1311204707,世田谷区,船橋,船橋７丁目,船橋７丁目,31,13,5,4,4,3,1,1,-,-,-,-
