地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
4,13103,港区,1,C,鉱業，採石業，砂利採取業,39,1029,757,272,8,-,-,-,25,28,26,2,2,13,7,6,-,-,-,-,-,-,-,-,2,64,50,14,-,-,-,-,1,150,104,46,-,-,-,-,-,-,-,-,1,774,570,204
4,13103,港区,1,D,建設業,972,45208,37487,7460,67,-,-,-,321,665,509,152,171,1143,882,239,137,1905,1593,312,65,1586,1322,244,62,2402,2033,369,69,4706,3978,728,39,5162,4516,646,16,3712,2865,632,10,3715,3031,684,15,20212,16758,3454
4,13103,港区,1,E,製造業,1079,36192,26347,9738,177,-,-,-,430,944,562,367,154,1033,662,331,109,1512,1002,481,69,1672,1108,541,39,1512,1092,420,39,2760,1992,768,27,3980,2860,1120,11,2656,2011,645,7,2829,1881,948,17,17294,13177,4117
4,13103,港区,1,F,電気・ガス・熱供給・水道業,58,5170,4150,976,4,-,-,-,20,36,26,10,8,59,48,5,5,69,69,-,4,92,75,17,5,184,122,24,7,610,510,100,1,160,119,41,3,636,528,108,-,-,-,-,1,3324,2653,671
4,13103,港区,1,G,情報通信業,3078,183532,136320,45148,298,-,-,-,786,1798,1018,654,497,3282,2149,1004,431,5923,4022,1698,216,5197,3784,1351,280,10701,7465,2834,248,17932,13093,4648,155,21814,15799,5875,39,9151,6986,2165,56,21864,16784,5080,72,85870,65220,19839
4,13103,港区,1,H,運輸業，郵便業,1037,32450,24496,7852,65,-,-,-,274,603,391,208,202,1355,978,348,170,2264,1714,550,85,2027,1488,539,99,3641,2603,969,80,5257,3872,1385,40,5577,4037,1540,8,1996,1448,548,6,2063,1832,231,8,7667,6133,1534
4,13103,港区,1,I,卸売業，小売業,7904,210333,133297,75886,803,-,-,-,2820,6694,3130,3395,1559,10323,5262,4918,1189,16365,9394,6790,490,11559,7091,4341,397,15025,9258,5533,289,20393,13042,7351,188,26479,17497,8982,61,15132,9516,5320,49,18321,11756,6565,59,70042,47351,22691
4,13103,港区,1,J,金融業，保険業,977,36398,19280,16999,134,-,-,-,219,487,242,232,142,973,532,424,160,2250,1263,963,84,2046,1097,949,98,3730,1700,2030,66,4367,2343,1959,39,5277,2701,2576,11,2566,1380,1186,13,4918,2531,2387,11,9784,5491,4293
4,13103,港区,1,K,不動産業，物品賃貸業,2979,34978,21636,13043,913,-,-,-,1312,2502,1322,1126,304,1950,1170,742,194,2594,1655,885,70,1615,988,627,57,2102,1357,714,66,4818,3061,1757,35,4721,3279,1320,7,1682,1210,472,10,3730,2377,1353,11,9264,5217,4047
4,13103,港区,1,L,学術研究，専門・技術サービス業,4805,73694,47246,25715,1058,-,-,-,2085,4410,1885,2313,725,4682,2517,2023,452,6009,3571,2325,128,3079,1825,1167,125,4707,3066,1515,123,8484,5532,2899,54,7334,4677,2657,30,7176,4334,2842,12,4671,3096,1575,13,23142,16743,6399
4,13103,港区,1,M,宿泊業，飲食サービス業,5858,70694,38188,30969,612,-,-,-,1976,4649,2273,2296,1373,9045,4973,3854,1108,15042,8130,6573,432,10265,5264,4834,204,7468,3994,3474,103,7012,3744,3065,23,3276,1525,1221,9,2232,1499,733,8,3111,1857,1254,10,8594,4929,3665
4,13103,港区,1,N,生活関連サービス業，娯楽業,2009,22014,10016,11486,323,-,-,-,867,1925,696,1145,353,2315,841,1391,232,3124,1425,1583,89,2164,1023,1019,72,2717,1314,1356,40,2768,1197,1511,19,2529,1252,1277,8,1931,882,1049,4,1359,882,477,2,1182,504,678
4,13103,港区,1,O,教育，学習支援業,689,26610,13753,12700,108,-,-,-,235,542,210,306,110,717,267,422,110,1484,492,910,34,820,311,488,36,1384,452,932,27,1739,945,794,16,2001,1060,941,3,761,343,418,5,2216,1098,1118,5,14946,8575,6371
4,13103,港区,1,P,医療，福祉,1814,31428,9130,22017,203,-,-,-,725,1796,430,1330,430,2839,742,2038,255,3455,844,2478,78,1880,525,1332,49,1870,606,1234,42,2982,882,2100,15,2147,690,1457,3,707,277,430,5,2045,667,1378,9,11707,3467,8240
4,13103,港区,1,Q,複合サービス事業,63,1984,1445,539,1,-,-,-,8,24,13,11,28,202,112,90,21,260,140,120,1,28,25,3,-,-,-,-,2,111,79,32,-,-,-,-,-,-,-,-,1,398,308,90,1,961,768,193
4,13103,港区,1,R,サービス業（他に分類されないもの）,3735,105181,60026,44401,408,-,-,-,1511,3320,1730,1511,600,4020,2398,1527,435,5985,3644,2268,200,4776,2895,1830,193,7336,4412,2773,170,11987,7137,4783,126,17578,10603,6737,43,10429,6421,4008,20,7600,4109,3491,29,32150,16677,15473
4,13104,新宿区,0,A～R,全産業（Ｓ公務を除く）,32274,596674,343556,248580,5094,-,-,-,12401,26944,12895,13607,5613,37240,18801,17907,4233,57749,31693,25552,1669,39760,22429,17008,1387,52658,29192,23207,980,67752,40725,26254,488,68430,43207,24555,135,32564,19656,12385,127,48624,31159,17465,147,164953,93799,70640
4,13104,新宿区,1,A,農業，林業,13,45,34,11,3,-,-,-,5,7,6,1,4,28,18,10,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,C,鉱業，採石業，砂利採取業,4,22,16,6,-,-,-,-,3,5,2,3,-,-,-,-,1,17,14,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,1,D,建設業,1163,30390,25443,4929,124,-,-,-,466,1048,742,297,214,1392,1081,302,134,1813,1492,321,60,1417,1188,229,49,1814,1526,288,59,4146,3474,672,39,5442,4554,888,3,710,558,152,7,2766,2392,374,8,9842,8436,1406
4,13104,新宿区,1,E,製造業,1234,19902,14326,5456,181,-,-,-,575,1208,714,482,189,1218,784,418,137,1878,1376,502,63,1509,1076,433,39,1477,1036,441,25,1789,1223,474,11,1682,1054,628,2,502,387,115,5,1801,1279,522,7,6838,5397,1441
4,13104,新宿区,1,F,電気・ガス・熱供給・水道業,22,2277,1743,448,2,-,-,-,4,12,9,-,3,23,22,1,2,29,29,-,-,-,-,-,1,35,32,3,5,475,344,48,1,130,113,17,2,488,329,159,1,431,387,44,1,654,478,176
4,13104,新宿区,1,G,情報通信業,2137,78664,55448,22647,195,-,-,-,733,1668,1011,583,329,2195,1492,646,296,4000,2747,1149,157,3751,2673,1007,139,5404,3887,1517,152,10584,7712,2872,72,9690,7422,2268,22,5126,3488,1375,22,8383,6110,2273,20,27863,18906,8957
4,13104,新宿区,1,H,運輸業，郵便業,299,9004,7475,1499,52,-,-,-,70,135,104,31,50,344,268,69,57,749,588,161,22,540,416,101,18,718,598,120,14,966,807,159,5,746,565,181,3,765,595,170,4,1388,1169,219,4,2653,2365,288
4,13104,新宿区,1,I,卸売業，小売業,6339,97437,53996,42954,730,-,-,-,2321,5400,2321,3005,1419,9435,3727,5650,1016,13855,7092,6739,321,7556,4211,3345,226,8512,4915,3557,162,11151,6610,4416,88,12602,7740,4696,24,5625,3468,2157,11,4146,2937,1209,21,19155,10975,8180
4,13104,新宿区,1,J,金融業，保険業,727,33492,16094,17273,65,-,-,-,132,308,152,144,94,638,362,271,146,2066,1016,1034,66,1647,787,860,94,3505,1079,2384,73,5078,2236,2792,36,5036,2663,2373,9,2142,912,1230,5,2114,1073,1041,7,10958,5814,5144
4,13104,新宿区,1,K,不動産業，物品賃貸業,3467,33640,21616,11894,1218,-,-,-,1577,2917,1559,1326,313,2001,1267,702,162,2203,1460,720,55,1322,899,423,53,2037,1216,778,38,2639,1681,958,27,3753,2379,1374,9,2331,1694,637,6,2196,1587,609,9,12241,7874,4367
4,13104,新宿区,1,L,学術研究，専門・技術サービス業,3448,35974,22142,13438,689,-,-,-,1692,3505,1716,1709,509,3315,1873,1402,266,3594,2143,1375,84,1969,1280,664,86,3351,2157,1160,72,4983,3089,1894,34,4661,3054,1468,7,1703,1109,594,2,769,615,154,7,8124,5106,3018
4,13104,新宿区,1,M,宿泊業，飲食サービス業,6046,70230,36973,32334,856,-,-,-,2003,4443,2040,2358,1146,7723,4129,3456,1082,15111,8158,6768,483,11566,5736,5718,337,12701,6277,6389,105,6799,3560,3094,22,3078,1641,1174,3,696,467,229,2,786,559,227,7,7327,4406,2921
4,13104,新宿区,1,N,生活関連サービス業，娯楽業,2090,20220,8676,10550,389,-,-,-,896,1921,702,1191,372,2443,987,1391,224,3000,1325,1675,87,2035,984,1024,56,2066,978,1088,38,2515,1220,1295,20,2769,1327,1342,5,1133,350,523,-,-,-,-,3,2338,803,1021
4,13104,新宿区,1,O,教育，学習支援業,913,20268,10571,9609,121,-,-,-,297,658,281,366,163,1122,497,593,129,1703,729,974,58,1362,593,724,64,2492,1162,1330,56,3951,2172,1779,11,1649,831,818,6,1489,914,575,5,2185,1145,1040,3,3657,2247,1410
4,13104,新宿区,1,P,医療，福祉,1800,32910,10543,22156,229,-,-,-,652,1575,441,1126,424,2802,836,1935,268,3578,1026,2501,69,1657,452,1185,78,2956,912,2013,42,2761,884,1807,24,3415,1651,1764,4,988,246,742,2,690,174,516,8,12488,3921,8567
4,13104,新宿区,1,Q,複合サービス事業,64,909,497,412,-,-,-,-,9,18,7,11,29,222,97,125,24,293,137,156,1,22,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,354,246,108,-,-,-,-
4,13104,新宿区,1,R,サービス業（他に分類されないもの）,2508,111290,57963,52964,240,-,-,-,966,2116,1088,974,355,2339,1361,936,288,3850,2351,1474,143,3407,2124,1283,147,5590,3417,2139,139,9915,5713,3994,98,13777,8213,5564,36,8866,5139,3727,54,20615,11486,9129,42,40815,17071,23744
4,13105,文京区,0,A～R,全産業（Ｓ公務を除く）,13018,185268,108583,76105,3162,-,-,-,5197,10777,4835,5813,1982,12973,6725,6109,1288,17462,10103,7256,493,11765,6959,4759,387,14742,8915,5795,281,19554,11660,7894,124,16684,10793,5761,35,8328,5163,3165,22,8713,6085,2628,47,64270,37345,26925
4,13105,文京区,1,A,農業，林業,5,27,21,6,1,-,-,-,3,7,4,3,-,-,-,-,-,-,-,-,1,20,17,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,D,建設業,503,6230,5228,996,90,-,-,-,228,494,339,155,74,489,382,101,53,735,631,104,16,379,320,59,22,873,756,117,11,821,696,125,6,791,699,92,1,221,205,16,-,-,-,-,2,1427,1200,227
4,13105,文京区,1,E,製造業,1054,12309,8802,3505,219,-,-,-,467,978,575,401,181,1184,820,364,85,1108,781,327,43,1037,735,302,23,850,621,229,23,1498,1125,373,6,814,589,225,3,715,480,235,-,-,-,-,4,4125,3076,1049
4,13105,文京区,1,F,電気・ガス・熱供給・水道業,4,46,46,-,-,-,-,-,1,2,2,-,1,6,6,-,1,16,16,-,1,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13105,文京区,1,G,情報通信業,766,22306,16769,5483,111,-,-,-,256,575,325,241,133,869,546,317,109,1472,976,484,42,1021,634,360,41,1598,1110,488,43,3115,2220,895,15,1963,1403,560,6,1449,1132,317,5,2064,1664,400,5,8180,6759,1421
4,13105,文京区,1,H,運輸業，郵便業,144,2545,2173,372,32,-,-,-,35,62,43,19,28,194,145,49,27,361,282,79,6,140,122,18,10,385,313,72,1,75,73,2,2,323,293,30,1,251,247,4,2,754,655,99,-,-,-,-
4,13105,文京区,1,I,卸売業，小売業,3122,34295,21631,12455,647,-,-,-,1195,2536,1129,1374,517,3385,1772,1602,386,5276,3290,1971,148,3480,2361,1099,111,4185,2717,1468,76,5364,3356,2008,32,4406,2897,1379,4,956,617,339,5,1839,1220,619,1,2868,2272,596
4,13105,文京区,1,J,金融業，保険業,172,6913,3514,3395,23,-,-,-,35,71,29,38,12,82,36,46,27,388,227,161,30,733,303,430,18,663,243,420,11,745,236,509,9,1174,551,623,4,1054,583,471,-,-,-,-,3,2003,1306,697
4,13105,文京区,1,K,不動産業，物品賃貸業,1479,2564,1426,1116,824,-,-,-,552,904,423,474,66,417,244,158,23,304,202,102,5,121,73,48,4,142,87,55,3,182,66,116,1,118,86,32,-,-,-,-,1,376,245,131,-,-,-,-
4,13105,文京区,1,L,学術研究，専門・技術サービス業,1122,9575,5569,3972,286,-,-,-,536,1058,471,568,150,968,570,383,77,1066,695,371,21,502,347,155,26,980,665,315,14,1010,701,309,8,1076,668,408,1,213,169,44,-,-,-,-,3,2702,1283,1419
4,13105,文京区,1,M,宿泊業，飲食サービス業,1566,14630,7005,7532,331,-,-,-,619,1345,539,782,299,2003,943,1019,191,2626,1332,1266,58,1398,655,743,41,1532,618,914,20,1314,634,680,2,226,104,122,1,247,163,84,1,472,266,206,3,3467,1751,1716
4,13105,文京区,1,N,生活関連サービス業，娯楽業,649,4809,1805,2968,231,-,-,-,304,594,181,409,64,389,176,213,29,385,166,219,5,109,30,79,8,324,108,184,5,354,169,185,1,114,76,38,1,216,41,175,-,-,-,-,1,2324,858,1466
4,13105,文京区,1,O,教育，学習支援業,468,26879,13861,12995,112,-,-,-,123,238,106,132,60,398,123,266,69,943,328,601,22,551,210,341,23,892,465,427,31,1985,907,1078,12,1526,886,640,3,739,447,292,1,472,289,183,12,19135,10100,9035
4,13105,文京区,1,P,医療，福祉,873,18919,6527,12325,132,-,-,-,323,762,164,589,210,1377,337,1016,115,1524,430,1060,46,1098,280,818,19,738,201,537,15,1110,361,749,5,655,189,466,2,403,164,239,1,382,148,234,5,10870,4253,6617
4,13105,文京区,1,Q,複合サービス事業,36,618,393,225,-,-,-,-,4,11,5,6,23,156,70,86,8,95,38,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,356,280,76,-,-,-,-
4,13105,文京区,1,R,サービス業（他に分類されないもの）,1055,22603,13813,8760,123,-,-,-,516,1140,500,622,164,1056,555,489,88,1163,709,454,49,1154,850,304,41,1580,1011,569,28,1981,1116,865,25,3498,2352,1146,8,1864,915,949,5,1998,1318,680,8,7169,4487,2682
4,13106,台東区,0,A～R,全産業（Ｓ公務を除く）,22770,191586,116096,74390,5478,-,-,-,9576,20269,10049,9991,3505,23024,12895,9875,2179,29263,17414,11560,800,19050,11429,7491,621,23280,14025,9213,373,25073,15263,9810,161,21241,13864,7221,36,9010,6667,2343,26,9594,6809,2785,15,11782,7681,4101
4,13106,台東区,1,A,農業，林業,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,C,鉱業，採石業，砂利採取業,1,2,2,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,D,建設業,953,9528,7857,1646,199,-,-,-,404,866,602,259,150,996,785,203,93,1236,1014,210,33,772,646,126,36,1340,1105,235,23,1548,1358,190,10,1418,1198,220,4,1022,841,181,1,330,308,22,-,-,-,-
4,13106,台東区,1,E,製造業,2507,15144,10242,4877,807,-,-,-,1131,2271,1267,993,289,1861,1154,693,158,2113,1327,786,48,1113,721,392,38,1409,997,412,17,1110,717,393,10,1260,987,273,2,454,380,74,4,1271,1021,250,3,2282,1671,611
4,13106,台東区,1,F,電気・ガス・熱供給・水道業,10,284,255,29,1,-,-,-,-,-,-,-,2,15,15,-,3,36,35,1,1,20,20,-,1,33,24,9,2,180,161,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,G,情報通信業,623,12502,9625,2592,64,-,-,-,194,429,267,124,109,733,548,171,106,1495,1084,334,51,1240,982,258,42,1599,1223,376,32,2229,1784,445,17,2164,1632,376,5,1171,963,208,2,800,566,234,1,642,576,66
4,13106,台東区,1,H,運輸業，郵便業,259,6167,5299,865,54,-,-,-,70,132,101,28,44,320,262,58,44,592,450,142,15,371,283,88,12,457,393,64,6,347,342,5,8,1114,1076,38,3,793,647,146,2,707,636,71,1,1334,1109,225
4,13106,台東区,1,I,卸売業，小売業,7982,66025,39239,26612,1489,-,-,-,3483,7676,3950,3665,1439,9443,5259,4091,849,11201,6756,4425,300,7090,4406,2684,222,8321,5280,3041,125,8431,5243,3188,56,7216,3986,3230,11,2697,1708,989,4,1453,868,585,4,2497,1783,714
4,13106,台東区,1,J,金融業，保険業,286,6134,2690,3429,32,-,-,-,64,144,71,73,44,281,158,108,48,696,409,287,35,845,410,435,29,1088,322,766,29,1925,693,1232,3,395,173,222,-,-,-,-,2,760,454,306,-,-,-,-
4,13106,台東区,1,K,不動産業，物品賃貸業,1911,5360,3388,1934,1018,-,-,-,712,1210,571,628,95,571,338,227,44,600,412,167,19,455,293,162,7,265,193,72,6,384,244,140,7,1023,725,298,2,474,267,207,1,378,345,33,-,-,-,-
4,13106,台東区,1,L,学術研究，専門・技術サービス業,1142,9082,6186,2844,258,-,-,-,562,1224,604,575,156,1014,606,401,79,1054,704,350,25,600,421,179,32,1210,815,395,15,1067,688,379,12,1614,1236,378,1,280,227,53,1,396,339,57,1,623,546,77
4,13106,台東区,1,M,宿泊業，飲食サービス業,3519,24041,11762,12026,826,-,-,-,1397,2930,1272,1648,552,3695,1806,1850,436,5954,3119,2735,151,3633,1846,1683,106,3940,1786,2154,43,2799,1448,1351,7,800,314,486,1,290,171,119,-,-,-,-,-,-,-,-
4,13106,台東区,1,N,生活関連サービス業，娯楽業,1064,5654,2869,2771,322,-,-,-,446,950,401,545,166,1073,650,413,67,864,499,365,22,517,269,248,24,864,352,512,13,806,346,460,4,580,352,228,-,-,-,-,-,-,-,-,-,-,-,-
4,13106,台東区,1,O,教育，学習支援業,232,3865,2023,1832,55,-,-,-,68,132,47,84,34,235,116,110,36,516,257,259,13,316,118,198,9,322,188,134,11,751,351,400,4,552,259,293,1,281,281,-,-,-,-,-,1,760,406,354
4,13106,台東区,1,P,医療，福祉,950,10596,3393,7120,142,-,-,-,365,857,203,638,249,1634,498,1103,98,1327,382,911,42,994,275,719,22,828,273,555,20,1330,398,932,7,1009,408,601,1,284,97,187,2,807,327,480,2,1526,532,994
4,13106,台東区,1,Q,複合サービス事業,48,659,430,229,1,-,-,-,12,19,8,11,25,171,69,102,9,102,50,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,367,303,64,-,-,-,-
4,13106,台東区,1,R,サービス業（他に分類されないもの）,1281,16543,10836,5584,208,-,-,-,667,1427,683,720,151,982,631,345,109,1477,916,536,45,1084,739,319,41,1604,1074,488,31,2166,1490,676,16,2096,1518,578,5,1264,1085,179,6,2325,1642,683,2,2118,1058,1060
4,13107,墨田区,0,A～R,全産業（Ｓ公務を除く）,15492,130047,73904,55272,4177,-,-,-,6256,12995,6159,6742,2270,15059,8076,6826,1476,19836,11194,8456,556,13194,7189,5877,356,13462,7365,5985,221,14666,8384,6088,114,15217,9851,5366,41,9904,6646,3258,10,3839,2669,1170,15,11875,6371,5504
4,13107,墨田区,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,D,建設業,931,6926,5766,1124,213,-,-,-,417,920,643,267,153,1008,820,177,81,1111,936,160,24,570,473,97,20,759,647,112,10,687,600,87,12,1580,1441,139,1,291,206,85,-,-,-,-,-,-,-,-
4,13107,墨田区,1,E,製造業,3129,18276,12159,6028,946,-,-,-,1427,2856,1620,1228,395,2583,1647,931,210,2797,1857,917,62,1434,957,477,43,1679,1097,582,28,1833,1228,552,12,1540,1136,404,2,462,393,69,3,1287,963,324,1,1805,1261,544
4,13107,墨田区,1,F,電気・ガス・熱供給・水道業,4,36,33,3,-,-,-,-,1,4,2,2,1,8,7,1,2,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,G,情報通信業,176,5292,4154,1124,37,-,-,-,58,115,68,42,23,161,123,29,19,265,198,67,6,156,146,10,10,404,294,110,9,651,461,190,5,798,589,209,7,1769,1478,291,1,348,293,55,1,625,504,121
4,13107,墨田区,1,H,運輸業，郵便業,267,6119,5211,902,75,-,-,-,55,118,73,45,36,250,203,41,41,608,510,98,19,453,383,70,10,393,330,63,17,1227,1041,186,9,1264,983,281,4,978,906,72,-,-,-,-,1,828,782,46
4,13107,墨田区,1,I,卸売業，小売業,4197,34284,19111,15079,970,-,-,-,1642,3537,1684,1836,723,4829,2429,2360,495,6613,3609,2967,174,4133,2442,1691,90,3471,1988,1483,66,4333,2437,1896,27,3511,2082,1429,5,1088,666,422,1,356,121,235,4,2413,1653,760
4,13107,墨田区,1,J,金融業，保険業,181,6511,3135,3376,25,-,-,-,39,84,43,41,23,164,102,62,38,551,327,224,19,470,214,256,15,554,258,296,11,690,225,465,5,694,236,458,3,772,373,399,-,-,-,-,3,2532,1357,1175
4,13107,墨田区,1,K,不動産業，物品賃貸業,1106,4396,2861,1529,543,-,-,-,432,716,330,385,71,478,305,168,35,488,352,136,6,152,97,55,9,330,251,79,3,243,196,47,4,687,464,223,1,293,236,57,1,332,287,45,1,677,343,334
4,13107,墨田区,1,L,学術研究，専門・技術サービス業,559,4468,2929,1521,162,-,-,-,242,491,214,275,81,513,312,185,33,432,273,159,17,408,230,178,11,363,286,77,4,307,239,68,5,724,498,226,2,458,367,91,2,772,510,262,-,-,-,-
4,13107,墨田区,1,M,宿泊業，飲食サービス業,1990,14648,5949,8618,535,-,-,-,764,1574,584,987,294,1995,856,1127,203,2728,1223,1485,100,2397,1025,1326,67,2408,992,1416,21,1326,584,742,2,216,102,114,3,666,423,243,-,-,-,-,1,1338,160,1178
4,13107,墨田区,1,N,生活関連サービス業，娯楽業,923,4797,2393,2328,314,-,-,-,416,824,261,556,95,635,274,361,52,687,356,320,20,479,221,238,14,531,286,207,6,392,243,149,4,595,329,266,1,236,165,71,1,418,258,160,-,-,-,-
4,13107,墨田区,1,O,教育，学習支援業,292,2385,1210,1135,84,-,-,-,101,221,65,151,43,266,135,126,28,397,153,244,16,367,197,170,12,454,238,186,5,353,244,109,3,327,178,149,-,-,-,-,-,-,-,-,-,-,-,-
4,13107,墨田区,1,P,医療，福祉,994,11971,3198,8586,129,-,-,-,362,890,197,673,217,1435,399,995,151,1966,575,1331,61,1429,366,1041,39,1487,370,1073,20,1284,324,960,7,881,224,657,6,1450,461,989,-,-,-,-,2,1149,282,867
4,13107,墨田区,1,Q,複合サービス事業,38,806,502,304,2,-,-,-,12,29,11,18,19,127,49,78,3,39,14,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,285,191,94,1,326,237,89,-,-,-,-
4,13107,墨田区,1,R,サービス業（他に分類されないもの）,705,9132,5293,3615,142,-,-,-,288,616,364,236,96,607,415,185,85,1130,787,323,32,746,438,268,16,629,328,301,21,1340,562,637,19,2400,1589,811,5,1156,781,375,-,-,-,-,1,508,29,479
4,13108,江東区,0,A～R,全産業（Ｓ公務を除く）,18024,329084,213317,113257,3572,-,-,-,6424,13908,6794,6949,3106,20510,11100,9115,2275,30774,18451,12121,916,21768,13131,8509,736,27518,17305,10033,467,32164,20709,11218,290,39005,25859,12849,87,21138,14927,5948,67,26186,17445,8741,84,96113,67596,27774
4,13108,江東区,1,A,農業，林業,11,161,95,66,2,-,-,-,4,10,6,4,2,11,9,2,-,-,-,-,-,-,-,-,2,82,60,22,1,58,20,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13108,江東区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
