事業所名,受付番号,事業機関,事業名称,事業地住所,緯度,経度,座標系,対象事業,実施状況,詳細
東京都（港湾局）,115,－,豊洲・晴海地区の水際線埋立事業,江東区豊洲５、６丁目地先　中央区晴海２、４、５丁目地先,35.651100,139.796478,JGD2011,埋立て等(埋立て),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/115dtl.html
東京都（港湾局）,124,－,新海面処分場建設事業,中央防波堤外側廃棄物処理場南側水域,35.670570,139.771988,JGD2011,埋立て等(埋立て),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/124dtl.html
東京都（港湾局）,165,－,大島空港拡張整備事業,大島町元町字北の山,34.777485,139.359161,JGD2011,飛行場(飛行場の変更),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/165dtl.html
東京都（港湾局）,177,－,臨海副都心有明北地区埋立事業,江東区有明1丁目地先,35.640907,139.789581,JGD2011,埋立て等(埋立て),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/177dtl.html
東京都(財務局),39,都,東京都新都庁舎建設事業,新宿区西新宿２丁目５、８、９番,35.689766,139.692978,JGD2011,高層建築物の新築、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/39dtl.html
東京都（住宅局）,24,共同,大川端・リバーシティ２１開発事業,中央区佃２丁目１番地ほか,35.669704,139.785416,JGD2011,住宅団地の新設、高層建築物の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/24dtl.html
東京都（住宅局）,25,都,都営清瀬竹丘団地建替事業,清瀬市竹丘１丁目１２５６番地１ほか,35.767178,139.510773,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/25dtl.html
東京都（住宅局）,35,都,都営町田木曽・森野地区建替事業,町田市木曽町２号８２番地ほか,35.561333,139.429779,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/35dtl.html
東京都（住宅局）,79,－,臨海副都心台場地区住宅建設事業,港区台場,35.630730,139.777939,JGD2011,住宅団地の新設、高層建築物の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/79dtl.html
東京都（住宅局）,119,－,都営立川大山団地建替事業,立川市上砂町１丁目,35.719746,139.391739,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/119dtl.html
東京都（住宅局）,120,都,都営久米川団地建替事業,東村山市本町１丁目２４番ほか,35.755962,139.468658,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/120dtl.html
東京都（住宅局）,130,－,都営高木団地建替事業　※H21.5変更届により対象外,東大和市向原３丁目１０番ほか,35.739822,139.435532,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/130dtl.html
東京都（住宅局）,131,－,都営昭島拝島団地建替事業　※h14.7対象外,昭島市拝島町３丁目地内,35.712273,139.335861,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/131dtl.html
東京都（住宅局）,145,－,南千住北部地区住宅街区（Ｅ街区）建設事業及び都市計画道路補助線街路第３２１号線建設事業,住宅:荒川区南千住４丁目　道路:南千住３丁目～８丁目,35.734295,139.802734,JGD2011,住宅団地の新設、高層建築物の新設、道路(道路の新設又は改築),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/145dtl.html
東京都（住宅局）,150,－,都営桐ヶ丘団地建替・改善事業,北区桐ヶ丘１、２丁目　赤羽北３丁目,35.777180,139.707520,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/150dtl.html
東京都（住宅局）,157,－,都営長房団地建替事業,八王子市長房町５８８番ほか,35.654999,139.290314,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/157dtl.html
東京都（住宅局）,163,－,「西国分寺地区」住宅建設事業　※h14.7対象外,国分寺市泉町２丁目地内,35.697849,139.470169,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/163dtl.html
東京都（住宅局）,179,－,都営東京街道団地建替事業,東大和市清原一丁目１番ほか,35.745159,139.447495,JGD2011,住宅団地の新設,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/179dtl.html
東京都（多摩都市整備本部）,90,－,多摩都市計画道路３・４・１９号線建設事業,多摩市東寺方地先～多摩市乞田地内,35.648155,139.442917,JGD2011,道路(道路の新設又は改築),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/90dtl.html
東京都（多摩都市整備本部）,152,－,坂浜平尾土地区画整理事業　※H21.0716 廃止届提出,稲城市大字坂浜字６号、大字平尾字１０号,35.629196,139.495300,JGD2011,土地区画整理事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/152dtl.html
東京都（中央卸売市場）,16,都,東京都中央卸売市場大田市場建設事業　（旧称：東京都中央卸売市場大井市場（仮称）建設事業）,大田区大井埠頭その１の一部,35.582951,139.759109,JGD2011,卸売市場(卸売市場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/16dtl.html
東京都（中央卸売市場）,80,－,東京都中央卸売市場築地市場再整備事業＊(平成14年4月16日廃止届）,中央区築地５丁目２番１号ほか,35.663300,139.768188,JGD2011,卸売市場（卸売市場の設置）、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/80dtl.html
東京都（中央卸売市場）,242,都,豊洲新市場建設事業　（旧称：豊洲新市場建設計画）　,江東区豊洲六丁目地内,35.646683,139.786087,JGD2011,卸売市場（卸売市場の設置）、駐車場（自動車駐車場の設置）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/242dtl.html
東京都（都市計画局）,78,－,東京都建設残土再利用センター(中央センター)建設事業,江東区青海２丁目地先中央防波堤内側埋立地,35.594021,139.812210,JGD2011,工場(工場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/78dtl.html
東京都（都市計画局）,81,－,臨海部幹線道路建設事業及び臨海部開発土地区画整理事業,江東区有明、豊洲、東雲　港区東新橋、芝公園、芝、芝大門、浜松町、芝浦、海岸　中央区晴海、勝どき、豊海、築地、各一部,35.629417,139.796677,JGD2011,道路(道路の新設又は改築)、土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/81dtl.html
東京都（都市計画局）,103,－,八王子川口土地区画整理事業　★廃止届15.9.18,八王子市西寺方町、川口町、上川町、美山町の各一部,35.680161,139.272888,JGD2011,土地区画整理事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/103dtl.html
東京都（都市整備局）,20,都,東京都市計画白鬚西地区第二種市街地再開発事業（変更）,荒川区南千住３、４丁目、８丁目各一部,35.731232,139.807022,JGD2011,市街地再開発事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/20dtl.html
東京都（都市整備局）,156,－,都営村山団地建替事業,武蔵村山市緑が丘１４６０ほか,35.740459,139.404831,JGD2011,住宅団地の新設、駐車場(自動車駐車場の設置),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/156dtl.html
東京都（都市整備局）,164,－,東京都市計画事業六町四丁目付近土地区画整理事業,足立区六町ほか,35.785656,139.822968,JGD2011,土地区画整理事業,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/164dtl.html
東京都（都市整備局）,239,都,東京都市計画道路環状第２号線（中央区晴海四丁目～銀座八丁目間）建設事業　（旧称：東京都市計画道路環状第２号線（中央区晴海四丁目～築地五丁目間）建設事業）　,中央区晴海四丁目～築地五丁目,35.652306,139.781448,JGD2011,道路（道路の新設）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/239dtl.html
東京都（都市整備局）,259,都,(仮称）環二再開発（Ⅲ街区：虎ノ門街区）建設事業,港区虎ノ門一丁目２３番ほか,35.666832,139.749207,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/259dtl.html
東京都（都市整備局）,279,－,東武伊勢崎線（竹ノ塚駅付近）連続立体交差事業,（起点）足立区栗原四丁目、（終点）足立区東伊興三丁目,35.785393,139.785461,JGD2011,鉄道等(鉄道の改良),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/279dtl.html
東京都（都市整備局）,284,都,西武鉄道新宿線（中井駅～野方駅間）連続立体交差事業,中野区上高田五丁目～中野区野方四丁目,35.717800,139.675964,JGD2011,鉄道等(鉄道の改良),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/284dtl.html
東京都（都市整備局）,321,－,福生都市計画道路3･4･3の1号新五日市街道線（福生市大字熊川）建設事業,福生市大字熊川字武蔵野（立川市境）～福生市大字熊川字武蔵野（国道16号交差点）,35.723492,139.343048,JGD2011,道路(道路の改築),評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/321dtl.html
東京都（都市整備局）,323,－,（仮称）晴海五丁目西地区第一種市街地再開発事業,中央区晴海五丁目,35.649506,139.775055,JGD2011,住宅団地の新設,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/323dtl.html
東京都（南多摩新都市開発本部）,40,都,相原・小山土地区画整理事業,町田市小山町、相原町、上小山田町、鑓水,35.595654,139.377045,JGD2011,土地区画整理事業,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/40dtl.html
東京都建設局,191,都,京成電鉄押上線（四ツ木駅～青砥駅間）連続立体交差事業,葛飾区四つ木一丁目～立石六丁目,35.732960,139.833466,JGD2011,鉄道等(鉄道の改良),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/191dtl.html
東京都建設局,194,－,東京都市計画道路放射第35号線(練馬区早宮～北町間）建設事業,練馬区（早宮～北町間）,35.755180,139.653763,JGD2011,道路（道路の新設）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/194dtl.html
東京都交通局,202,都,（仮称）馬込車両基地車両工場建設事業,大田区南馬込6-38-1,35.584019,139.705780,JGD2011,工場(工場の変更),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/202dtl.html
東京都三多摩地域廃棄物広域処分組合,214,区市,多摩地域廃棄物エコセメント化施設建設事業,日の出町大字大久野7642,35.763477,139.249741,JGD2011,廃棄物処理施設の設置又は変更、工場(工場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/214dtl.html
東京都住宅供給公社,24,共同,大川端・リバーシティ２１開発事業,中央区佃２丁目１番地ほか,35.669704,139.785416,JGD2011,住宅団地の新設、高層建築物の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/24dtl.html
東京都住宅供給公社,79,－,臨海副都心台場地区住宅建設事業,港区台場,35.630730,139.777939,JGD2011,住宅団地の新設、高層建築物の新設、駐車場(自動車駐車場の設置),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/79dtl.html
東京都住宅供給公社,99,－,東京都住宅供給公社八王子市川町団地(仮称)建設事業※H26.7.30廃止届,八王子市川町７０５番ほか,35.668331,139.270569,JGD2011,建築物用の土地造成,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/99dtl.html
東京都住宅供給公社,145,－,南千住北部地区住宅街区（Ｅ街区）建設事業及び都市計画道路補助線街路第３２１号線建設事業,住宅:荒川区南千住４丁目　道路:南千住３丁目～８丁目,35.734295,139.802734,JGD2011,住宅団地の新設、高層建築物の新設、道路(道路の新設又は改築),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/145dtl.html
東京都住宅供給公社,163,－,「西国分寺地区」住宅建設事業　※h14.7対象外,国分寺市泉町２丁目地内,35.697849,139.470169,JGD2011,住宅団地の新設,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/163dtl.html
東京都地下鉄建設株式会社,69,－,都市高速鉄道第１２号線環状部建設事業,新宿区西新宿２丁目～渋谷区代々木２丁目,35.689449,139.691772,JGD2011,鉄道等(鉄道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/69dtl.html
東京都地下鉄建設株式会社,138,－,都市高速鉄道日暮里・舎人線建設事業,荒川区西日暮里２丁目(日暮里駅)～足立区舎人３丁目(見沼代親水公園駅),35.730396,139.771027,JGD2011,鉄道等(軌道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/138dtl.html
東京都都市計画局,198,その他,一般国道１６号横浜町田立体建設事業,町田市鶴間字6号ほか,35.502251,139.470871,JGD2011,道路（道路の新設）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/198dtl.html
東京都都市計画局,225,都,東京都市計画道路放射第５号線（杉並区久我山二丁目～久我山三丁目間）建設事業,杉並区久我山二丁目～三丁目間,35.684013,139.602722,JGD2011,道路（道路の新設）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/225dtl.html
東京都都市整備局,286,都,西武鉄道新宿線、国分寺線及び西武園線（東村山駅付近）連続立体交差事業,東村山市本町2-3-32,35.759666,139.466187,JGD2011,鉄道等(鉄道の改良),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/286dtl.html
東京都道路公社,55,－,第二多摩川原橋（仮称）有料道路建設事業(旧称：稲城大橋有料道路建設事業）,稲城市大字東長沼～府中市押立町３丁目,35.634766,139.504257,JGD2011,道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/55dtl.html
東京二十三区清掃一部事務組合,10,都,東京都目黒清掃工場建設事業,目黒区三田２丁目３０番地－１、－２,35.639393,139.710159,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/10dtl.html
東京二十三区清掃一部事務組合,29,都,東京都大田清掃工場建設事業,大田区京浜島３丁目,35.573814,139.765579,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/29dtl.html
東京二十三区清掃一部事務組合,58,－,東京都北清掃工場建設事業　★H1/6/21に中止届　cf.No.91,北区志茂２丁目,35.779469,139.728775,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/58dtl.html
東京二十三区清掃一部事務組合,63,－,東京都有明清掃工場建設事業(旧称 東京都臨海副都心清掃工場(仮称)建設事業),江東区有明２丁目２,35.635334,139.788162,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/63dtl.html
東京二十三区清掃一部事務組合,77,－,東京都江戸川清掃工場建設事業,江戸川区江戸川２丁目１０番地,35.685192,139.904114,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/77dtl.html
東京二十三区清掃一部事務組合,91,－,東京都北清掃工場建設事業,北区志茂１丁目２番,35.775730,139.731857,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/91dtl.html
東京二十三区清掃一部事務組合,107,－,東京都江東清掃工場建設事業,江東区夢の島３番地,35.651447,139.833847,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/107dtl.html
東京二十三区清掃一部事務組合,118,－,東京都墨田地区清掃工場建設事業,墨田区東墨田１丁目,35.716358,139.831223,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/118dtl.html
東京二十三区清掃一部事務組合,125,－,東京都港地区清掃工場建設事業,港区港南５丁目７番１ほか,35.631493,139.756073,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/125dtl.html
東京二十三区清掃一部事務組合,135,－,東京都豊島地区清掃工場建設事業,豊島区上池袋２丁目地内,35.736416,139.717316,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/135dtl.html
東京二十三区清掃一部事務組合,159,－,東京都中央地区清掃工場建設事業,中央区晴海５丁目,35.649506,139.775055,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/159dtl.html
東京二十三区清掃一部事務組合,160,－,東京都渋谷地区清掃工場建設事業,渋谷区東１丁目,35.655392,139.708405,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/160dtl.html
東京二十三区清掃一部事務組合,201,－,中央防波堤内側埋立地灰溶融施設建設事業,江東区青海２丁目地先,35.594021,139.812210,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/201dtl.html
東京二十三区清掃一部事務組合,208,区市,品川清掃工場更新事業※旧大井清掃工場更新事業,品川区八潮１－４－１,35.608780,139.753891,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/208dtl.html
東京二十三区清掃一部事務組合,209,区市,葛飾清掃工場更新事業,葛飾区水元１－２０－１,35.780766,139.856613,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/209dtl.html
東京二十三区清掃一部事務組合,215,区市,世田谷清掃工場建替事業,世田谷区大蔵１－１－１,35.633347,139.622910,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/215dtl.html
東京二十三区清掃一部事務組合,260,区市,大田清掃工場整備事業,大田区京浜島三丁目６番１号,35.573784,139.767761,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/260dtl.html
東京二十三区清掃一部事務組合,265,区市,練馬清掃工場建替事業,練馬区谷原六丁目１０番１１号,35.756371,139.608582,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/265dtl.html
東京二十三区清掃一部事務組合,280,区市,杉並清掃工場建替事業,杉並区高井戸東三丁目７番６号,35.683449,139.615952,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/280dtl.html
東京二十三区清掃一部事務組合,305,－,光が丘清掃工場建替事業,練馬区光が丘５丁目３番１号,35.761639,139.628296,JGD2011,廃棄物処理施設の設置又は変更,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/305dtl.html
東京二十三区清掃一部事務組合,318,区市,目黒清掃工場建替事業,目黒区三田２－１９－４３,35.637733,139.707550,JGD2011,廃棄物処理施設の設置又は変更,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/318dtl.html
東京二十三区清掃一部事務組合,341,－,江戸川清掃工場建替事業,江戸川区江戸川二丁目10番地,35.685192,139.904114,JGD2011,廃棄物処理施設の設置又は変更,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/341dtl.html
東京二十三区清掃一部事務組合,353,－,北清掃工場建替事業,北区志茂一丁目2番36号,35.775730,139.731857,JGD2011,廃棄物処理施設の設置,評価書案,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/353dtl.html
東京二十三区清掃一部事務組合,354,区市,中防不燃・粗大ごみ処理施設整備事業,江東区青海二丁目地先,35.594021,139.812210,JGD2011,廃棄物処理施設の設置又は変更,評価書案,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/354dtl.html
東京臨海リサイクルパワー株式会社,231,民間,東京臨海リサイクル発電施設建設事業,江東区青海二丁目地先（中央防波堤内側埋立地内）,35.594021,139.812210,JGD2011,廃棄物処理施設の設置又は変更,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/231dtl.html
東京臨海高速鉄道株式会社,85,－,東京臨海高速鉄道(新木場・東京テレポート間)建設事業,江東区新木場１丁目～江東区青海１丁目,35.643730,139.826508,JGD2011,鉄道等(鉄道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/85dtl.html
東京臨海高速鉄道株式会社,141,－,都市高速鉄道臨海副都心線(東京テレポート・大崎間)建設事業,江東区青海１丁目～品川区大崎１丁目,35.625057,139.778732,JGD2011,鉄道等(鉄道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/141dtl.html
東京臨海新交通株式会社,53,－,都市高速鉄道東京臨海新交通臨海線及び都市計画道路補助２９８号線、臨港道路建設事業,臨海線:港区海岸１丁目～江東区有明２丁目、298号線:港区台場～江東区青海２丁目、臨港道路:青海１丁目～有明３丁目,35.655380,139.761673,JGD2011,鉄道等(軌道の新設)、道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/53dtl.html
東京臨海新交通株式会社,59,－,都市高速鉄道東京臨海新交通臨海線(新橋～竹芝ふ頭間)及び都市計画道路補助３１３号線建設事業,臨海線:港区新橋２丁目～港区海岸１丁目　３１３号線:港区東新橋１丁目～港区海岸１丁目,35.666859,139.757095,JGD2011,鉄道等(軌道の新設)、道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/59dtl.html
東金町一丁目西地区市街地再開発準備組合,349,民間,東金町一丁目西地区市街地再開発事業,葛飾区東金町一丁目地内,35.770763,139.869080,JGD2011,高層建築物の新築,評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/349dtl.html
東日本高速道路株式会社　関東支社,21,公団,都市高速道路外郭環状線（放射７号線～埼玉県境間）建設事業,練馬区大泉４丁目～大泉１丁目(埼玉県境まで),35.762657,139.596893,JGD2011,道路(道路の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/21dtl.html
東日本高速道路株式会社　関東支社,166,－,都市高速道路高速外郭環状葛飾線建設事業,葛飾区東金町7丁目、8丁目,35.776463,139.884735,JGD2011,道路(道路の新設),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/166dtl.html
東日本旅客鉄道株式会社,66,－,東日本旅客鉄道東北線赤羽駅付近高架化事業,北区東十条３丁目～北区赤羽３丁目,35.765060,139.728699,JGD2011,鉄道等(鉄道の改良),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/66dtl.html
東日本旅客鉄道株式会社,104,－,(仮称)新宿南口ＪＲ・小田急共同計画事業,新宿区西新宿１丁目１ほか、渋谷区代々木２丁目２ほか,35.688580,139.699432,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/104dtl.html
東日本旅客鉄道株式会社,116,－,東日本旅客鉄道中央本線(三鷹～立川間)連続立体交差化及び複々線化事業,三鷹市下連雀３丁目～立川市錦町１丁目,35.699108,139.562515,JGD2011,鉄道等(鉄道の改良),事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/116dtl.html
東日本旅客鉄道株式会社,251,民間,東北縦貫線（東京駅～上野駅間）整備事業,千代田区丸の内一丁目～台東区上野七丁目,35.681561,139.767197,JGD2011,鉄道等(鉄道の改良),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/251dtl.html
東日本旅客鉄道株式会社,256,民間,大崎短絡線整備事業,品川区西品川三丁目～大崎一丁目,35.615921,139.726562,JGD2011,鉄道等(鉄道の改良),調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/256dtl.html
東日本旅客鉄道株式会社,300,－,渋谷駅街区開発事業,東京都渋谷区渋谷二丁目、道玄坂一丁目・二丁目,35.659611,139.705826,JGD2011,高層建築物の新築,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/300dtl.html
東日本旅客鉄道株式会社,325,－,東日本旅客鉄道赤羽線（十条駅付近）連続立体交差事業,北区十条台一丁目～中十条四丁目,35.754955,139.725510,JGD2011,鉄道等(鉄道の改良),評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/325dtl.html
東日本旅客鉄道株式会社,333,民間,(仮称）芝浦一丁目建替計画,港区芝浦一丁目１番１号　他,35.651527,139.757477,JGD2011,高層建築物の新築、自動車駐車場の設置,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/333dtl.html
東日本旅客鉄道株式会社,348,民間,（仮称）品川駅北周辺地区1街区、2街区、3街区、4街区開発事業,港区芝浦四丁目、港南二丁目、高輪二丁目の各一部,35.639748,139.747116,JGD2011,駐車場（自動車駐車場の設置）,事後調査,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/348dtl.html
東日本旅客鉄道株式会社,359,－,羽田空港アクセス線（仮称）整備事業,港区芝浦一丁目～大田区羽田空港三丁目,35.648743,139.755447,JGD2011,鉄道等(鉄道の新設)、鉄道等(鉄道の改良),調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/359dtl.html
東日本旅客鉄道株式会社,369,－,大井町駅周辺広町地区開発,東京都品川区広町二丁目地区,35.611900,139.732849,JGD2011,高層建築物の新築,調査計画書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/369dtl.html
東日本旅客鉄道㈱他,228,民間,東京駅八重洲口開発事業,千代田区丸の内一丁目1番3号他,35.684559,139.761765,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/228dtl.html
東武タワースカイツリー株式会社,254,民間,業平橋押上地区開発事業,墨田区押上一丁目,35.710777,139.813828,JGD2011,高層建築物の新築、駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/254dtl.html
東武鉄道株式会社,146,－,東武伊勢崎線・都市高速鉄道第１１号線直通化事業,墨田区押上２丁目～押上１丁目,35.713604,139.814453,JGD2011,鉄道等(鉄道の新設),手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/146dtl.html
東武鉄道株式会社,254,民間,業平橋押上地区開発事業,墨田区押上一丁目,35.710777,139.813828,JGD2011,高層建築物の新築、駐車場（自動車駐車場の設置）,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/254dtl.html
東武鉄道株式会社,350,－,東武鉄道東上本線（大山駅付近）連続立体交差事業,板橋区板橋二丁目～板橋区仲町,35.748165,139.711090,JGD2011,鉄道等(鉄道の改良),評価書,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/350dtl.html
藤和不動産(株),47,その他,聖路加国際病院建設事業,中央区明石町８－１０番地,35.666767,139.778534,JGD2011,高層建築物の新築,手続完了,https://www.kankyo.metro.tokyo.lg.jp/assessment/information/projects_list/47dtl.html
