ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
1040,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132039,東京都,武蔵野市,,60000,2020/12/1,2020
1041,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,60000,2020/12/1,2020
1042,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,85000,2020/12/1,2020
1043,一般寄付,目黒区におまかせ！,131199,東京都,板橋区,,60000,2020/12/1,2020
1044,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,101000,2020/12/1,2020
1045,一般寄付,目黒区におまかせ！,261009,京都府,京都市,左京区,25000,2020/12/1,2020
1046,一般寄付,目黒区におまかせ！,261009,京都府,京都市,左京区,12000,2020/12/1,2020
1047,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,170000,2020/12/1,2020
1048,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131105,東京都,目黒区,,80000,2020/12/1,2020
1049,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,143000,2020/12/1,2020
1050,一般寄付,目黒区におまかせ！,231002,愛知県,名古屋市,瑞穂区,10000,2020/12/1,2020
1051,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,85000,2020/12/1,2020
1052,一般寄付,目黒区におまかせ！,131032,東京都,港区,,143000,2020/12/1,2020
1053,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132080,東京都,調布市,,35000,2020/12/1,2020
1054,一般寄付,目黒区におまかせ！,142077,神奈川県,茅ヶ崎市,,24000,2020/12/1,2020
1055,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122122,千葉県,佐倉市,,25000,2020/12/1,2020
1056,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131075,東京都,墨田区,,60000,2020/12/1,2020
1057,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,85000,2020/12/1,2020
1058,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,127000,2020/12/1,2020
1059,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,112089,埼玉県,所沢市,,35000,2020/12/1,2020
1060,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,143000,2020/12/1,2020
1061,一般寄付,目黒区におまかせ！,132241,東京都,多摩市,,60000,2020/12/1,2020
1062,図書資料充実寄付金,図書館の資料を充実させたい！,131199,東京都,板橋区,,12000,2020/12/1,2020
1063,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,102091,群馬県,藤岡市,,25000,2020/12/1,2020
1064,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,西区,12000,2020/12/1,2020
1065,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131113,東京都,大田区,,110000,2020/12/1,2020
1066,図書資料充実寄付金,図書館の資料を充実させたい！,242021,三重県,四日市市,,12000,2020/12/1,2020
1067,一般寄付,目黒区におまかせ！,112038,埼玉県,川口市,,20000,2020/12/1,2020
1068,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131130,東京都,渋谷区,,60000,2020/12/1,2020
1069,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,中区,35000,2020/12/1,2020
1070,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131199,東京都,板橋区,,540000,2020/12/1,2020
1071,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/12/1,2020
1072,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,202011,長野県,長野市,,12000,2020/12/1,2020
1073,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,112089,埼玉県,所沢市,,35000,2020/12/1,2020
1074,一般寄付,目黒区におまかせ！,202011,長野県,長野市,,16000,2020/12/1,2020
1075,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,16000,2020/12/1,2020
1076,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1077,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,港北区,12000,2020/12/1,2020
1078,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131121,東京都,世田谷区,,35000,2020/12/1,2020
1079,一般寄付,目黒区におまかせ！,131041,東京都,新宿区,,397000,2020/12/1,2020
1080,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,012076,北海道,帯広市,,143000,2020/12/1,2020
1081,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112241,埼玉県,戸田市,,550000,2020/12/1,2020
1082,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,都筑区,35000,2020/12/1,2020
1083,一般寄付,目黒区におまかせ！,122076,千葉県,松戸市,,550000,2020/12/1,2020
1084,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,青葉区,16000,2020/12/1,2020
1085,図書資料充実寄付金,図書館の資料を充実させたい！,131067,東京都,台東区,,25000,2020/12/1,2020
1086,一般寄付,目黒区におまかせ！,202177,長野県,佐久市,,38000,2020/12/1,2020
1087,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131091,東京都,品川区,,35000,2020/12/1,2020
1088,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,16000,2020/12/1,2020
1089,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,多摩区,60000,2020/12/1,2020
1090,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,186000,2020/12/1,2020
1091,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131016,東京都,千代田区,,35000,2020/12/1,2020
1092,一般寄付,目黒区におまかせ！,132144,東京都,国分寺市,,35000,2020/12/1,2020
1093,一般寄付,目黒区におまかせ！,132144,東京都,国分寺市,,60000,2020/12/1,2020
1094,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,70000,2020/12/1,2020
1095,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,429000,2020/12/1,2020
1096,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131016,東京都,千代田区,,35000,2020/12/1,2020
1097,一般寄付,目黒区におまかせ！,121002,千葉県,千葉市,花見川区,85000,2020/12/1,2020
1098,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,170000,2020/12/1,2020
1099,一般寄付,目黒区におまかせ！,131075,東京都,墨田区,,70000,2020/12/1,2020
1100,一般寄付,目黒区におまかせ！,131075,東京都,墨田区,,60000,2020/12/1,2020
1101,一般寄付,目黒区におまかせ！,131075,東京都,墨田区,,143000,2020/12/1,2020
1102,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,112089,埼玉県,所沢市,,35000,2020/12/1,2020
1103,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,24000,2020/12/1,2020
1104,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,062057,山形県,新庄市,,16000,2020/12/1,2020
1105,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,110000,2020/12/1,2020
1106,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131148,東京都,中野区,,70000,2020/12/1,2020
1107,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131148,東京都,中野区,,120000,2020/12/1,2020
1108,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131016,東京都,千代田区,,170000,2020/12/1,2020
1109,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,170000,2020/12/1,2020
1110,図書資料充実寄付金,図書館の資料を充実させたい！,141003,神奈川県,横浜市,港北区,15000,2020/12/1,2020
1111,一般寄付,目黒区におまかせ！,131032,東京都,港区,,32000,2020/12/1,2020
1112,一般寄付,目黒区におまかせ！,341002,広島県,広島市,南区,16000,2020/12/1,2020
1113,一般寄付,目黒区におまかせ！,370002,香川県,小豆郡小豆島町,,12000,2020/12/1,2020
1114,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,082201,茨城県,つくば市,,15000,2020/12/1,2020
1115,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,35000,2020/12/1,2020
1116,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,85000,2020/12/1,2020
1117,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,12000,2020/12/1,2020
1118,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,青葉区,85000,2020/12/1,2020
1119,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,60000,2020/12/1,2020
1120,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,131121,東京都,世田谷区,,60000,2020/12/1,2020
1121,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132144,東京都,国分寺市,,12000,2020/12/1,2020
1122,一般寄付,目黒区におまかせ！,121002,千葉県,千葉市,若葉区,25000,2020/12/1,2020
1123,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,85000,2020/12/1,2020
1124,一般寄付,目黒区におまかせ！,131041,東京都,新宿区,,25000,2020/12/1,2020
1125,一般寄付,目黒区におまかせ！,111007,埼玉県,さいたま市,浦和区,20000,2020/12/1,2020
1126,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,18000,2020/12/1,2020
1127,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131130,東京都,渋谷区,,143000,2020/12/1,2020
1128,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,18000,2020/12/1,2020
1129,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,110000,2020/12/1,2020
1130,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122114,千葉県,成田市,,113000,2020/12/1,2020
1131,図書資料充実寄付金,図書館の資料を充実させたい！,011002,北海道,札幌市,厚別区,12000,2020/12/1,2020
1132,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131091,東京都,品川区,,25000,2020/12/1,2020
1133,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/12/1,2020
1134,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,141003,神奈川県,横浜市,港北区,16000,2020/12/1,2020
1135,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/12/1,2020
1136,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,272035,大阪府,豊中市,,12000,2020/12/1,2020
1137,一般寄付,目黒区におまかせ！,131164,東京都,豊島区,,35000,2020/12/1,2020
1138,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112356,埼玉県,富士見市,,110000,2020/12/1,2020
1139,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,202037,長野県,上田市,,550000,2020/12/1,2020
1140,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131113,東京都,大田区,,25000,2020/12/1,2020
1141,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,35000,2020/12/1,2020
1142,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,272116,大阪府,茨木市,,12000,2020/12/1,2020
1143,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,中区,85000,2020/12/1,2020
1144,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,都島区,110000,2020/12/1,2020
1145,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131105,東京都,目黒区,,30000,2020/12/1,2020
1146,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,121002,千葉県,千葉市,中央区,12000,2020/12/1,2020
1147,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131016,東京都,千代田区,,35000,2020/12/1,2020
1148,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,都筑区,12000,2020/12/1,2020
1149,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,10000,2020/12/1,2020
1150,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,35000,2020/12/1,2020
1151,一般寄付,目黒区におまかせ！,141305,神奈川県,川崎市,中原区,18000,2020/12/1,2020
1152,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131148,東京都,中野区,,60000,2020/12/1,2020
1153,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,272035,大阪府,豊中市,,16000,2020/12/1,2020
1154,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,12000,2020/12/1,2020
1155,一般寄付,目黒区におまかせ！,131164,東京都,豊島区,,35000,2020/12/1,2020
1156,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,60000,2020/12/1,2020
1157,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131202,東京都,練馬区,,12000,2020/12/1,2020
1158,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,143000,2020/12/1,2020
1159,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,221309,静岡県,浜松市,北区,35000,2020/12/1,2020
1160,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,121002,千葉県,千葉市,若葉区,35000,2020/12/1,2020
1161,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,282049,兵庫県,西宮市,,20000,2020/12/1,2020
1162,一般寄付,目黒区におまかせ！,122271,千葉県,浦安市,,85000,2020/12/1,2020
1163,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,282031,兵庫県,明石市,,15000,2020/12/1,2020
1164,一般寄付,目黒区におまかせ！,131172,東京都,北区,,60000,2020/12/1,2020
1165,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,282049,兵庫県,西宮市,,16000,2020/12/1,2020
1166,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,282049,兵庫県,西宮市,,12000,2020/12/1,2020
1167,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,132039,東京都,武蔵野市,,24000,2020/12/1,2020
1168,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131113,東京都,大田区,,28000,2020/12/1,2020
1169,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,232068,愛知県,春日井市,,35000,2020/12/1,2020
1170,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,230000,2020/12/1,2020
1171,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131156,東京都,杉並区,,16000,2020/12/1,2020
1172,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,550000,2020/12/1,2020
1173,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112356,埼玉県,富士見市,,127000,2020/12/1,2020
1174,コミュニティ活動支援寄付金,めぐろのまちづくり活動を応援したい！,131032,東京都,港区,,10000,2020/12/1,2020
1175,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,472018,沖縄県,那覇市,,24000,2020/12/1,2020
1176,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,143000,2020/12/1,2020
1177,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,青葉区,12000,2020/12/1,2020
1178,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,16000,2020/12/1,2020
1179,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,231002,愛知県,名古屋市,北区,100000,2020/12/1,2020
1180,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,121002,千葉県,千葉市,中央区,110000,2020/12/1,2020
1181,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112283,埼玉県,志木市,,16000,2020/12/1,2020
1182,一般寄付,目黒区におまかせ！,402192,福岡県,大野城市,,12000,2020/12/1,2020
1183,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,282049,兵庫県,西宮市,,16000,2020/12/1,2020
1184,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,35000,2020/12/1,2020
1185,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141305,神奈川県,川崎市,中原区,60000,2020/12/1,2020
1186,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131121,東京都,世田谷区,,35000,2020/12/1,2020
1187,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,16000,2020/12/1,2020
1188,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,12000,2020/12/1,2020
1189,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,70000,2020/12/1,2020
1190,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,122076,千葉県,松戸市,,35000,2020/12/1,2020
1191,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,85000,2020/12/1,2020
1192,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1193,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,60000,2020/12/1,2020
1194,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,12000,2020/12/1,2020
1195,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,141305,神奈川県,川崎市,中原区,28000,2020/12/1,2020
1196,一般寄付,目黒区におまかせ！,131083,東京都,江東区,,127000,2020/12/1,2020
1197,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1198,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132047,東京都,三鷹市,,35000,2020/12/1,2020
1199,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,60000,2020/12/1,2020
1200,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,145000,2020/12/1,2020
1201,一般寄付,目黒区におまかせ！,131016,東京都,千代田区,,143000,2020/12/1,2020
1202,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1203,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131172,東京都,北区,,127000,2020/12/1,2020
1204,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,127000,2020/12/1,2020
1205,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1206,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,111007,埼玉県,さいたま市,浦和区,35000,2020/12/1,2020
1207,一般寄付,目黒区におまかせ！,131016,東京都,千代田区,,60000,2020/12/1,2020
1208,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,143000,2020/12/1,2020
1209,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,252085,滋賀県,栗東市,,12000,2020/12/1,2020
1210,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,城東区,20000,2020/12/1,2020
1211,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,12000,2020/12/1,2020
1212,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1213,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131032,東京都,港区,,16000,2020/12/1,2020
1214,一般寄付,目黒区におまかせ！,272078,大阪府,高槻市,,24000,2020/12/1,2020
1215,一般寄付,目黒区におまかせ！,011002,北海道,札幌市,中央区,110000,2020/12/1,2020
1216,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131059,東京都,文京区,,24000,2020/12/1,2020
1217,一般寄付,目黒区におまかせ！,131024,東京都,中央区,,85000,2020/12/1,2020
1218,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131156,東京都,杉並区,,12000,2020/12/1,2020
1219,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122076,千葉県,松戸市,,35000,2020/12/1,2020
1220,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,47000,2020/12/1,2020
1221,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122173,千葉県,柏市,,35000,2020/12/1,2020
1222,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,110000,2020/12/1,2020
1223,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131130,東京都,渋谷区,,127000,2020/12/1,2020
1224,図書資料充実寄付金,図書館の資料を充実させたい！,131202,東京都,練馬区,,143000,2020/12/1,2020
1225,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,35000,2020/12/1,2020
1226,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,127000,2020/12/1,2020
1227,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131083,東京都,江東区,,35000,2020/12/1,2020
1228,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131113,東京都,大田区,,16000,2020/12/1,2020
1229,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,110001,埼玉県,北葛飾郡杉戸町,,143000,2020/12/1,2020
1230,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,110001,埼玉県,北葛飾郡杉戸町,,85000,2020/12/1,2020
1231,一般寄付,目黒区におまかせ！,282065,兵庫県,芦屋市,,15000,2020/12/1,2020
1232,一般寄付,目黒区におまかせ！,331007,岡山県,岡山市,中区,16000,2020/12/1,2020
1233,一般寄付,目黒区におまかせ！,131032,東京都,港区,,60000,2020/12/1,2020
1234,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,12000,2020/12/1,2020
1235,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,111007,埼玉県,さいたま市,浦和区,25000,2020/12/1,2020
1236,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,143000,2020/12/1,2020
1237,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,25000,2020/12/1,2020
1238,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,鶴見区,35000,2020/12/1,2020
1239,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141003,神奈川県,横浜市,港北区,35000,2020/12/1,2020
1240,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,282014,兵庫県,姫路市,,48000,2020/12/1,2020
1241,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131199,東京都,板橋区,,127000,2020/12/1,2020
1242,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,1140000,2020/12/1,2020
1243,一般寄付,目黒区におまかせ！,122033,千葉県,市川市,,16000,2020/12/1,2020
1244,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,127000,2020/12/1,2020
1245,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,342025,広島県,呉市,,12000,2020/12/1,2020
1246,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141305,神奈川県,川崎市,宮前区,127000,2020/12/1,2020
1247,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,5000,2020/12/1,2020
1248,図書資料充実寄付金,図書館の資料を充実させたい！,131121,東京都,世田谷区,,16000,2020/12/1,2020
1249,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,111007,埼玉県,さいたま市,大宮区,16000,2021/1/1,2020
1250,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,24000,2021/1/1,2020
1251,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,12000,2021/1/1,2020
1252,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132276,東京都,羽村市,,12000,2021/1/1,2020
1253,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,24000,2021/1/1,2020
1254,一般寄付,目黒区におまかせ！,221007,静岡県,静岡市,葵区,25000,2021/1/1,2020
1255,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131016,東京都,千代田区,,12000,2021/1/1,2020
1256,一般寄付,目黒区におまかせ！,342076,広島県,福山市,,12000,2021/1/1,2020
1257,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,20000,2021/1/1,2020
1258,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131032,東京都,港区,,70000,2021/1/1,2020
1259,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,西区,24000,2021/1/1,2020
