地域階層,地域コード,東京都26町丁目コード,地域名,町・大字名,丁目・字,地域名称,総数（経営組織）／事業所数（事業所）,総数（経営組織）／従業者数（人）,民営／事業所数（事業所）,民営／従業者数（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数（人）,民営／法人／会社／合資・合名会社／事業所数（事業所）,民営／法人／会社／合資・合名会社／従業者数（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数（人）,国・地方公共団体／事業所数（事業所）,国・地方公共団体／従業者数（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／地方公共団体／事業所数（事業所）,国・地方公共団体／地方公共団体／従業者数（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／従業者数（人）,国・地方公共団体／地方公共団体／市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／市町村／従業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数（人）
5,13101,1310101400,千代田区,千代田区千代田,,千代田区千代田,14,1468,10,48,-,-,10,48,5,22,5,22,-,-,-,-,-,-,5,26,-,-,4,1420,4,1420,-,-,-,-,-,-,-,-
5,13101,1310100600,千代田区,千代田区永田町,,千代田区永田町,737,31725,692,24714,89,562,564,23945,473,22318,455,21814,-,-,3,26,15,478,91,1627,39,207,45,7011,38,6840,7,171,3,163,4,8,-,-
6,13101,1310100601,千代田区,千代田区永田町,１丁目,千代田区永田町１丁目,155,7667,126,1841,28,232,85,1473,63,816,63,816,-,-,-,-,-,-,22,657,13,136,29,5826,27,5769,2,57,1,53,1,4,-,-
6,13101,1310100602,千代田区,千代田区永田町,２丁目,千代田区永田町２丁目,582,24058,566,22873,61,330,479,22472,410,21502,392,20998,-,-,3,26,15,478,69,970,26,71,16,1185,11,1071,5,114,2,110,3,4,-,-
5,13101,1310102300,千代田区,千代田区西神田,,千代田区西神田,395,9538,393,9488,63,202,323,9270,299,8500,295,8489,1,1,2,9,1,1,24,770,7,16,2,50,-,-,2,50,-,-,2,50,-,-
6,13101,1310102301,千代田区,千代田区西神田,１丁目,千代田区西神田１丁目,47,1054,47,1054,5,22,42,1032,36,715,36,715,-,-,-,-,-,-,6,317,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13101,1310102302,千代田区,千代田区西神田,２丁目,千代田区西神田２丁目,256,1901,254,1851,54,160,193,1675,181,1438,177,1427,1,1,2,9,1,1,12,237,7,16,2,50,-,-,2,50,-,-,2,50,-,-
6,13101,1310102303,千代田区,千代田区西神田,３丁目,千代田区西神田３丁目,92,6583,92,6583,4,20,88,6563,82,6347,82,6347,-,-,-,-,-,-,6,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13101,1310105500,千代田区,千代田区二番町,,千代田区二番町,355,20347,355,20347,51,279,299,20048,263,18039,258,17907,-,-,1,1,4,131,36,2009,5,20,-,-,-,-,-,-,-,-,-,-,-,-
5,13101,1310100700,千代田区,千代田区隼町,,千代田区隼町,99,2074,96,1143,27,87,68,1055,59,706,59,706,-,-,-,-,-,-,9,349,1,1,3,931,2,930,1,1,1,1,-,-,-,-
5,13101,1310104600,千代田区,千代田区東神田,,千代田区東神田,601,10441,600,10310,66,207,533,10103,513,9801,506,9731,1,11,5,46,1,13,20,302,1,-,1,131,-,-,1,131,1,131,-,-,-,-
6,13101,1310104601,千代田区,千代田区東神田,１丁目,千代田区東神田１丁目,236,4867,235,4736,33,106,201,4630,188,4471,186,4429,-,-,2,42,-,-,13,159,1,-,1,131,-,-,1,131,1,131,-,-,-,-
6,13101,1310104602,千代田区,千代田区東神田,２丁目,千代田区東神田２丁目,208,4363,208,4363,8,14,200,4349,197,4229,195,4205,1,11,-,-,1,13,3,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13101,1310104603,千代田区,千代田区東神田,３丁目,千代田区東神田３丁目,157,1211,157,1211,25,87,132,1124,128,1101,125,1097,-,-,3,4,-,-,4,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13101,1310102000,千代田区,千代田区一ツ橋,,千代田区一ツ橋,237,11970,235,11952,13,68,218,11876,178,10032,177,10030,-,-,-,-,1,2,40,1844,4,8,2,18,-,-,2,18,1,9,1,9,-,-
6,13101,1310102001,千代田区,千代田区一ツ橋,１丁目,千代田区一ツ橋１丁目,119,6916,118,6907,4,37,112,6864,100,6780,99,6778,-,-,-,-,1,2,12,84,2,6,1,9,-,-,1,9,1,9,-,-,-,-
6,13101,1310102002,千代田区,千代田区一ツ橋,２丁目,千代田区一ツ橋２丁目,118,5054,117,5045,9,31,106,5012,78,3252,78,3252,-,-,-,-,-,-,28,1760,2,2,1,9,-,-,1,9,-,-,1,9,-,-
5,13101,1310101300,千代田区,千代田区日比谷公園,,千代田区日比谷公園,50,774,42,724,14,64,25,652,17,423,17,423,-,-,-,-,-,-,8,229,3,8,8,50,-,-,8,50,-,-,8,50,-,-
5,13101,1310100800,千代田区,千代田区平河町,,千代田区平河町,699,12547,619,11623,90,373,508,11073,387,8515,381,8493,-,-,4,10,2,12,121,2558,21,177,80,924,-,-,80,924,44,705,36,219,-,-
6,13101,1310100801,千代田区,千代田区平河町,１丁目,千代田区平河町１丁目,206,2397,206,2397,33,111,171,2282,141,1899,140,1896,-,-,-,-,1,3,30,383,2,4,-,-,-,-,-,-,-,-,-,-,-,-
6,13101,1310100802,千代田区,千代田区平河町,２丁目,千代田区平河町２丁目,493,10150,413,9226,57,262,337,8791,246,6616,241,6597,-,-,4,10,1,9,91,2175,19,173,80,924,-,-,80,924,44,705,36,219,-,-
5,13101,1310101800,千代田区,千代田区富士見,,千代田区富士見,498,16027,494,15914,68,218,419,15683,367,12499,362,12475,3,22,2,2,-,-,52,3184,7,13,4,113,-,-,4,113,-,-,4,113,-,-
6,13101,1310101801,千代田区,千代田区富士見,１丁目,千代田区富士見１丁目,210,3905,206,3792,28,72,174,3712,148,3121,146,3119,-,-,2,2,-,-,26,591,4,8,4,113,-,-,4,113,-,-,4,113,-,-
6,13101,1310101802,千代田区,千代田区富士見,２丁目,千代田区富士見２丁目,288,12122,288,12122,40,146,245,11971,219,9378,216,9356,3,22,-,-,-,-,26,2593,3,5,-,-,-,-,-,-,-,-,-,-,-,-
5,13101,1310100100,千代田区,千代田区丸の内,,千代田区丸の内,2651,148271,2649,148154,249,2213,2381,145837,2225,142512,2163,141382,3,15,18,62,41,1053,156,3325,19,104,2,117,-,-,2,117,1,113,1,4,-,-
6,13101,1310100101,千代田区,千代田区丸の内,１丁目,千代田区丸の内１丁目,1291,74642,1290,74529,17,173,1270,74320,1215,73048,1196,72486,2,10,5,50,12,502,55,1272,3,36,1,113,-,-,1,113,1,113,-,-,-,-
6,13101,1310100102,千代田区,千代田区丸の内,２丁目,千代田区丸の内２丁目,865,51884,864,51880,184,1395,670,50434,630,49956,607,49532,1,5,-,-,22,419,40,478,10,51,1,4,-,-,1,4,-,-,1,4,-,-
6,13101,1310100103,千代田区,千代田区丸の内,３丁目,千代田区丸の内３丁目,495,21745,495,21745,48,645,441,21083,380,19508,360,19364,-,-,13,12,7,132,61,1575,6,17,-,-,-,-,-,-,-,-,-,-,-,-
5,13101,1310102200,千代田区,千代田区三崎町,,千代田区三崎町,927,14669,926,14638,140,415,770,14189,699,11473,695,11445,1,18,3,10,-,-,71,2716,16,34,1,31,-,-,1,31,1,31,-,-,-,-
6,13101,1310102201,千代田区,千代田区三崎町,１丁目,千代田区三崎町１丁目,79,2267,79,2267,11,31,68,2236,52,1039,52,1039,-,-,-,-,-,-,16,1197,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13101,1310102202,千代田区,千代田区三崎町,２丁目,千代田区三崎町２丁目,542,7627,542,7627,84,252,447,7354,408,6297,407,6279,1,18,-,-,-,-,39,1057,11,21,-,-,-,-,-,-,-,-,-,-,-,-
6,13101,1310102203,千代田区,千代田区三崎町,３丁目,千代田区三崎町３丁目,306,4775,305,4744,45,132,255,4599,239,4137,236,4127,-,-,3,10,-,-,16,462,5,13,1,31,-,-,1,31,1,31,-,-,-,-
5,13101,1310100400,千代田区,千代田区有楽町,,千代田区有楽町,1326,29029,1317,28484,191,773,1120,27669,1035,24316,1006,23954,3,13,4,23,22,326,85,3353,6,42,9,545,-,-,9,545,7,530,2,15,-,-
6,13101,1310100401,千代田区,千代田区有楽町,１丁目,千代田区有楽町１丁目,835,21249,832,20752,162,655,666,20088,602,17307,579,16972,1,3,1,11,21,321,64,2781,4,9,3,497,-,-,3,497,3,497,-,-,-,-
6,13101,1310100402,千代田区,千代田区有楽町,２丁目,千代田区有楽町２丁目,491,7780,485,7732,29,118,454,7581,433,7009,427,6982,2,10,3,12,1,5,21,572,2,33,6,48,-,-,6,48,4,33,2,15,-,-
5,13101,1310105700,千代田区,千代田区四番町,,千代田区四番町,139,4303,137,4250,11,35,126,4215,105,3316,104,3302,-,-,-,-,1,14,21,899,-,-,2,53,-,-,2,53,-,-,2,53,-,-
5,13101,1310105900,千代田区,千代田区六番町,,千代田区六番町,293,4850,291,4814,50,179,236,4627,183,3375,179,3365,-,-,3,7,1,3,53,1252,5,8,2,36,-,-,2,36,-,-,2,36,-,-
4,13102,1310200000,中央区,,,中央区,37869,756052,37749,750039,5391,19121,32003,729692,30169,695516,29824,691262,125,1547,124,1866,96,841,1834,34176,355,1226,120,6013,3,526,117,5487,36,2819,80,2600,1,68
5,13102,1310200700,中央区,中央区明石町,,中央区明石町,281,15595,271,15187,19,63,251,15120,231,9476,228,9462,3,14,-,-,-,-,20,5644,1,4,10,408,-,-,10,408,3,161,7,247,-,-
5,13102,1310200500,中央区,中央区入船,,中央区入船,543,8052,541,7759,84,205,455,7551,436,7454,427,7416,5,17,3,13,1,8,19,97,2,3,2,293,-,-,2,293,1,256,1,37,-,-
6,13102,1310200501,中央区,中央区入船,１丁目,中央区入船１丁目,175,1659,173,1366,37,89,135,1276,129,1246,126,1234,3,12,-,-,-,-,6,30,1,1,2,293,-,-,2,293,1,256,1,37,-,-
6,13102,1310200502,中央区,中央区入船,２丁目,中央区入船２丁目,168,2612,168,2612,21,56,146,2554,141,2523,138,2506,1,1,1,8,1,8,5,31,1,2,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200503,中央区,中央区入船,３丁目,中央区入船３丁目,200,3781,200,3781,26,60,174,3721,166,3685,163,3676,1,4,2,5,-,-,8,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310203600,中央区,中央区勝どき,,中央区勝どき,570,9797,560,9340,106,367,451,8970,434,8754,427,8727,2,3,5,24,-,-,17,216,3,3,10,457,-,-,10,457,2,228,8,229,-,-
6,13102,1310203601,中央区,中央区勝どき,１丁目,中央区勝どき１丁目,122,2281,116,2119,37,137,79,1982,75,1862,71,1844,1,1,3,17,-,-,4,120,-,-,6,162,-,-,6,162,-,-,6,162,-,-
6,13102,1310203602,中央区,中央区勝どき,２丁目,中央区勝どき２丁目,156,1407,156,1407,30,115,125,1291,120,1247,118,1240,1,2,1,5,-,-,5,44,1,1,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203603,中央区,中央区勝どき,３丁目,中央区勝どき３丁目,124,2500,124,2500,27,75,97,2425,94,2397,94,2397,-,-,-,-,-,-,3,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203604,中央区,中央区勝どき,４丁目,中央区勝どき４丁目,76,890,75,843,11,38,64,805,63,801,63,801,-,-,-,-,-,-,1,4,-,-,1,47,-,-,1,47,1,47,-,-,-,-
6,13102,1310203605,中央区,中央区勝どき,５丁目,中央区勝どき５丁目,41,370,41,370,1,2,40,368,38,355,37,353,-,-,1,2,-,-,2,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203606,中央区,中央区勝どき,６丁目,中央区勝どき６丁目,51,2349,48,2101,-,-,46,2099,44,2092,44,2092,-,-,-,-,-,-,2,7,2,2,3,248,-,-,3,248,1,181,2,67,-,-
5,13102,1310200200,中央区,中央区京橋,,中央区京橋,1775,49630,1772,49391,252,1029,1503,48320,1389,46039,1380,45993,2,6,1,8,6,32,114,2281,17,42,3,239,-,-,3,239,2,142,1,97,-,-
6,13102,1310200201,中央区,中央区京橋,１丁目,中央区京橋１丁目,713,16855,712,16758,100,403,608,16347,562,15029,559,15012,-,-,1,8,2,9,46,1318,4,8,1,97,-,-,1,97,-,-,1,97,-,-
6,13102,1310200202,中央区,中央区京橋,２丁目,中央区京橋２丁目,661,18412,661,18412,108,460,544,17930,501,17429,496,17403,1,3,-,-,4,23,43,501,9,22,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200203,中央区,中央区京橋,３丁目,中央区京橋３丁目,401,14363,399,14221,44,166,351,14043,326,13581,325,13578,1,3,-,-,-,-,25,462,4,12,2,142,-,-,2,142,2,142,-,-,-,-
5,13102,1310200300,中央区,中央区銀座,,中央区銀座,8420,160580,8412,160402,1614,6651,6741,153487,6405,147680,6343,146308,18,113,28,1132,16,127,336,5807,57,264,8,178,-,-,8,178,5,104,3,74,-,-
6,13102,1310200301,中央区,中央区銀座,１丁目,中央区銀座１丁目,1109,21723,1109,21723,201,742,906,20975,840,20318,828,20259,4,38,4,10,4,11,66,657,2,6,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200302,中央区,中央区銀座,２丁目,中央区銀座２丁目,902,11892,901,11866,145,469,753,11390,708,10679,702,10650,3,20,3,9,-,-,45,711,3,7,1,26,-,-,1,26,1,26,-,-,-,-
6,13102,1310200303,中央区,中央区銀座,３丁目,中央区銀座３丁目,923,13549,923,13549,126,554,786,12883,755,12629,752,12428,-,-,1,196,2,5,31,254,11,112,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200304,中央区,中央区銀座,４丁目,中央区銀座４丁目,714,14742,714,14742,110,421,599,14308,571,13951,567,13904,-,-,3,45,1,2,28,357,5,13,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200305,中央区,中央区銀座,５丁目,中央区銀座５丁目,943,13015,938,12943,115,427,819,12497,770,11704,766,11668,-,-,-,-,4,36,49,793,4,19,5,72,-,-,5,72,3,39,2,33,-,-
6,13102,1310200306,中央区,中央区銀座,６丁目,中央区銀座６丁目,1159,15663,1159,15663,265,970,881,14654,834,14277,822,13421,3,10,5,827,4,19,47,377,13,39,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200307,中央区,中央区銀座,７丁目,中央区銀座７丁目,1235,23068,1234,23029,275,1241,949,21757,909,21285,904,21269,2,5,3,11,-,-,40,472,10,31,1,39,-,-,1,39,1,39,-,-,-,-
6,13102,1310200308,中央区,中央区銀座,８丁目,中央区銀座８丁目,1435,46928,1434,46887,377,1827,1048,45023,1018,42837,1002,42709,6,40,9,34,1,54,30,2186,9,37,1,41,-,-,1,41,-,-,1,41,-,-
5,13102,1310201100,中央区,中央区新川,,中央区新川,1427,34666,1427,34666,145,392,1262,34225,1173,33152,1156,33019,3,25,7,48,7,60,89,1073,20,49,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310201101,中央区,中央区新川,１丁目,中央区新川１丁目,764,24005,764,24005,60,167,691,23794,652,23201,642,23084,2,23,4,45,4,49,39,593,13,44,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310201102,中央区,中央区新川,２丁目,中央区新川２丁目,663,10661,663,10661,85,225,571,10431,521,9951,514,9935,1,2,3,3,3,11,50,480,7,5,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310200400,中央区,中央区新富,,中央区新富,894,12182,890,11580,139,423,742,11128,703,10852,691,10779,3,21,3,7,6,45,39,276,9,29,4,602,1,302,3,300,2,283,1,17,-,-
6,13102,1310200401,中央区,中央区新富,１丁目,中央区新富１丁目,620,7881,618,7780,91,261,519,7492,496,7307,490,7254,2,16,1,1,3,36,23,185,8,27,2,101,-,-,2,101,1,84,1,17,-,-
6,13102,1310200402,中央区,中央区新富,２丁目,中央区新富２丁目,274,4301,272,3800,48,162,223,3636,207,3545,201,3525,1,5,2,6,3,9,16,91,1,2,2,501,1,302,1,199,1,199,-,-,-,-
5,13102,1310203500,中央区,中央区月島,,中央区月島,707,7101,698,6918,210,724,487,6188,458,5929,452,5860,4,56,1,3,1,10,29,259,1,6,9,183,-,-,9,183,-,-,9,183,-,-
6,13102,1310203501,中央区,中央区月島,１丁目,中央区月島１丁目,241,2579,240,2561,67,222,173,2339,161,2202,159,2190,1,2,-,-,1,10,12,137,-,-,1,18,-,-,1,18,-,-,1,18,-,-
6,13102,1310203502,中央区,中央区月島,２丁目,中央区月島２丁目,94,1529,92,1473,24,75,68,1398,63,1379,61,1374,1,2,1,3,-,-,5,19,-,-,2,56,-,-,2,56,-,-,2,56,-,-
6,13102,1310203503,中央区,中央区月島,３丁目,中央区月島３丁目,259,1616,259,1616,93,280,166,1336,159,1294,157,1242,2,52,-,-,-,-,7,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203504,中央区,中央区月島,４丁目,中央区月島４丁目,113,1377,107,1268,26,147,80,1115,75,1054,75,1054,-,-,-,-,-,-,5,61,1,6,6,109,-,-,6,109,-,-,6,109,-,-
5,13102,1310200800,中央区,中央区築地,,中央区築地,3415,55499,3399,54081,401,1239,2951,52687,2799,49266,2780,49146,10,50,5,55,4,15,152,3421,47,155,16,1418,1,34,15,1384,4,450,11,934,-,-
6,13102,1310200801,中央区,中央区築地,１丁目,中央区築地１丁目,260,6552,252,5391,29,156,212,5221,192,4895,191,4891,-,-,1,4,-,-,20,326,11,14,8,1161,-,-,8,1161,1,320,7,841,-,-
6,13102,1310200802,中央区,中央区築地,２丁目,中央区築地２丁目,575,8205,573,8162,95,238,475,7901,461,7783,460,7766,-,-,1,17,-,-,14,118,3,23,2,43,-,-,2,43,-,-,2,43,-,-
6,13102,1310200803,中央区,中央区築地,３丁目,中央区築地３丁目,283,4461,283,4461,39,106,243,4352,218,4143,217,4134,1,9,-,-,-,-,25,209,1,3,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200804,中央区,中央区築地,４丁目,中央区築地４丁目,578,6302,577,6265,75,257,500,6002,477,5764,472,5746,3,10,-,-,2,8,23,238,2,6,1,37,-,-,1,37,-,-,1,37,-,-
6,13102,1310200805,中央区,中央区築地,５丁目,中央区築地５丁目,1092,20861,1088,20697,73,246,1000,20369,958,18150,952,18090,3,22,1,31,2,7,42,2219,15,82,4,164,1,34,3,130,3,130,-,-,-,-
6,13102,1310200806,中央区,中央区築地,６丁目,中央区築地６丁目,401,4740,401,4740,49,131,340,4585,321,4484,318,4477,2,5,1,2,-,-,19,101,12,24,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310200807,中央区,中央区築地,７丁目,中央区築地７丁目,226,4378,225,4365,41,105,181,4257,172,4047,170,4042,1,4,1,1,-,-,9,210,3,3,1,13,-,-,1,13,-,-,1,13,-,-
5,13102,1310203400,中央区,中央区佃,,中央区佃,302,3546,296,3419,46,133,249,3284,237,3204,231,3159,1,1,4,33,1,11,12,80,1,2,6,127,-,-,6,127,1,2,5,125,-,-
6,13102,1310203401,中央区,中央区佃,１丁目,中央区佃１丁目,80,524,78,501,10,17,68,484,63,452,62,451,1,1,-,-,-,-,5,32,-,-,2,23,-,-,2,23,-,-,2,23,-,-
6,13102,1310203402,中央区,中央区佃,２丁目,中央区佃２丁目,193,2770,189,2666,31,100,157,2564,150,2516,146,2473,-,-,3,32,1,11,7,48,1,2,4,104,-,-,4,104,1,2,3,102,-,-
6,13102,1310203403,中央区,中央区佃,３丁目,中央区佃３丁目,29,252,29,252,5,16,24,236,24,236,23,235,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310203700,中央区,中央区豊海町,,中央区豊海町,76,1935,76,1935,1,11,75,1924,66,1662,66,1662,-,-,-,-,-,-,9,262,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310203100,中央区,中央区日本橋,,中央区日本橋,1931,51652,1931,51652,185,722,1723,50850,1628,49724,1613,48597,4,905,5,26,6,196,95,1126,23,80,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203101,中央区,中央区日本橋,１丁目,中央区日本橋１丁目,497,18207,497,18207,36,111,455,18080,429,17620,427,16734,1,883,1,3,-,-,26,460,6,16,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203102,中央区,中央区日本橋,２丁目,中央区日本橋２丁目,593,12112,593,12112,48,193,535,11875,504,11512,500,11486,1,5,2,16,1,5,31,363,10,44,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203103,中央区,中央区日本橋,３丁目,中央区日本橋３丁目,841,21333,841,21333,101,418,733,20895,695,20592,686,20377,2,17,2,7,5,191,38,303,7,20,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310201700,中央区,中央区日本橋大伝馬町,,中央区日本橋大伝馬町,395,8119,395,8119,27,98,367,8020,348,7720,346,7711,1,2,-,-,1,7,19,300,1,1,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202200,中央区,中央区日本橋蛎殻町,,中央区日本橋蛎殻町,942,13159,936,13034,172,503,754,12482,720,12244,707,12179,4,15,4,13,5,37,34,238,10,49,6,125,-,-,6,125,-,-,6,125,-,-
6,13102,1310202201,中央区,中央区日本橋蛎殻町,１丁目,中央区日本橋蛎殻町１丁目,719,6889,715,6816,135,398,570,6369,545,6192,537,6144,2,8,3,11,3,29,25,177,10,49,4,73,-,-,4,73,-,-,4,73,-,-
6,13102,1310202202,中央区,中央区日本橋蛎殻町,２丁目,中央区日本橋蛎殻町２丁目,223,6270,221,6218,37,105,184,6113,175,6052,170,6035,2,7,1,2,2,8,9,61,-,-,2,52,-,-,2,52,-,-,2,52,-,-
5,13102,1310203300,中央区,中央区日本橋兜町,,中央区日本橋兜町,421,9073,418,8665,56,266,355,8375,323,7974,317,7962,1,2,2,1,3,9,32,401,7,24,3,408,-,-,3,408,2,387,1,21,-,-
5,13102,1310203200,中央区,中央区日本橋茅場町,,中央区日本橋茅場町,1237,20456,1236,20455,159,564,1050,19809,964,18684,946,18590,8,40,4,36,6,18,86,1125,27,82,1,1,-,-,1,1,-,-,1,1,-,-
6,13102,1310203201,中央区,中央区日本橋茅場町,１丁目,中央区日本橋茅場町１丁目,401,11670,401,11670,47,182,351,11474,324,11003,318,10948,4,26,2,29,-,-,27,471,3,14,-,-,-,-,-,-,-,-,-,-,-,-
6,13102,1310203202,中央区,中央区日本橋茅場町,２丁目,中央区日本橋茅場町２丁目,555,5691,554,5690,80,270,469,5403,435,5230,426,5205,2,7,1,-,6,18,34,173,5,17,1,1,-,-,1,1,-,-,1,1,-,-
6,13102,1310203203,中央区,中央区日本橋茅場町,３丁目,中央区日本橋茅場町３丁目,281,3095,281,3095,32,112,230,2932,205,2451,202,2437,2,7,1,7,-,-,25,481,19,51,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202100,中央区,中央区日本橋小網町,,中央区日本橋小網町,456,10111,455,10109,36,121,411,9961,394,9790,391,9779,3,11,-,-,-,-,17,171,8,27,1,2,-,-,1,2,-,-,1,2,-,-
5,13102,1310201600,中央区,中央区日本橋小伝馬町,,中央区日本橋小伝馬町,758,12254,758,12254,99,320,652,11918,603,11420,592,11267,5,14,4,129,2,10,49,498,7,16,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310201500,中央区,中央区日本橋小舟町,,中央区日本橋小舟町,462,7211,462,7211,41,134,417,7069,398,6915,395,6897,2,17,-,-,1,1,19,154,4,8,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310201900,中央区,中央区日本橋富沢町,,中央区日本橋富沢町,272,5575,272,5575,26,87,244,5471,239,5372,237,5368,1,3,1,1,-,-,5,99,2,17,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202900,中央区,中央区日本橋中洲,,中央区日本橋中洲,59,362,59,362,2,3,57,359,56,347,54,345,1,1,1,1,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202000,中央区,中央区日本橋人形町,,中央区日本橋人形町,1766,19655,1762,19579,369,1148,1383,18370,1312,17804,1288,17654,11,72,7,23,6,55,71,566,10,61,4,76,-,-,4,76,1,31,3,45,-,-
6,13102,1310202001,中央区,中央区日本橋人形町,１丁目,中央区日本橋人形町１丁目,579,6141,576,6096,119,369,455,5690,426,5518,418,5456,4,30,1,2,3,30,29,172,2,37,3,45,-,-,3,45,-,-,3,45,-,-
6,13102,1310202002,中央区,中央区日本橋人形町,２丁目,中央区日本橋人形町２丁目,762,7641,761,7610,195,573,562,7020,537,6721,526,6662,5,35,4,16,2,8,25,299,4,17,1,31,-,-,1,31,1,31,-,-,-,-
6,13102,1310202003,中央区,中央区日本橋人形町,３丁目,中央区日本橋人形町３丁目,425,5873,425,5873,55,206,366,5660,349,5565,344,5536,2,7,2,5,1,17,17,95,4,7,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202300,中央区,中央区日本橋箱崎町,,中央区日本橋箱崎町,516,19205,516,19205,55,156,457,19038,433,18821,429,18807,-,-,2,2,2,12,24,217,4,11,-,-,-,-,-,-,-,-,-,-,-,-
5,13102,1310202800,中央区,中央区日本橋浜町,,中央区日本橋浜町,1002,18193,999,18110,158,498,836,17601,781,17147,775,17096,5,48,-,-,1,3,55,454,5,11,3,83,-,-,3,83,1,32,2,51,-,-
6,13102,1310202801,中央区,中央区日本橋浜町,１丁目,中央区日本橋浜町１丁目,154,3069,154,3069,23,63,131,3006,122,2941,120,2936,1,2,-,-,1,3,9,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-
