"年度","番号","受付日","建築物名称","建築主氏名","建築主住所","標識設置日","設計者事務所","設計者住所","施工者事務所","施工者住所","建築敷地地名地番","建築敷地住居表示","用途地域1","用途地域2","建築物用途","工事種別","建築物高さ(ｍ)","建築物階数","建築物構造","建築物基礎","敷地面積(㎡)","建築面積(㎡)","延べ面積(㎡)","工事着工予定","工事完了予定","表示用(ラベル)","経度","緯度","分類"
"6","51","2024/06/24 0:00:00","上高田4丁目　新築工事","個人","個人","2024/06/22 0:00:00","株式会社　ケイディアイ　一級建築士事務所","中央区銀座2‐7‐18　藤田ビル　5階","株式会社　ケイディアイ　","中央区銀座2‐7‐18　藤田ビル　5階","上高田4‐33‐9","上高田4‐33","第１種低層住居専用地域","","一戸建ての住宅","新築","9.96","地上3階","木造","ベタ基礎","85.34","51.16","133.48","2024/08/19 0:00:00","2025/02/08 0:00:00","6-51","139.677275719719","35.7144738662713","令和６年度"
"6","52","2024/06/24 0:00:00","個人","個人","個人","2024/06/19 0:00:00","株式会社　BLISS　一級建築士事務所","文京区湯島3-36-3","株式会社　BLISS","文京区湯島3-36-3","東中野2-35-37","東中野2-9","第１種低層住居専用地域","","一戸建ての住宅","新築","8.467","地上3階","木造","ベタ基礎","48.57","32.8","82.57","2024/08/30 0:00:00","2025/01/30 0:00:00","6-52","139.679107429703","35.7022659672614","令和６年度"
"6","58","2024/07/03 0:00:00","中野区白鷺2丁目有料老人ホーム計画","三菱地所レジデンス株式会社　","千代田区大手町1‐9‐2","2024/07/02 0:00:00","株式会社　シスケア　一級建築士事務所","新宿区西新宿7‐22‐36　三井花桐ビル2F","未定","","白鷺2-935-5、34","白鷺2-14","第１種低層住居専用地域","","老人ホーム","新築","9.98","地上3階","鉄筋コンクリート造","ベタ基礎","1251.3","745.4","1875.36","2024/10/14 0:00:00","2025/12/15 0:00:00","6-58","139.631667754539","35.7180657382234","令和６年度"
"6","56","2024/06/28 0:00:00","（株）東洋コーポレーション　中野区沼袋3丁目分譲　新築工事","株式会社　東洋コーポレーション","千葉県八千代市緑が丘西2-12-1","2024/06/28 0:00:00","1級建築士事務所株式会社　ミヤサカホーム","千葉県鎌ケ谷市道野辺中央2-8-21","株式会社　オープンハウスアーキテクト","中野区中野4-10-2","沼袋3-363-14","沼袋3-12-24","第１種低層住居専用地域","","一戸建ての住宅","新築","9.789","地上3階","木造","ベタ基礎","66.1","37.67","101.42","2024/07/29 0:00:00","2024/11/29 0:00:00","6-56","139.660872374685","35.7184000882833","令和６年度"
"6","55","2024/06/27 0:00:00","（仮）沼袋2丁目計画　新築工事","株式会社　中央宅建","東村山市青葉町1-27-6","2024/06/25 0:00:00","エム．デザインオフィス","埼玉県新座市あたご3-2-21","株式会社　中央宅建","東村山市青葉町1-27-6","沼袋2-1499-1","沼袋2-40","第１種低層住居専用地域","","長屋","新築","9.74","地上3階","木造","ベタ基礎","173.55","112.72","259.88","2024/08/20 0:00:00","2025/03/20 0:00:00","6-55","139.663625521015","35.7228746506498","令和６年度"
"6","57","2024/07/01 0:00:00","9U289＿S　様邸　新築工事","個人","個人","2024/05/13 0:00:00","住友不動産株式会社　注文住宅　東京一級建築士事務所","新宿区西新宿4‐34‐7","住友不動産株式会社　注文住宅事業本部","新宿区西新宿4‐34‐7","上高田4-33-5","上高田4-33-5","第１種低層住居専用地域","","一戸建ての住宅","新築","9.531","地上3階","木造","ベタ基礎","85.25","59.21","152.92","2024/08/29 0:00:00","2025/02/11 0:00:00","6-57","139.677354481655","35.714466468923","令和６年度"
"6","59","2024/07/09 0:00:00","個人","個人","個人","2024/07/05 0:00:00","パナソニックホームズ株式会社　東京　一級建築士事務所","新宿区西新宿2-3-1　新宿モノリス11F","パナソニックホームズ株式会社　東京支店","新宿区西新宿2-3-1　新宿モノリス11F","上鷺宮2-388-3、389-8、9","上鷺宮2-4-29","第１種低層住居専用地域","","共同住宅・長屋","新築","9.864","地上3階","鉄骨造","直接基礎","223.02","115.26","291.94","2024/10/03 0:00:00","2025/04/26 0:00:00","6-59","139.634975685902","35.7282870783155","令和６年度"
"6","60","2024/07/09 0:00:00","個人","個人","個人","2024/07/05 0:00:00","株式会社　木下工務店　一級建築士事務所","新宿区西新宿6-5-1　新宿アイランドタワー31F","株式会社　木下工務店","新宿区西新宿6-5-1　新宿アイランドタワー31F","江古田1-255-2の一部","江古田1-9","第１種低層住居専用地域","","一戸建ての住宅","新築","9.387","地上3階","木造","ベタ基礎","95.16","47.37","137.55","2024/09/30 0:00:00","2025/02/28 0:00:00","6-60","139.673173672647","35.7261015060171","令和６年度"
"6","61","2024/07/12 0:00:00","個人","個人","個人","2024/07/11 0:00:00","旭化成ホームズ株式会社","立川市曙町2-37-7","旭化成ホームズ株式会社","千代田区神田神保町1-105","上高田4-36-4","上高田4-36-11","第１種低層住居専用地域","","共同住宅","新築","9.692","地上3階","鉄骨造","杭基礎","192.38","130.23","356.57","2024/10/08 0:00:00","2025/05/17 0:00:00","6-61","139.677090873319","35.7129813840206","令和６年度"
"6","69","2024/07/22 0:00:00","（仮称）中野区大和町PJ","D株式会社","新宿区神楽坂3-6　近藤ビル301号","2024/07/19 0:00:00","PLAYGROUND　一級建築士事務所","渋谷区渋谷1-23-21　co-lab渋谷キャスト","株式会社　稲垣工務店","足立区千住旭町14-5","大和町1-1496-6","大和町1-15-2","近隣商業地域","","共同住宅","新築","11.18","地上4階","鉄骨造","ベタ基礎","96.15","63.3","253.2","2024/10/01 0:00:00","2025/06/01 0:00:00","6-69","139.653458275056","35.713667777281","令和６年度"
"6","67","2024/07/22 0:00:00","野方・株式会社幸栄社マンション　新築工事","株式会社　幸栄社","中央区日本橋2-1-17","2024/07/17 0:00:00","髙松建設株式会社　東京本店　一級建築士事務所","港区芝4-8-2","髙松建設株式会社　東京本店","港区芝4-8-2","丸山1-1885-7","丸山1-7-1","近隣商業地域","","店舗・共同住宅","新築","22.5","地上7階","鉄筋コンクリート造","杭基礎","371.5","228.23","1133.26","2025/01/22 0:00:00","2026/01/22 0:00:00","6-67","139.65502925717","35.7229739309325","令和６年度"
"6","66","2024/07/22 0:00:00","個人","個人","個人","2024/07/19 0:00:00","一級建築士事務所　株式会社　小原建築設計事務所","板橋区常磐台1-34-12-205","ワイケイホーム株式会社","埼玉県朝霞市西原2-15-27","沼袋3-363-19","沼袋3-12-3","第１種低層住居専用地域","","長屋","新築","8.792","地上3階","木造","ベタ基礎","129.8","82.11","185.07","2024/09/01 0:00:00","2025/01/28 0:00:00","6-66","139.660693202251","35.7183502171666","令和６年度"
"6","68","2024/07/22 0:00:00","沼袋PJ","株式会社　diff","渋谷区桜丘町10-4　モドマルシェ渋谷桜丘ビル　8F","2024/07/10 0:00:00","株式会社　PERK DESIGN OFFICE","墨田区大平1-1-6　1F","株式会社　diff","渋谷区桜丘町10-4　モドマルシェ渋谷桜丘ビル　8F","沼袋2-205-7","沼袋2-28-47","第１種低層住居専用地域","","共同住宅","新築","8.75","地上3階/地下１階","鉄筋コンクリート造","ベタ基礎","245.9","148.97","489.35","2024/10/01 0:00:00","2025/07/31 0:00:00","6-68","139.665284599144","35.7212391405844","令和６年度"
"6","63","2024/07/17 0:00:00","(仮称)中野triasプロジェクト","株式会社　オフィス越川","品川区上大崎3‐14‐35","2024/07/12 0:00:00","なじむ　一級建築士事務所","中野区南台5‐13‐2","未定","","新井1‐14‐2、3の各一部、11、12","新井1‐5","近隣商業地域","","共同住宅、事務所","新築","13.13","地上5階","鉄筋コンクリート造","直接基礎","160.75","115.29","536.4","2024/10/01 0:00:00","2025/09/01 0:00:00","6-63","139.667080266278","35.7105944680877","令和６年度"
"6","65","2024/07/19 0:00:00","(仮称)中野区中央3丁目計画　新築工事","株式会社　不二美屋","中野区中央3‐22‐2","2024/07/18 0:00:00","株式会社　環境建築設計","渋谷区千駄ヶ谷4‐21‐1　シアターウエスト　3F","未定","","中央3‐34、35、36","中央3‐22‐2","商業地域","","店舗、事務所、共同住宅","新築","24","地上8階","鉄筋コンクリート造、一部鉄骨造","杭基礎","356.18","283.25","1281.89","2025/01/17 0:00:00","2026/02/16 0:00:00","6-65","139.674744164787","35.6978968202904","令和６年度"
"6","62","2024/07/17 0:00:00","(仮称)中野区上高田3丁目計画","住友商事株式会社、川口土木建築工業株式会社","千代田区大手町2-3-2、埼玉県川口市本町4-11-6","2024/07/16 0:00:00","川口土木建築工業株式会社　一級建築士事務所","埼玉県川口市本町4-11-6","未定","","上高田3-6-2、7、8、9、11","上高田3‐6","第１種中高層住居専用地域","近隣商業地域","共同住宅","新築","14.97","地上5階","鉄筋コンクリート造","杭基礎","2008.46","1252.44","4519.31","2024/11/15 0:00:00","2027/02/15 0:00:00","6-62","139.674701181418","35.7128912753411","令和６年度"
"6","64","2024/07/17 0:00:00","(仮称)中野区中央二丁目プロジェクト　新築工事","生和ビル管理株式会社","愛知県名古屋市中村区太閤3‐1‐18","2024/07/16 0:00:00","株式会社　スペース・デザイン建築研究所","渋谷区宇田川町6‐20‐1302","未定","","中央2‐96‐6","中央2‐30‐2","第１種中高層住居専用地域","商業地域","共同住宅・店舗","新築","32.75","地上10階","鉄骨造","杭基礎","241","189.49","1095.01","2024/10/01 0:00:00","2025/12/27 0:00:00","6-64","139.679137644798","35.6976757219686","令和６年度"
"6","82","2024/08/06 0:00:00","（仮称）Heureux都立家政計画","Heureux建設株式会社","渋谷区代々木1-37-8　向陽ビル　2F","2024/08/01 0:00:00","株式会社　FTRA　一級建築士事務所","中央区日本橋小網町1-3　大島ビル　5F","未定","","若宮3-371-36","若宮3-39-11","近隣商業地域","","共同住宅・店舗","新築","10.45","地上4階","鉄筋コンクリート造","ベタ基礎","152.23","117.59","470.36","2024/11/01 0:00:00","2025/08/30 0:00:00","6-82","139.645011443427","35.7204264365267","令和６年度"
"6","81","2024/08/05 0:00:00","個人","個人","個人","2024/08/03 0:00:00","パナソニックホームズ株式会社　東京　一級建築士事務所","新宿区西新宿2‐3‐1　新宿モノリス　11F","パナソニックホームズ株式会社　東京支社","新宿区西新宿2‐3‐1　新宿モノリス　11F","鷺宮2‐86‐16","鷺宮2‐5‐8","近隣商業地域","","共同住宅","新築","12.708","地上4階","鉄骨造","直接基礎","132.52","93.09","334.05","2024/12/06 0:00:00","2025/10/06 0:00:00","6-81","139.645111981445","35.7248898874664","令和６年度"
"6","75","2024/08/01 0:00:00","(仮称)中野区野方6丁目PJ　新築工事","株式会社　ボルテックス","千代田区富士見2-10-2　飯田橋グラン・ブルーム　22F","2024/08/01 0:00:00","小川建設株式会社　一級建築士事務所","大田区蒲田4‐45‐9　CENTTOWER　3F","小川建設株式会社","大田区蒲田4‐45‐9　CENTTOWER　3F","野方6-3-1","野方6-36-5","第１種低層住居専用地域","","共同住宅","新築","8.86","地上3階","鉄筋コンクリート造","直接基礎","342.17","235.55","561.76","2025/02/01 0:00:00","2025/10/31 0:00:00","6-75","139.649522101539","35.7210548836758","令和６年度"
"6","73","2024/08/01 0:00:00","(仮称)オープンレジデンシア弥生町5丁目　新築工事","株式会社　オープンハウス・ディベロップメント","千代田区丸の内2‐7‐2","2024/07/31 0:00:00","株式会社　長谷建築設計事務所、マツバラ設計室","文京区湯島1‐8‐2　MK御茶ノ水ビル　2F、足立区江北3‐17‐12‐302","未定","","弥生町5‐78‐1、83‐4","弥生町5-2","第１種低層住居専用地域","近隣商業地域","共同住宅","新築","42.47","地上14階","鉄筋コンクリート造","杭基礎","1059.59","614.75","3907.18","2024/11/01 0:00:00","2026/09/30 0:00:00","6-73","139.668146570828","35.6864885138627","令和６年度"
"6","78","2024/08/02 0:00:00","中野沼袋　2号棟-580317-0002","一建設株式会社　　","板橋区坂下3‐23‐23","2024/07/31 0:00:00","丹野建築設計　二級建築士事務所","練馬区豊玉中2‐16-12","一建設株式会社","豊島区南池袋2‐25‐5　藤久ビル東5号館","沼袋1‐98‐20の一部、21","沼袋1‐16","第１種低層住居専用地域","","一戸建ての住宅","新築","9.435","地上3階","木造","ベタ基礎","70.28","44.55","112.78","2024/09/10 0:00:00","2025/01/10 0:00:00","6-78","139.668260803051","35.7192722914334","令和６年度"
"6","77","2024/08/02 0:00:00","中野沼袋　1号棟-580317-0001","一建設株式会社　","板橋区坂下3‐23‐23","2024/07/31 0:00:00","丹野建築設計　二級建築士事務所","練馬区豊玉中2‐16-12","一建設株式会社","豊島区南池袋2‐25‐5　藤久ビル東5号館","沼袋1‐98‐20の一部","沼袋1‐16","第１種低層住居専用地域","","一戸建ての住宅","新築","9.525","地上3階","木造","ベタ基礎","70.28","43.74","113.93","2024/09/10 0:00:00","2025/01/10 0:00:00","6-77","139.668275105499","35.7193621597243","令和６年度"
"6","79","2024/08/02 0:00:00","中野沼袋　3号棟-580317-0003","一建設株式会社　　","板橋区坂下3‐23‐23","2024/07/31 0:00:00","丹野建築設計　二級建築士事務所","練馬区豊玉中2‐16-12","一建設株式会社","豊島区南池袋2‐25‐5　藤久ビル東5号館","沼袋1‐98‐22の一部","沼袋1‐16","第１種低層住居専用地域","","一戸建ての住宅","新築","9.565","地上3階","木造","ベタ基礎","69.1","39.69","102.06","2024/09/10 0:00:00","2025/01/10 0:00:00","6-79","139.668293088755","35.7191847275691","令和６年度"
"6","80","2024/08/02 0:00:00","中野沼袋　4号棟-580317-0004","一建設株式会社　","板橋区坂下3‐23‐23","2024/07/31 0:00:00","丹野建築設計　二級建築士事務所","練馬区豊玉中2‐16-12","一建設株式会社","豊島区南池袋2‐25‐5　藤久ビル東5号館","沼袋1‐98‐22の一部、23","沼袋1‐16","第１種低層住居専用地域","","一戸建ての住宅","新築","9.335","地上3階","木造","ベタ基礎","74.64","36.45","98.21","2024/09/10 0:00:00","2025/01/10 0:00:00","6-80","139.668378732291","35.7191927320879","令和６年度"
