"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100054","江東区","石造燈籠　昭和６年在銘　一対","セキゾウトウロウ　ショウワ６ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1931","江東区登録文化財","建造物","猿江神社","131083","","東京都江東区猿江2-2-17","東京都","江東区","猿江2丁目","2-17","","35.685871","139.814147","","","(03)3631-2516","","","","","1350003","1","対","7010605000189","猿江神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100055","江東区","石造燈籠　猿江裏町南部町会奉納　一対","セキゾウトウロウ　サルエウラマチナンブチョウカイホウノウ　イッツイ","","Stone light basket A pair of Sarue Uramachi district Nanbu-cho meeting dedication","江東区登録文化財","建造物","猿江神社","131083","","東京都江東区猿江2-2-17","東京都","江東区","猿江2丁目","2-17","","35.685871","139.814147","","","(03)3631-2516","","","","","1350003","1","対","7010605000189","猿江神社","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100056","江東区","旧渋沢家住宅（部材）","キュウシブサワケジュウタク（ブザイ）","","Shibusawa Eiichi home mark","江東区指定文化財","建造物","清水建設東京工場","131083","","東京都江東区木場2-15-3","東京都","江東区","木場2丁目","15-3","","35.672006","139.802997","","","","","","","","1350042","1","棟","","清水建設株式会社","2020-01-06","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100057","江東区","石造鳥居　下村店中奉納","セキゾウトリイ　シモムラタナチュウホウノウ","","Stone Torii Dedication in the Shimomura-Tanachu","江東区登録文化財","建造物","繁栄稲荷神社","131083","","東京都江東区木場2-18-12","東京都","江東区","木場2丁目","18-12","","35.669951","139.804783","","","","","","","","1350042","1","基","2010605000243","繁栄稲荷神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100058","江東区","石造燈籠　寛政６年在銘　一対","セキゾウトウロウ　カンセイ６ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1794","江東区登録文化財","建造物","繁栄稲荷神社","131083","","東京都江東区木場2-18-12","東京都","江東区","木場2丁目","18-12","","35.669951","139.804783","","","","","","","","1350042","1","対","2010605000243","繁栄稲荷神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100059","江東区","石造燈籠　燈籠講奉納　一対","セキゾウトウロウ　トウロウコウホウノウ　イッツイ","","A pair of stone touroutouroukou dedication","江東区登録文化財","建造物","繁栄稲荷神社","131083","","東京都江東区木場2-18-12","東京都","江東区","木場2丁目","18-12","","35.669951","139.804783","","","","","","","","1350042","1","対","2010605000243","繁栄稲荷神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100060","江東区","石造燈籠　明治28年在銘　一対","セキゾウトウロウ　メイジ２８ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1895","江東区登録文化財","建造物","繁栄稲荷神社","131083","","東京都江東区木場2-18-12","東京都","江東区","木場2丁目","18-12","","35.669951","139.804783","","","","","","","","1350042","1","対","2010605000243","繁栄稲荷神社","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100061","江東区","繁栄稲荷神社本殿","ハンエイイナリジンジャホンデン","","Hannei-Inarijinja main shrine","江東区指定文化財","建造物","繁栄稲荷神社","131083","","東京都江東区木場2-18-12","東京都","江東区","木場2丁目","18-12","","35.669951","139.804783","","","","","","","","1350042","1","棟","2010605000243","繁栄稲荷神社","2014-04-04","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/44709.html",""
"131083","131083100062","江東区","石造燈籠　大久保教重奉納寛永寺旧蔵","セキゾウトウロウ　オオクボノリシゲホウノウカンエイジキュウゾウ","","Stone light basket Okubo Norishige dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","USCビル","131083","","東京都江東区東陽4-11-38","東京都","江東区","東陽4丁目","11-38","","35.673634","139.816582","","","","","","","","1350016","1","基","","USCビル","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100063","江東区","石造燈籠　西郷延員奉納寛永寺旧蔵","セキゾウトウロウ　サイゴウノブカズホウノウカンエイジキュウゾウ","","Stone light basket Saigo-Nobukazu dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","東京原木協同組合","131083","","東京都江東区東陽5-30-13","東京都","江東区","東陽5丁目","30-13","","35.673575","139.815765","","","(03)3649-8111","","","","","1350016","1","基","5010605000876","東京原木協同組合","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100064","江東区","石造燈籠　塩原太助奉納","セキゾウトウロウ　シオバラタスケホウノウ","","Stone light basket Tasuke Shiobara dedication","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100065","江東区","石造燈籠　大正２年在銘　一対","セキゾウトウロウ　タイショウ２ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1913","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100066","江東区","石造鳥居　弘化２年在銘","セキゾウトリイ　コウカ２ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1845","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100067","江東区","石造燈籠　明治35年在銘　一対","セキゾウトウロウ　メイジ３５ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1902","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100068","江東区","石造燈籠　大正５年在銘","セキゾウトウロウ　タイショウ５ネンザイメイ","","Stone light basket Having the maker's name inscribed in 1916","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100069","江東区","石造燈籠　明治35年在銘　一対","セキゾウトウロウ　メイジ３５ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1902","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100070","江東区","石造燈籠　明治35年在銘","セキゾウトウロウ　メイジ３５ネンザイメイ","","Stone light basket Having the maker's name inscribed in 1902","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100071","江東区","石造燈籠　明治40年在銘　一対","セキゾウトウロウ　メイジ４０ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1907","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100072","江東区","石造燈籠　明治35年在銘　一対","セキゾウトウロウ　メイジ３５ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1902","江東区登録文化財","建造物","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100073","江東区","石造燈籠　明治32年在銘　一対","セキゾウトウロウ　メイジ３２ネンザイメイ　イッツイ","","A pair of stone light basket having the maker's name inscribed in 1899","江東区登録文化財","建造物","龍眼寺","131083","","東京都江東区亀戸3-34-2","東京都","江東区","亀戸3丁目","34-2","","35.705622","139.819415","","","(03)3681-2620","","","","","1360071","1","対","","龍眼寺","1988-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","墓地内にある"
"131083","131083100074","江東区","石造鳥居　大正11年在銘","セキゾウトリイ　タイショウ１１ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1922","江東区登録文化財","建造物","天祖神社","131083","","東京都江東区亀戸3-38-35","東京都","江東区","亀戸3丁目","38-35","","35.706504","139.820913","","","(03)3681-3042","","","","","1360071","1","基","","天祖神社","2013-04-03","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/88749.html",""
